STT,Thực thể nguồn (Source),Loại nguồn (Type),Mã CUI nguồn,Chỉ số nguồn (Attributes),Quan hệ lâm sàng (Relation),Thực thể đích (Target),Loại đích (Type),Mã CUI đích,Chỉ số đích (Attributes),Bằng chứng văn bản gốc (Evidence Span),Tài liệu nguồn
22,Canxi,Test,C0006675,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"và có thể nên nhận bổ sung canxi, vitamin D và bisphosphonate theo chỉ định.",02_dieutri.txt
23,Canxi,Test,C0006675,,Điều trị,Hạn chế luồng khí,Sign,C0024117,,"và có thể nên nhận bổ sung canxi, vitamin D và bisphosphonate theo chỉ định.",02_dieutri.txt
24,Chia nhỏ bữa ăn,Treatment,C0515109,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Chia nhỏ bữa ăn có thể hữu ích.,02_dieutri.txt
25,Chia nhỏ bữa ăn,Treatment,C0515109,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Chia nhỏ bữa ăn có thể hữu ích.,02_dieutri.txt
26,Chia nhỏ bữa ăn,Treatment,C0515109,,Điều trị,Hạn chế luồng khí,Sign,C0024117,,Chia nhỏ bữa ăn có thể hữu ích.,02_dieutri.txt
27,Chế độ ăn uống cân bằng,Treatment,C0452410,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,đề nghị một chế độ ăn uống cân bằng với lượng calo thích hợp cùng với tập thể dục để ngăn ngừa hoặc đảo ngược tình trạng suy dinh dưỡng và teo cơ.,02_dieutri.txt
28,Chế độ ăn uống cân bằng,Treatment,C0452410,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,đề nghị một chế độ ăn uống cân bằng với lượng calo thích hợp cùng với tập thể dục để ngăn ngừa hoặc đảo ngược tình trạng suy dinh dưỡng và teo cơ.,02_dieutri.txt
29,Chế độ ăn uống cân bằng,Treatment,C0452410,,Điều trị,Hạn chế luồng khí,Sign,C0024117,,đề nghị một chế độ ăn uống cân bằng với lượng calo thích hợp cùng với tập thể dục để ngăn ngừa hoặc đảo ngược tình trạng suy dinh dưỡng và teo cơ.,02_dieutri.txt
30,Chụp CT,Test,C0040405,,Dùng để chẩn đoán,Kén khí,DiseaseSubtype,C0241982,,Phim chụp X-quang ngực và chụp CT tuần tự là những thủ thuật hữu ích nhất để xác định xem tình trạng chức năng của bệnh nhân là do phổi còn sống bị chèn ép bởi kén khí hay do khí thũng toàn thể.,02_dieutri.txt
31,Corticosteroid dạng hít,DrugClass,C4020618,,Chống chỉ định cho,Viêm phổi,Complication,C0032285,,Có thể cần giảm liều của liệu pháp corticosteroid dạng hít nếu bệnh nhân bị viêm phổi,02_dieutri.txt
32,Corticosteroid dạng hít,DrugClass,C4020618,,Điều trị,Hạn chế luồng khí,Sign,C0024117,,"Thuốc này không làm thay đổi quá trình suy giảm chức năng phổi ở những bệnh nhân COPD tiếp tục hút thuốc, nhưng chúng làm giảm triệu chứng và cải thiện chức năng phổi trong thời gian ngắn ở một số bệnh nhân, tăng tác dụng của thuốc giãn phế quản và có thể làm giảm tần suất đợt cấp của COPD.",02_dieutri.txt
33,Corticosteroid đường toàn thân,Drug,C4053960,,Điều trị,COPD giai đoạn ổn định,DiseaseSubtype,Chưa có,,Corticosteroid đường uống hoặc hệ thống thường không được sử dụng để điều trị COPD giai đoạn ổn định.,02_dieutri.txt
34,Corticosteroid đường uống hoặc hệ thống,DrugClass,C4053960,,Điều trị,COPD giai đoạn ổn định,DiseaseSubtype,Chưa có,,Corticosteroid đường uống hoặc hệ thống thường không được sử dụng để điều trị COPD giai đoạn ổn định.,02_dieutri.txt
35,Dinh dưỡng,Treatment,C0242739,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Tối ưu hóa việc sử dụng các biện pháp hỗ trợ (như dinh dưỡng, phục hồi chức năng hô hấp, tự tập thể dục).",02_dieutri.txt
36,Dinh dưỡng,Treatment,C0242739,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Tối ưu hóa việc sử dụng các biện pháp hỗ trợ (như dinh dưỡng, phục hồi chức năng hô hấp, tự tập thể dục).",02_dieutri.txt
37,Dinh dưỡng,Treatment,C0242739,,Điều trị,Hạn chế luồng khí,Sign,C0024117,,"Tối ưu hóa việc sử dụng các biện pháp hỗ trợ (như dinh dưỡng, phục hồi chức năng hô hấp, tự tập thể dục).",02_dieutri.txt
38,Erythromycin,Drug,C0014806,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Erythromycin có thể là một lựa chọn thay thế.,02_dieutri.txt
39,Erythromycin,Drug,C0014806,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Erythromycin có thể là một lựa chọn thay thế.,02_dieutri.txt
40,Erythromycin,Drug,C0014806,,Điều trị,Hạn chế luồng khí,Sign,C0024117,,Erythromycin có thể là một lựa chọn thay thế.,02_dieutri.txt
41,Erythromycin,Drug,C0014806,,Điều trị,Đợt cấp COPD,DiseaseSubtype,C0340044,,Erythromycin có thể là một lựa chọn thay thế.,02_dieutri.txt
42,GOLD,Guideline,Chưa có,,Phân loại thể bệnh,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Adapted from the Global Initiative for Chronic Obstructive Lung Disease (GOLD): Global Strategy for the Prevention, Diagnosis, and Management of COPD: 2024 report.",02_dieutri.txt
43,GOLD,Guideline,Chưa có,,Phân loại thể bệnh,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Adapted from the Global Initiative for Chronic Obstructive Lung Disease (GOLD): Global Strategy for the Prevention, Diagnosis, and Management of COPD: 2024 report.",02_dieutri.txt
44,GOLD,Guideline,Chưa có,,Phân loại thể bệnh,Hạn chế luồng khí,Sign,C0024117,,"Adapted from the Global Initiative for Chronic Obstructive Lung Disease (GOLD): Global Strategy for the Prevention, Diagnosis, and Management of COPD: 2024 report.",02_dieutri.txt
45,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Làm tăng nguy cơ mắc,Biến chứng hô hấp do cúm,Complication,Chưa có,,Nếu COPD làm tăng nguy cơ bị các biến chứng hô hấp do cúm,02_dieutri.txt
46,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Dẫn đến biến chứng,Suy dinh dưỡng,Complication,C0162429,,Bệnh nhân mắc COPD có nguy cơ sụt cân và thiếu hụt dinh dưỡng,02_dieutri.txt
47,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Dẫn đến biến chứng,Sụt cân,Complication,C1262477,,Bệnh nhân mắc COPD có nguy cơ sụt cân,02_dieutri.txt
48,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Dẫn đến biến chứng,Teo cơ,Complication,C0026846,,để ngăn ngừa hoặc đảo ngược tình trạng suy dinh dưỡng và teo cơ.,02_dieutri.txt
49,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Dẫn đến biến chứng,Thiếu hụt dinh dưỡng,Complication,C4761312,,Bệnh nhân mắc COPD có nguy cơ sụt cân và thiếu hụt dinh dưỡng,02_dieutri.txt
50,Hút thuốc lá,RiskFactor,C0453996,,Làm tăng nguy cơ mắc,Hạn chế luồng khí,Sign,C0024117,,Azithromycin được ưu tiên cho những người hút thuốc trước đây và ít hiệu quả hơn ở những người hút thuốc hiện tại.,02_dieutri.txt
51,Hạn chế luồng khí,Sign,C0024117,,Làm tăng nguy cơ mắc,Biến chứng hô hấp do cúm,Complication,Chưa có,,Nếu COPD làm tăng nguy cơ bị các biến chứng hô hấp do cúm,02_dieutri.txt
52,Hạn chế luồng khí,Sign,C0024117,,Dẫn đến biến chứng,Suy dinh dưỡng,Complication,C0162429,,Bệnh nhân mắc COPD có nguy cơ sụt cân và thiếu hụt dinh dưỡng,02_dieutri.txt
53,Hạn chế luồng khí,Sign,C0024117,,Dẫn đến biến chứng,Sụt cân,Complication,C1262477,,Bệnh nhân mắc COPD có nguy cơ sụt cân,02_dieutri.txt
54,Hạn chế luồng khí,Sign,C0024117,,Dẫn đến biến chứng,Teo cơ,Complication,C0026846,,để ngăn ngừa hoặc đảo ngược tình trạng suy dinh dưỡng và teo cơ.,02_dieutri.txt
55,Hạn chế luồng khí,Sign,C0024117,,Dẫn đến biến chứng,Thiếu hụt dinh dưỡng,Complication,C4761312,,Bệnh nhân mắc COPD có nguy cơ sụt cân và thiếu hụt dinh dưỡng,02_dieutri.txt
56,Hệ thống oxy lỏng,Treatment,Chưa có,,Điều trị,Thiếu oxy máu,Mechanism,C0700292,,Các hệ thống với các thiết bị này hiệu chỉnh sự thiếu oxy máu cũng như các thiết bị cung cấp dòng liên tục.,02_dieutri.txt
57,Indacaterol,Drug,C1722260,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
58,Indacaterol,Drug,C1722260,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
59,Indacaterol,Drug,C1722260,,Điều trị,Hạn chế luồng khí,Sign,C0024117,,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
60,Kháng cholinergic,DrugClass,C0242896,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Tần suất các đợt cấp có thể giảm với việc sử dụng thuốc kháng cholinergic, corticosteroid dạng hít, hoặc các thuốc chủ vận beta tác dụng kéo dài.",02_dieutri.txt
61,Kháng cholinergic,DrugClass,C0242896,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Tần suất các đợt cấp có thể giảm với việc sử dụng thuốc kháng cholinergic, corticosteroid dạng hít, hoặc các thuốc chủ vận beta tác dụng kéo dài.",02_dieutri.txt
62,Kháng cholinergic,DrugClass,C0242896,,Điều trị,Hạn chế luồng khí,Sign,C0024117,,"Tần suất các đợt cấp có thể giảm với việc sử dụng thuốc kháng cholinergic, corticosteroid dạng hít, hoặc các thuốc chủ vận beta tác dụng kéo dài.",02_dieutri.txt
63,Khí phế thũng,DiseaseSubtype,C0034067,,Gây tổn thương cơ quan,Phổi,Organ,C0024109,,phế thũng của phổi,02_dieutri.txt
64,Liệu pháp azithromycin kéo dài,Treatment,Chưa có,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Liệu pháp azithromycin kéo dài là một biện pháp bổ sung hiệu quả để ngăn ngừa đợt cấp của COPD,02_dieutri.txt
65,Liệu pháp azithromycin kéo dài,Treatment,Chưa có,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Liệu pháp azithromycin kéo dài là một biện pháp bổ sung hiệu quả để ngăn ngừa đợt cấp của COPD,02_dieutri.txt
66,Liệu pháp azithromycin kéo dài,Treatment,Chưa có,,Điều trị,Hạn chế luồng khí,Sign,C0024117,,Liệu pháp azithromycin kéo dài là một biện pháp bổ sung hiệu quả để ngăn ngừa đợt cấp của COPD,02_dieutri.txt
67,Liệu pháp azithromycin kéo dài,Treatment,Chưa có,,Điều trị,Đợt cấp COPD,DiseaseSubtype,C0340044,,Liệu pháp azithromycin kéo dài là một biện pháp bổ sung hiệu quả để ngăn ngừa đợt cấp của COPD,02_dieutri.txt
68,Liệu pháp oxy,Treatment,C3665674,,Điều trị,Hạn chế luồng khí,Sign,C0024117,,"Tất cả bệnh nhân COPD với PaO2 <= 68 mmHg ở mực nước biển, tăng Khí carbonic, thiếu máu đáng kể (Hemtocrit < 30), hoặc có bệnh tim mạch hoặc rối loạn mạch máu não đồng mắc nên sử dụng oxy bổ sung trong các chuyến bay dài và phải thông báo cho hãng hàng không khi đặt chỗ.",02_dieutri.txt
69,Liệu pháp oxy,Treatment,C3665674,,Điều trị,Tăng áp động mạch phổi,DiseaseSubtype,C2973725,,Điều trị như vậy ngăn ngừa sự tiến triển của tăng áp động mạch phổi,02_dieutri.txt
70,Liệu pháp oxy bổ sung,Treatment,C5962720,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Tất cả bệnh nhân COPD với PaO2 <= 68 mmHg ở mực nước biển, tăng Khí carbonic, thiếu máu đáng kể (Hemtocrit < 30), hoặc có bệnh tim mạch hoặc rối loạn mạch máu não đồng mắc nên sử dụng oxy bổ sung trong các chuyến bay dài",02_dieutri.txt
71,Liệu pháp oxy bổ sung,Treatment,C5962720,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Tất cả bệnh nhân COPD với PaO2 <= 68 mmHg ở mực nước biển, tăng Khí carbonic, thiếu máu đáng kể (Hemtocrit < 30), hoặc có bệnh tim mạch hoặc rối loạn mạch máu não đồng mắc nên sử dụng oxy bổ sung trong các chuyến bay dài",02_dieutri.txt
72,Liệu pháp oxy bổ sung,Treatment,C5962720,,Điều trị,Hạn chế luồng khí,Sign,C0024117,,"Tất cả bệnh nhân COPD với PaO2 <= 68 mmHg ở mực nước biển, tăng Khí carbonic, thiếu máu đáng kể (Hemtocrit < 30), hoặc có bệnh tim mạch hoặc rối loạn mạch máu não đồng mắc nên sử dụng oxy bổ sung trong các chuyến bay dài",02_dieutri.txt
73,Liệu pháp oxy dài hạn,Treatment,C0418996,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Liệu pháp oxy dài hạn giúp kéo dài sự sống ở bệnh nhân COPD,02_dieutri.txt
74,Liệu pháp oxy dài hạn,Treatment,C0418996,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Liệu pháp oxy dài hạn giúp kéo dài sự sống ở bệnh nhân COPD,02_dieutri.txt
75,Liệu pháp oxy dài hạn,Treatment,C0418996,,Điều trị,Hạn chế luồng khí,Sign,C0024117,,Liệu pháp oxy dài hạn giúp kéo dài sự sống ở bệnh nhân COPD,02_dieutri.txt
76,Liệu pháp oxy về đêm,Treatment,C4039961,,Điều trị,Tăng áp động mạch phổi,DiseaseSubtype,C2973725,,Điều trị như vậy ngăn ngừa sự tiến triển của tăng áp động mạch phổi,02_dieutri.txt
77,Liệu pháp thay thế nicotin,Treatment,C1278444,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Tỷ lệ cai thuốc nhìn chung thấp ở những bệnh nhân mắc COPD, ngay cả khi có những biện pháp can thiệp hiệu quả nhất, chẳng hạn như sử dụng bupropion phối hợp với thay thế nicotin hoặc chỉ sử dụng varenicline.",02_dieutri.txt
78,Liệu pháp thay thế nicotin,Treatment,C1278444,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Tỷ lệ cai thuốc nhìn chung thấp ở những bệnh nhân mắc COPD, ngay cả khi có những biện pháp can thiệp hiệu quả nhất, chẳng hạn như sử dụng bupropion phối hợp với thay thế nicotin hoặc chỉ sử dụng varenicline.",02_dieutri.txt
79,Liệu pháp thay thế nicotin,Treatment,C1278444,,Điều trị,Hạn chế luồng khí,Sign,C0024117,,"Tỷ lệ cai thuốc nhìn chung thấp ở những bệnh nhân mắc COPD, ngay cả khi có những biện pháp can thiệp hiệu quả nhất, chẳng hạn như sử dụng bupropion phối hợp với thay thế nicotin hoặc chỉ sử dụng varenicline.",02_dieutri.txt
80,Lung Health Study,Guideline,Chưa có,,Phân loại thể bệnh,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Dựa trên dữ liệu từ Scanlon PD et al: Smoking cessation and lung function in mild-to-moderate chronic obstructive pulmonary disease; the Lung Health Study.,02_dieutri.txt
81,Lung Health Study,Guideline,Chưa có,,Phân loại thể bệnh,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Dựa trên dữ liệu từ Scanlon PD et al: Smoking cessation and lung function in mild-to-moderate chronic obstructive pulmonary disease; the Lung Health Study.,02_dieutri.txt
82,Lung Health Study,Guideline,Chưa có,,Phân loại thể bệnh,Hạn chế luồng khí,Sign,C0024117,,Dựa trên dữ liệu từ Scanlon PD et al: Smoking cessation and lung function in mild-to-moderate chronic obstructive pulmonary disease; the Lung Health Study.,02_dieutri.txt
83,Lung Health Study (2000),Guideline,Chưa có,,Phân loại thể bệnh,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Dựa trên dữ liệu từ Scanlon PD et al: Smoking cessation and lung function in mild-to-moderate chronic obstructive pulmonary disease; the Lung Health Study.,02_dieutri.txt
84,Lung Health Study (2000),Guideline,Chưa có,,Phân loại thể bệnh,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Dựa trên dữ liệu từ Scanlon PD et al: Smoking cessation and lung function in mild-to-moderate chronic obstructive pulmonary disease; the Lung Health Study.,02_dieutri.txt
85,Lung Health Study (2000),Guideline,Chưa có,,Phân loại thể bệnh,Hạn chế luồng khí,Sign,C0024117,,Dựa trên dữ liệu từ Scanlon PD et al: Smoking cessation and lung function in mild-to-moderate chronic obstructive pulmonary disease; the Lung Health Study.,02_dieutri.txt
86,Máy chiết suất oxy điện tử,Treatment,Chưa có,,Điều trị,Thiếu oxy máu,Mechanism,C0700292,,Các hệ thống với các thiết bị này hiệu chỉnh sự thiếu oxy máu cũng như các thiết bị cung cấp dòng liên tục.,02_dieutri.txt
87,Máy khí dung,Treatment,C0027524,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Vì vậy, máy khí dung nên được dành riêng cho những người không thể phối hợp đồng thì xịt - hít với bình xịt định liều hoặc không thể hít đủ lực với bình hít bột khô.",02_dieutri.txt
88,Máy khí dung,Treatment,C0027524,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Vì vậy, máy khí dung nên được dành riêng cho những người không thể phối hợp đồng thì xịt - hít với bình xịt định liều hoặc không thể hít đủ lực với bình hít bột khô.",02_dieutri.txt
89,Máy khí dung,Treatment,C0027524,,Điều trị,Hạn chế luồng khí,Sign,C0024117,,"Vì vậy, máy khí dung nên được dành riêng cho những người không thể phối hợp đồng thì xịt - hít với bình xịt định liều hoặc không thể hít đủ lực với bình hít bột khô.",02_dieutri.txt
90,Máy tạo oxy di động,Treatment,C1618343,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Bệnh nhân nên thuê hoặc mua một máy tạo oxy di động để sử dụng trong quá trình di chuyển bằng máy bay,02_dieutri.txt
91,Máy tạo oxy di động,Treatment,C1618343,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Bệnh nhân nên thuê hoặc mua một máy tạo oxy di động để sử dụng trong quá trình di chuyển bằng máy bay,02_dieutri.txt
92,Máy tạo oxy di động,Treatment,C1618343,,Điều trị,Hạn chế luồng khí,Sign,C0024117,,Bệnh nhân nên thuê hoặc mua một máy tạo oxy di động để sử dụng trong quá trình di chuyển bằng máy bay,02_dieutri.txt
93,Nghiên cứu giấc ngủ,Test,C0162701,,Dùng để chẩn đoán,Tăng áp động mạch phổi,DiseaseSubtype,C2973725,,"Tương tự như vậy, một nghiên cứu về giấc ngủ cần phải được cân nhắc cho những bệnh nhân bị COPD tiến triển không đáp ứng các tiêu chuẩn cho liệu pháp oxy lâu dài khi họ thức nhưng đánh giá lâm sàng của họ cho thấy tăng áp động mạch phổi ở những bệnh nhân này khi không có tình trạng thiếu oxy máu vào ban ngày.",02_dieutri.txt
94,Olodaterol,Drug,C2934193,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
95,Olodaterol,Drug,C2934193,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
96,Olodaterol,Drug,C2934193,,Điều trị,Hạn chế luồng khí,Sign,C0024117,,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
97,Oxy bổ sung,Treatment,C4534306,,Điều trị,COPD rất nặng,DiseaseSubtype,Chưa có,,"Độ bão hòa oxy được theo dõi, và oxy bổ sung được cung cấp khi cần thiết.",02_dieutri.txt
98,PaO2 > 60 mm Hg,Measurement,Chưa có,Thông số: PaO2; Giá trị: >60 mm Hg,Xác định ngưỡng chẩn đoán cho,Thiếu oxy máu,Mechanism,C0700292,,Oxy được cung cấp qua ống thông mũi với tốc độ dòng đủ để đạt được PaO2 > 60 mm Hg,02_dieutri.txt
