source_name,source_type,source_cui,source_formatted_attributes,relation_type,target_name,target_type,target_cui,target_formatted_attributes,confidence,agreement_count,total_passes,evidence_span,source_document
Thuốc kháng cholinergic,DrugClass,C0242896,,TREATS,Hẹp đường dẫn khí,Mechanism,C0001883,,0.99,2,2,"Các thuốc chủ vận beta và thuốc kháng cholinergic, có hoặc không có corticosteroid, nên được bắt đầu đồng thời với liệu pháp oxy (bất kể cách dùng oxy) với mục đích làm giảm sự tắc nghẽn đường thở.",03_dieutridotcap.txt
Thuốc kháng cholinergic,DrugClass,C0242896,,TREATS,Tắc nghẽn đường thở,DiseaseSubtype,C0001883,,0.99,2,2,"Các thuốc chủ vận beta và thuốc kháng cholinergic, có hoặc không có corticosteroid, nên được bắt đầu đồng thời với liệu pháp oxy (bất kể cách dùng oxy) với mục đích làm giảm sự tắc nghẽn đường thở.",03_dieutridotcap.txt
Thông khí cơ học,Treatment,C0199470,,TREATS,Bệnh phổi tắc nghẽn mạn tính (COPD),Disease,C0024117,,0.9775,2,2,Những bệnh nhân có tình trạng xấu đi trong quá trình điều trị bằng oxy (ví dụ: những người bị nhiễm toan máu nặng hoặc suy nhược hệ thần kinh trung ương) cần được hỗ trợ thở máy.,03_dieutridotcap.txt
Thông khí cơ học,Treatment,C0199470,,TREATS,COPD nặng,DiseaseSubtype,C0730607,,0.99,2,2,"Đối với những bệnh nhân mắc COPD nặng, hãy chủ động giải quyết vấn đề chăm sóc cuối đời, bao gồm các ưu tiên về thở máy",03_dieutridotcap.txt
Thông khí cơ học,Treatment,C0199470,,TREATS,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,0.9775,2,2,Những bệnh nhân có tình trạng xấu đi trong quá trình điều trị bằng oxy (ví dụ: những người bị nhiễm toan máu nặng hoặc suy nhược hệ thần kinh trung ương) cần được hỗ trợ thở máy.,03_dieutridotcap.txt
Thông khí cơ học,Treatment,C0199470,,TREATS,Hạn chế luồng khí,Sign,C0024117,,0.9775,2,2,Những bệnh nhân có tình trạng xấu đi trong quá trình điều trị bằng oxy (ví dụ: những người bị nhiễm toan máu nặng hoặc suy nhược hệ thần kinh trung ương) cần được hỗ trợ thở máy.,03_dieutridotcap.txt
Thông khí cơ học,Treatment,C0199470,,TREATS,Suy hô hấp cấp,Disease,C0264490,,0.99,2,2,Dù quá lo lắng đến sự phụ thuộc của máy thở cũng không nên trì hoãn việc điều trị suy hô hấp cấp; nhiều bệnh nhân cần thông khí cơ học có thể trở lại tình trạng sức khỏe với mức như trước khi bị đợt cấp.,03_dieutridotcap.txt
Thông khí không xâm lấn (NIV),Treatment,C2349740,,TREATS,Tăng CO2 máu mạn tính nặng,DiseaseSubtype,,,0.99,3,2,"Ở những bệnh nhân bị tăng CO2 mạn tính nặng phải nhập viện vì đợt cấp, thông khí không xâm lấn về đêm làm giảm tình trạng tăng CO2 máu",03_dieutridotcap.txt
Thông khí không xâm lấn về đêm,Treatment,,,TREATS,Tăng CO2 mạn tính nặng,Disease,,,0.95,1,2,"Ở những bệnh nhân bị tăng CO2 mạn tính nặng phải nhập viện vì đợt cấp, thông khí không xâm lấn về đêm làm giảm tình trạng tăng CO2 máu",03_dieutridotcap.txt
Thông khí áp lực dương không xâm lấn,Treatment,C3164735,,TREATS,Đợt cấp hen suyễn nặng,Complication,C3872851,,0.99,2,2,"Thông khí không xâm lấn dường như làm giảm nhu cầu đặt nội khí quản, giảm thời gian nằm viện và giảm tỷ lệ tử vong ở những bệnh nhân bị đợt cấp nặng",03_dieutridotcap.txt
Thông khí áp lực dương không xâm lấn,Treatment,C3164735,,TREATS,Đợt cấp nặng,DiseaseSubtype,C3872851,,0.99,2,2,"Thông khí không xâm lấn dường như làm giảm nhu cầu đặt nội khí quản, giảm thời gian nằm viện và giảm tỷ lệ tử vong ở những bệnh nhân bị đợt cấp nặng",03_dieutridotcap.txt
Trimethoprim/sulfamethoxazole,Drug,C0041044,,TREATS,Đợt cấp,DiseaseSubtype,C2919376,,0.99,2,2,"Trimethoprim/sulfamethoxazole, amoxicillin hoặc doxycycline được cho dùng trong 7 ngày đến 14 ngày.",03_dieutridotcap.txt
Viêm phổi,Complication,C0032285,,CAUSES,Tăng CO2 máu,Mechanism,C0020440,,0.99,2,2,các yếu tố khác gây tăng CO2 máu (ví dụ: viêm phổi hoặc phù phổi).,03_dieutridotcap.txt
Viêm phổi,Complication,C0032285,,CAUSES,Tăng carbon dioxide,Disease,C0020440,,0.99,2,2,các yếu tố khác gây tăng CO2 máu (ví dụ: viêm phổi hoặc phù phổi).,03_dieutridotcap.txt
Xét nghiệm CRP,Test,C0201657,,DIAGNOSES,Đợt cấp,DiseaseSubtype,C2919376,,0.8,1,2,"Nếu có, xét nghiệm nồng độ protein phản ứng C (CRP) thấp có thể hướng dẫn bệnh nhân nào có thể tránh sử dụng kháng sinh.",03_dieutridotcap.txt
Xét nghiệm CRP,Test,C0201657,,DIAGNOSES,Đợt cấp bệnh phổi,Disease,,,0.85,1,2,"Nếu có, xét nghiệm nồng độ protein phản ứng C (CRP) thấp có thể hướng dẫn bệnh nhân nào có thể tránh sử dụng kháng sinh.",03_dieutridotcap.txt
"pH máu < 7,30",Measurement,,Thông số: pH máu; Giá trị: <7.3,DEFINES_THRESHOLD_FOR,Đợt cấp hen suyễn nặng,Complication,C3872851,,0.99,1,2,"đợt cấp nặng (được xác định là pH < 7,30 ở những bệnh nhân huyết động ổn định không có nguy cơ ngừng hô hấp ngay lập tức)",03_dieutridotcap.txt
"pH máu < 7,30",Measurement,,Thông số: pH máu; Giá trị: <7.3,DEFINES_THRESHOLD_FOR,Đợt cấp nặng,DiseaseSubtype,C3872851,,0.99,1,2,"đợt cấp nặng (được xác định là pH < 7,30 ở những bệnh nhân huyết động ổn định không có nguy cơ ngừng hô hấp ngay lập tức)",03_dieutridotcap.txt
"pH máu động mạch < 7,30",Measurement,,Thông số: pH máu động mạch; Giá trị: <7.3,DEFINES_THRESHOLD_FOR,Đợt cấp hen suyễn nặng,Complication,C3872851,,0.99,1,2,"đợt cấp nặng (được xác định là pH < 7,30 ở những bệnh nhân huyết động ổn định không có nguy cơ ngừng hô hấp ngay lập tức)",03_dieutridotcap.txt
"pH máu động mạch < 7,30",Measurement,,Thông số: pH máu động mạch; Giá trị: <7.3,DEFINES_THRESHOLD_FOR,Đợt cấp nặng,DiseaseSubtype,C3872851,,0.99,1,2,"đợt cấp nặng (được xác định là pH < 7,30 ở những bệnh nhân huyết động ổn định không có nguy cơ ngừng hô hấp ngay lập tức)",03_dieutridotcap.txt
Điều trị COPD giai đoạn ổn định,Treatment,,,TREATS,COPD giai đoạn ổn định,DiseaseSubtype,,,0.99,1,2,Xử trí bệnh phổi tắc nghẽn mạn tính (COPD) bao gồm điều trị bệnh mạn tính ổn định và điều trị đợt cấp.,03_dieutridotcap.txt
Điều trị COPD ổn định,Treatment,,,TREATS,COPD giai đoạn ổn định,DiseaseSubtype,,,0.99,1,2,Xử trí bệnh phổi tắc nghẽn mạn tính (COPD) bao gồm điều trị bệnh mạn tính ổn định và điều trị đợt cấp.,03_dieutridotcap.txt
Điều trị đợt cấp COPD,Treatment,,,TREATS,Đợt cấp COPD,DiseaseSubtype,C0340044,,0.99,2,2,Xử trí bệnh phổi tắc nghẽn mạn tính (COPD) bao gồm điều trị bệnh mạn tính ổn định và điều trị đợt cấp.,03_dieutridotcap.txt
Đợt cấp COPD,DiseaseSubtype,C0340044,,IS_SUBTYPE_OF,Hạn chế luồng khí,Sign,C0024117,,0.99,1,2,Xử trí bệnh phổi tắc nghẽn mạn tính (COPD) bao gồm điều trị bệnh mạn tính ổn định và điều trị đợt cấp.,03_dieutridotcap.txt
Đợt cấp của tăng CO2 mạn tính,DiseaseSubtype,C4303980,,IS_SUBTYPE_OF,Tăng CO2 mạn tính nặng,Disease,,,0.95,1,2,Ở những bệnh nhân bị tăng CO2 mạn tính nặng phải nhập viện vì đợt cấp,03_dieutridotcap.txt
