id,name,normalized_name,entity_type,umls_cui,umls_sty,formatted_attributes,attributes,source_document,created_at
DrugClass:thuốc cường beta-adrenergic tác dụng kéo dài,thuốc cường beta-adrenergic tác dụng kéo dài,Thuốc cường beta-adrenergic tác dụng kéo dài,DrugClass,,,,{},02_dieutri.txt,2026-08-21T16:40:42.368Z
DrugClass:thuốc cường beta-adrenergic tác dụng ngắn,thuốc cường beta-adrenergic tác dụng ngắn,Thuốc cường beta-adrenergic tác dụng ngắn,DrugClass,,,,{},02_dieutri.txt,2026-08-21T16:40:42.299Z
CUI:C0006280,thuốc giãn phế quản,Thuốc giãn phế quản,DrugClass,C0006280,Pharmacologic Substance,,{},02_dieutri.txt,2026-08-21T03:24:18.742Z
DrugClass:thuốc kháng cholinergic tác dụng kéo dài,thuốc kháng cholinergic có tác dụng kéo dài,Thuốc kháng cholinergic tác dụng kéo dài,DrugClass,,,,{},02_dieutri.txt,2026-08-21T16:40:42.451Z
CUI:C0003385,thuốc kháng cholinergic tác dụng kéo dài,LAMA,DrugClass,C0003385,Pharmacologic Substance,,{},02_dieutri.txt,2026-08-21T16:40:34.17Z
CUI:C3181806,thuốc ức chế endnuclease,Thuốc ức chế endonuclease,DrugClass,C3181806,"Amino Acid, Peptide, or Protein",,{},02_dieutri.txt,2026-08-21T16:40:38.748Z
CUI:C3541969,thuốc ức chế neuraminidase,Thuốc ức chế neuraminidase,DrugClass,C3541969,Pharmacologic Substance,,{},02_dieutri.txt,2026-08-21T16:40:38.55Z
Guideline:gold,GOLD,GOLD,Guideline,,Intellectual Product,,{},02_dieutri.txt,2026-08-21T16:40:31.907Z
Guideline:lung health study,Scanlon PD et al,Lung Health Study,Guideline,,,,{},02_dieutri.txt,2026-08-21T16:40:42.903Z
Guideline:lung health study (2000),"Scanlon PD et al: Smoking cessation and lung function in mild-to-moderate chronic obstructive pulmonary disease; the Lung Health Study. American Journal of Respiratory and Critical Care Medicine 161:381-390, 2000.",Lung Health Study (2000),Guideline,,,,{},02_dieutri.txt,2026-08-21T16:40:29.692Z
Guideline:điều trị copd bằng thuốc,Điều trị COPD bằng thuốc,Điều trị COPD bằng thuốc,Guideline,,,,{},02_dieutri.txt,2026-08-21T16:40:29.775Z
Measurement:tốc độ đi bộ tập luyện: 1.6 - 3.2 km/giờ,"1 đến 2 mph (1,6 đến 3,2 km/giờ)",Tốc độ đi bộ tập luyện: 1.6 - 3.2 km/giờ,Measurement,,,Thông số: Tốc độ đi bộ; min_value: 1.6; max_value: 3.2,"{""parameter"": ""Tốc độ đi bộ"", ""min_value"": 1.6, ""max_value"": 3.2, ""unit"": ""km/giờ""}",02_dieutri.txt,2026-08-21T16:40:44.229Z
Measurement:số liều lót cần thiết: 2 - 3 liều,2 đến 3 liều lót,Số liều lót cần thiết: 2 - 3 liều,Measurement,,,Thông số: Số liều lót; min_value: 2; max_value: 3,"{""parameter"": ""Số liều lót"", ""min_value"": 2, ""max_value"": 3, ""unit"": ""liều""}",02_dieutri.txt,2026-08-21T16:40:30.971Z
Measurement:tần suất tập thể dục: 3 - 4 lần/tuần,3 đến 4 lần/tuần,Tần suất tập thể dục: 3 - 4 lần/tuần,Measurement,,,Thông số: Tần suất tập thể dục; min_value: 3; max_value: 4,"{""parameter"": ""Tần suất tập thể dục"", ""min_value"": 3, ""max_value"": 4, ""unit"": ""lần/tuần""}",02_dieutri.txt,2026-08-21T16:40:44.501Z
Measurement:fev1 dự đoán: 20% - 40%,FEV1 (thể tích không khí thở ra mạnh trong giây đầu tiên sau khi hít hết hơi) 20% đến 40% so với dự đoán,FEV1 dự đoán: 20% - 40%,Measurement,,,Thông số: FEV1 so với dự đoán; min_value: 20; max_value: 40,"{""parameter"": ""FEV1 so với dự đoán"", ""min_value"": 20, ""max_value"": 40, ""unit"": ""%""}",02_dieutri.txt,2026-08-21T16:40:40.892Z
Measurement:fev1: 20% - 40% dự đoán,FEV1 (thể tích không khí thở ra mạnh trong giây đầu tiên sau khi hít hết hơi) 20% đến 40% so với dự đoán,FEV1: 20% - 40% dự đoán,Measurement,,,Thông số: FEV1; min_value: 20; max_value: 40,"{""parameter"": ""FEV1"", ""min_value"": 20, ""max_value"": 40, ""unit"": ""% dự đoán""}",02_dieutri.txt,2026-08-21T16:40:41.104Z
Measurement:fev1 < 50%,FEV1 < 50%,FEV1 < 50%,Measurement,,,Thông số: FEV1; Giá trị: <50 %,"{""parameter"": ""FEV1"", ""value"": 50, ""unit"": ""%"", ""operator"": ""<""}",02_dieutri.txt,2026-08-21T16:40:31.676Z
Measurement:fev1 < 25% dự đoán,FEV1 <25% dự đoán,FEV1 < 25% dự đoán,Measurement,,,Thông số: FEV1; Giá trị: <25 %,"{""parameter"": ""FEV1"", ""operator"": ""<"", ""value"": 25, ""unit"": ""%""}",02_dieutri.txt,2026-08-21T16:40:41.975Z
Measurement:dlco < 40% dự đoán,Giảm đáng kể DLCO (< 40% dự đoán),DLCO < 40% dự đoán,Measurement,,,Thông số: DLCO; Giá trị: <40 % dự đoán,"{""parameter"": ""DLCO"", ""operator"": ""<"", ""value"": 40, ""unit"": ""% dự đoán""}",02_dieutri.txt,2026-08-21T16:40:41.521Z
Measurement:hemtocrit < 30%,Hemtocrit < 30,Hemtocrit < 30%,Measurement,,,Thông số: Hemtocrit; Giá trị: <30 %,"{""parameter"": ""Hemtocrit"", ""value"": 30, ""unit"": ""%"", ""operator"": ""<""}",02_dieutri.txt,2026-08-21T16:40:36.994Z
Measurement:chỉ số hematocrit < 30,Hemtocrit < 30,Chỉ số Hematocrit < 30,Measurement,,,Thông số: Hematocrit; Giá trị: <30 %,"{""parameter"": ""Hematocrit"", ""value"": 30, ""operator"": ""<"", ""unit"": ""%""}",02_dieutri.txt,2026-08-21T16:40:37.253Z
Measurement:hematocrit < 30%,Hemtocrit < 30,Hematocrit < 30%,Measurement,,,Thông số: Hematocrit; Giá trị: <30 %,"{""parameter"": ""Hematocrit"", ""value"": 30, ""unit"": ""%"", ""operator"": ""<""}",02_dieutri.txt,2026-08-21T16:40:43.808Z
Measurement:pao2 <= 55 mm hg,PaO2 <= 55 mm Hg,PaO2 <= 55 mm Hg,Measurement,,,Thông số: PaO2; Giá trị: <=55 mm Hg,"{""parameter"": ""PaO2"", ""value"": 55, ""unit"": ""mm Hg"", ""operator"": ""<=""}",02_dieutri.txt,2026-08-21T16:40:37.565Z
Measurement:pao2 mực nước biển <= 68 mmhg,PaO2 <= 68 mmHg,PaO2 mực nước biển <= 68 mmHg,Measurement,,,Thông số: PaO2 mực nước biển; Giá trị: <=68 mmHg,"{""parameter"": ""PaO2 mực nước biển"", ""value"": 68, ""unit"": ""mmHg"", ""operator"": ""<=""}",02_dieutri.txt,2026-08-21T16:40:36.92Z
Measurement:pao2 ở mực nước biển <= 68 mmhg,PaO2 <= 68 mmHg,PaO2 ở mực nước biển <= 68 mmHg,Measurement,,,Thông số: PaO2 ở mực nước biển; Giá trị: <=68 mmHg,"{""parameter"": ""PaO2 ở mực nước biển"", ""value"": 68, ""unit"": ""mmHg"", ""operator"": ""<=""}",02_dieutri.txt,2026-08-21T16:40:37.117Z
Measurement:pao2 tại mực nước biển <= 68 mmhg,PaO2 <= 68 mmHg,PaO2 tại mực nước biển <= 68 mmHg,Measurement,,,Thông số: PaO2 tại mực nước biển; Giá trị: <=68 mmHg,"{""parameter"": ""PaO2 tại mực nước biển"", ""value"": 68, ""unit"": ""mmHg"", ""operator"": ""<=""}",02_dieutri.txt,2026-08-21T16:40:43.745Z
Measurement:pao2 từ 55 đến 59 mm hg,PaO2 = 55 đến 59 mm Hg,PaO2 từ 55 đến 59 mm Hg,Measurement,,,Thông số: PaO2; min_value: 55; max_value: 59,"{""parameter"": ""PaO2"", ""min_value"": 55, ""max_value"": 59, ""unit"": ""mm Hg""}",02_dieutri.txt,2026-08-21T16:40:37.694Z
Measurement:pao2 > 60 mm hg,PaO2 > 60 mm Hg,PaO2 > 60 mm Hg,Measurement,,,Thông số: PaO2; Giá trị: >60 mm Hg,"{""parameter"": ""PaO2"", ""value"": 60, ""unit"": ""mm Hg"", ""operator"": "">""}",02_dieutri.txt,2026-08-21T16:40:37.883Z
Measurement:pao2 mực nước biển > 68 mmhg,PaO2 > 68 mm Hg,PaO2 mực nước biển > 68 mmHg,Measurement,,,Thông số: PaO2 mực nước biển; Giá trị: >68 mmHg,"{""parameter"": ""PaO2 mực nước biển"", ""value"": 68, ""unit"": ""mmHg"", ""operator"": "">""}",02_dieutri.txt,2026-08-21T16:40:36.859Z
Measurement:pao2 ở mực nước biển > 68 mmhg,PaO2 > 68 mm Hg,PaO2 ở mực nước biển > 68 mmHg,Measurement,,,Thông số: PaO2 ở mực nước biển; Giá trị: >68 mmHg,"{""parameter"": ""PaO2 ở mực nước biển"", ""value"": 68, ""unit"": ""mmHg"", ""operator"": "">""}",02_dieutri.txt,2026-08-21T16:40:37.057Z
Measurement:pao2 tại mực nước biển > 68 mmhg,PaO2 > 68 mm Hg,PaO2 tại mực nước biển > 68 mmHg,Measurement,,,Thông số: PaO2 tại mực nước biển; Giá trị: >68 mmHg,"{""parameter"": ""PaO2 tại mực nước biển"", ""value"": 68, ""unit"": ""mmHg"", ""operator"": "">""}",02_dieutri.txt,2026-08-21T16:40:43.684Z
Measurement:sao2 <= 88%,SaO2 <= 88%,SaO2 <= 88%,Measurement,,,Thông số: SaO2; Giá trị: <=88 %,"{""parameter"": ""SaO2"", ""value"": 88, ""unit"": ""%"", ""operator"": ""<=""}",02_dieutri.txt,2026-08-21T16:40:37.624Z
Measurement:sao2 <= 89%,SaO2 <= 89%,SaO2 <= 89%,Measurement,,,Thông số: SaO2; Giá trị: <=89 %,"{""parameter"": ""SaO2"", ""value"": 89, ""unit"": ""%"", ""operator"": ""<=""}",02_dieutri.txt,2026-08-21T16:40:37.763Z
Measurement:thời gian tập luyện tăng dần: 4 - 6 tuần,Thời gian và khối lượng tập thể dục tăng dần từ 4 đến 6 tuần,Thời gian tập luyện tăng dần: 4 - 6 tuần,Measurement,,,Thông số: Thời gian tập luyện tăng dần; min_value: 4; max_value: 6,"{""parameter"": ""Thời gian tập luyện tăng dần"", ""min_value"": 4, ""max_value"": 6, ""unit"": ""tuần""}",02_dieutri.txt,2026-08-21T16:40:40.361Z
Measurement:thời gian và khối lượng tập thể dục tăng dần: 4 - 6 tuần,Thời gian và khối lượng tập thể dục tăng dần từ 4 đến 6 tuần,Thời gian và khối lượng tập thể dục tăng dần: 4 - 6 tuần,Measurement,,,Thông số: Thời gian và khối lượng tập thể dục tăng dần; min_value: 4; max_value: 6,"{""parameter"": ""Thời gian và khối lượng tập thể dục tăng dần"", ""min_value"": 4, ""max_value"": 6, ""unit"": ""tuần""}",02_dieutri.txt,2026-08-21T16:40:44.292Z
Measurement:liều azithromycin 250 mg/ngày,azithromycin 250 mg uống một lần/ngày,Liều azithromycin 250 mg/ngày,Measurement,,,Thông số: Liều azithromycin; Giá trị: 250 mg/ngày,"{""parameter"": ""Liều azithromycin"", ""value"": 250, ""unit"": ""mg/ngày""}",02_dieutri.txt,2026-08-21T16:40:43.562Z
Measurement:độ bão hòa oxy ban đêm <= 88%,bão hòa oxy <= 88%,Độ bão hòa oxy ban đêm <= 88%,Measurement,,,Thông số: Độ bão hòa oxy ban đêm; Giá trị: <=88 %,"{""parameter"": ""Độ bão hòa oxy ban đêm"", ""value"": 88, ""unit"": ""%"", ""operator"": ""<=""}",02_dieutri.txt,2026-08-21T16:40:36.654Z
Measurement:độ tuổi bệnh nhân: < 65 tuổi,bệnh nhân < 65 tuổi,Độ tuổi bệnh nhân: < 65 tuổi,Measurement,,,Thông số: Độ tuổi bệnh nhân; Giá trị: <65 tuổi,"{""parameter"": ""Độ tuổi bệnh nhân"", ""operator"": ""<"", ""value"": 65, ""unit"": ""tuổi""}",02_dieutri.txt,2026-08-21T16:40:41.915Z
Measurement:thời gian không sử dụng gần đây: 3 - 14 ngày,dao động từ 3 đến 14 ngày,Thời gian không sử dụng gần đây: 3 - 14 ngày,Measurement,,,Thông số: Thời gian không sử dụng gần đây; min_value: 3; max_value: 14,"{""parameter"": ""Thời gian không sử dụng gần đây"", ""min_value"": 3, ""max_value"": 14, ""unit"": ""ngày""}",02_dieutri.txt,2026-08-21T16:40:31.034Z
Measurement:dlco dự đoán: > 20%,khả năng khuếch tán carbon monoxide (DLCO) > 20% so với dự đoán,DLCO dự đoán: > 20%,Measurement,,,Thông số: DLCO so với dự đoán; Giá trị: >20 %; min_value: 20,"{""parameter"": ""DLCO so với dự đoán"", ""min_value"": 20, ""operator"": "">"", ""unit"": ""%"", ""value"": 20}",02_dieutri.txt,2026-08-21T16:40:40.98Z
Measurement:dlco > 20% dự đoán,khả năng khuếch tán carbon monoxide (DLCO) > 20% so với dự đoán,DLCO > 20% dự đoán,Measurement,,,Thông số: DLCO; Giá trị: >20 % dự đoán,"{""parameter"": ""DLCO"", ""operator"": "">"", ""value"": 20, ""unit"": ""% dự đoán""}",02_dieutri.txt,2026-08-21T16:40:41.164Z
