source_name,source_type,source_cui,source_formatted_attributes,relation_type,target_name,target_type,target_cui,target_formatted_attributes,confidence,agreement_count,total_passes,evidence_span,source_document
Bình xịt định liều,Treatment,C0993596,,TREATS,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,0.9,1,2,"Để điều trị tại nhà đối với bệnh mạn tính ổn định, sử dụng thuốc bằng ống hít định liều hoặc ống hít bột khô được ưu tiên hơn là dùng bằng máy khí dung",02_dieutri.txt
Bình xịt định liều,Treatment,C0993596,,TREATS,Hạn chế luồng khí,Sign,C0024117,,0.9,1,2,"Để điều trị tại nhà đối với bệnh mạn tính ổn định, sử dụng thuốc bằng ống hít định liều hoặc ống hít bột khô được ưu tiên hơn là dùng bằng máy khí dung",02_dieutri.txt
Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,INCREASES_RISK_OF,Biến chứng hô hấp do cúm,Complication,,,0.99,1,2,Nếu COPD làm tăng nguy cơ bị các biến chứng hô hấp do cúm,02_dieutri.txt
Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,LEADS_TO,Suy dinh dưỡng,Complication,C0162429,,0.95,1,2,Bệnh nhân mắc COPD có nguy cơ sụt cân và thiếu hụt dinh dưỡng,02_dieutri.txt
Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,LEADS_TO,Sụt cân,Complication,C1262477,,0.9,1,2,Bệnh nhân mắc COPD có nguy cơ sụt cân,02_dieutri.txt
Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,LEADS_TO,Teo cơ,Complication,C0026846,,0.9,1,2,để ngăn ngừa hoặc đảo ngược tình trạng suy dinh dưỡng và teo cơ.,02_dieutri.txt
Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,LEADS_TO,Thiếu hụt dinh dưỡng,Complication,C4761312,,0.9,1,2,Bệnh nhân mắc COPD có nguy cơ sụt cân và thiếu hụt dinh dưỡng,02_dieutri.txt
Bổ sung dinh dưỡng,Treatment,C0242295,,TREATS,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,0.8,1,2,Bổ sung dinh dưỡng nên được giới hạn ở những bệnh nhân bị thiếu dinh dưỡng,02_dieutri.txt
Bổ sung dinh dưỡng,Treatment,C0242295,,TREATS,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,0.8,1,2,Bổ sung dinh dưỡng nên được giới hạn ở những bệnh nhân bị thiếu dinh dưỡng,02_dieutri.txt
Bổ sung dinh dưỡng,Treatment,C0242295,,TREATS,Hạn chế luồng khí,Sign,C0024117,,0.8,1,2,Bổ sung dinh dưỡng nên được giới hạn ở những bệnh nhân bị thiếu dinh dưỡng,02_dieutri.txt
Canxi,Test,C0006675,,TREATS,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,0.8,1,2,"và có thể nên nhận bổ sung canxi, vitamin D và bisphosphonate theo chỉ định.",02_dieutri.txt
Canxi,Test,C0006675,,TREATS,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,0.8,1,2,"và có thể nên nhận bổ sung canxi, vitamin D và bisphosphonate theo chỉ định.",02_dieutri.txt
Canxi,Test,C0006675,,TREATS,Hạn chế luồng khí,Sign,C0024117,,0.8,1,2,"và có thể nên nhận bổ sung canxi, vitamin D và bisphosphonate theo chỉ định.",02_dieutri.txt
Chia nhỏ bữa ăn,Treatment,C0515109,,TREATS,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,0.7,1,2,Chia nhỏ bữa ăn có thể hữu ích.,02_dieutri.txt
Chia nhỏ bữa ăn,Treatment,C0515109,,TREATS,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,0.7,1,2,Chia nhỏ bữa ăn có thể hữu ích.,02_dieutri.txt
Chia nhỏ bữa ăn,Treatment,C0515109,,TREATS,Hạn chế luồng khí,Sign,C0024117,,0.7,1,2,Chia nhỏ bữa ăn có thể hữu ích.,02_dieutri.txt
Chế độ ăn uống cân bằng,Treatment,C0452410,,TREATS,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,0.8,1,2,đề nghị một chế độ ăn uống cân bằng với lượng calo thích hợp cùng với tập thể dục để ngăn ngừa hoặc đảo ngược tình trạng suy dinh dưỡng và teo cơ.,02_dieutri.txt
Chế độ ăn uống cân bằng,Treatment,C0452410,,TREATS,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,0.8,1,2,đề nghị một chế độ ăn uống cân bằng với lượng calo thích hợp cùng với tập thể dục để ngăn ngừa hoặc đảo ngược tình trạng suy dinh dưỡng và teo cơ.,02_dieutri.txt
Chế độ ăn uống cân bằng,Treatment,C0452410,,TREATS,Hạn chế luồng khí,Sign,C0024117,,0.8,1,2,đề nghị một chế độ ăn uống cân bằng với lượng calo thích hợp cùng với tập thể dục để ngăn ngừa hoặc đảo ngược tình trạng suy dinh dưỡng và teo cơ.,02_dieutri.txt
Chụp CT,Test,C0040405,,DIAGNOSES,Kén khí,DiseaseSubtype,C0241982,,0.9,1,2,Phim chụp X-quang ngực và chụp CT tuần tự là những thủ thuật hữu ích nhất để xác định xem tình trạng chức năng của bệnh nhân là do phổi còn sống bị chèn ép bởi kén khí hay do khí thũng toàn thể.,02_dieutri.txt
Corticosteroid dạng hít,DrugClass,C4020618,,CONTRAINDICATED_IN,Viêm phổi,Complication,C0032285,,0.99,2,2,Có thể cần giảm liều của liệu pháp corticosteroid dạng hít nếu bệnh nhân bị viêm phổi,02_dieutri.txt
Corticosteroid dạng hít,DrugClass,C4020618,,TREATS,Hạn chế luồng khí,Sign,C0024117,,0.99,3,2,"Thuốc này không làm thay đổi quá trình suy giảm chức năng phổi ở những bệnh nhân COPD tiếp tục hút thuốc, nhưng chúng làm giảm triệu chứng và cải thiện chức năng phổi trong thời gian ngắn ở một số bệnh nhân, tăng tác dụng của thuốc giãn phế quản và có thể làm giảm tần suất đợt cấp của COPD.",02_dieutri.txt
Corticosteroid đường toàn thân,Drug,C4053960,,TREATS,COPD giai đoạn ổn định,DiseaseSubtype,,,0.99,2,2,Corticosteroid đường uống hoặc hệ thống thường không được sử dụng để điều trị COPD giai đoạn ổn định.,02_dieutri.txt
Corticosteroid đường uống hoặc hệ thống,DrugClass,C4053960,,TREATS,COPD giai đoạn ổn định,DiseaseSubtype,,,0.99,2,2,Corticosteroid đường uống hoặc hệ thống thường không được sử dụng để điều trị COPD giai đoạn ổn định.,02_dieutri.txt
Dinh dưỡng,Treatment,C0242739,,TREATS,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,0.99,2,2,"Tối ưu hóa việc sử dụng các biện pháp hỗ trợ (như dinh dưỡng, phục hồi chức năng hô hấp, tự tập thể dục).",02_dieutri.txt
Dinh dưỡng,Treatment,C0242739,,TREATS,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,0.99,2,2,"Tối ưu hóa việc sử dụng các biện pháp hỗ trợ (như dinh dưỡng, phục hồi chức năng hô hấp, tự tập thể dục).",02_dieutri.txt
Dinh dưỡng,Treatment,C0242739,,TREATS,Hạn chế luồng khí,Sign,C0024117,,0.99,2,2,"Tối ưu hóa việc sử dụng các biện pháp hỗ trợ (như dinh dưỡng, phục hồi chức năng hô hấp, tự tập thể dục).",02_dieutri.txt
Erythromycin,Drug,C0014806,,TREATS,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,0.8,1,2,Erythromycin có thể là một lựa chọn thay thế.,02_dieutri.txt
Erythromycin,Drug,C0014806,,TREATS,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,0.8,1,2,Erythromycin có thể là một lựa chọn thay thế.,02_dieutri.txt
Erythromycin,Drug,C0014806,,TREATS,Hạn chế luồng khí,Sign,C0024117,,0.8,1,2,Erythromycin có thể là một lựa chọn thay thế.,02_dieutri.txt
Erythromycin,Drug,C0014806,,TREATS,Đợt cấp COPD,DiseaseSubtype,C0340044,,0.8,1,2,Erythromycin có thể là một lựa chọn thay thế.,02_dieutri.txt
GOLD,Guideline,,,CLASSIFIES,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,0.99,1,2,"Adapted from the Global Initiative for Chronic Obstructive Lung Disease (GOLD): Global Strategy for the Prevention, Diagnosis, and Management of COPD: 2024 report.",02_dieutri.txt
GOLD,Guideline,,,CLASSIFIES,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,0.99,1,2,"Adapted from the Global Initiative for Chronic Obstructive Lung Disease (GOLD): Global Strategy for the Prevention, Diagnosis, and Management of COPD: 2024 report.",02_dieutri.txt
GOLD,Guideline,,,CLASSIFIES,Hạn chế luồng khí,Sign,C0024117,,0.99,1,2,"Adapted from the Global Initiative for Chronic Obstructive Lung Disease (GOLD): Global Strategy for the Prevention, Diagnosis, and Management of COPD: 2024 report.",02_dieutri.txt
Giới hạn luồng không khí,DiseaseSubtype,C0024117,,INCREASES_RISK_OF,Biến chứng hô hấp do cúm,Complication,,,0.99,1,2,Nếu COPD làm tăng nguy cơ bị các biến chứng hô hấp do cúm,02_dieutri.txt
Giới hạn luồng không khí,DiseaseSubtype,C0024117,,LEADS_TO,Suy dinh dưỡng,Complication,C0162429,,0.95,1,2,Bệnh nhân mắc COPD có nguy cơ sụt cân và thiếu hụt dinh dưỡng,02_dieutri.txt
Giới hạn luồng không khí,DiseaseSubtype,C0024117,,LEADS_TO,Sụt cân,Complication,C1262477,,0.9,1,2,Bệnh nhân mắc COPD có nguy cơ sụt cân,02_dieutri.txt
Giới hạn luồng không khí,DiseaseSubtype,C0024117,,LEADS_TO,Teo cơ,Complication,C0026846,,0.9,1,2,để ngăn ngừa hoặc đảo ngược tình trạng suy dinh dưỡng và teo cơ.,02_dieutri.txt
Giới hạn luồng không khí,DiseaseSubtype,C0024117,,LEADS_TO,Thiếu hụt dinh dưỡng,Complication,C4761312,,0.9,1,2,Bệnh nhân mắc COPD có nguy cơ sụt cân và thiếu hụt dinh dưỡng,02_dieutri.txt
Hút thuốc lá,RiskFactor,C0453996,,INCREASES_RISK_OF,Hạn chế luồng khí,Sign,C0024117,,0.8,1,2,Azithromycin được ưu tiên cho những người hút thuốc trước đây và ít hiệu quả hơn ở những người hút thuốc hiện tại.,02_dieutri.txt
Hạn chế luồng khí,Sign,C0024117,,INCREASES_RISK_OF,Biến chứng hô hấp do cúm,Complication,,,0.99,1,2,Nếu COPD làm tăng nguy cơ bị các biến chứng hô hấp do cúm,02_dieutri.txt
Hạn chế luồng khí,Sign,C0024117,,LEADS_TO,Suy dinh dưỡng,Complication,C0162429,,0.95,1,2,Bệnh nhân mắc COPD có nguy cơ sụt cân và thiếu hụt dinh dưỡng,02_dieutri.txt
Hạn chế luồng khí,Sign,C0024117,,LEADS_TO,Sụt cân,Complication,C1262477,,0.9,1,2,Bệnh nhân mắc COPD có nguy cơ sụt cân,02_dieutri.txt
Hạn chế luồng khí,Sign,C0024117,,LEADS_TO,Teo cơ,Complication,C0026846,,0.9,1,2,để ngăn ngừa hoặc đảo ngược tình trạng suy dinh dưỡng và teo cơ.,02_dieutri.txt
Hạn chế luồng khí,Sign,C0024117,,LEADS_TO,Thiếu hụt dinh dưỡng,Complication,C4761312,,0.9,1,2,Bệnh nhân mắc COPD có nguy cơ sụt cân và thiếu hụt dinh dưỡng,02_dieutri.txt
Hệ thống oxy lỏng,Treatment,,,TREATS,Thiếu oxy máu,Mechanism,C0700292,,0.9,1,2,Các hệ thống với các thiết bị này hiệu chỉnh sự thiếu oxy máu cũng như các thiết bị cung cấp dòng liên tục.,02_dieutri.txt
Indacaterol,Drug,C1722260,,TREATS,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,0.95,1,2,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
Indacaterol,Drug,C1722260,,TREATS,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,0.95,1,2,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
Indacaterol,Drug,C1722260,,TREATS,Hạn chế luồng khí,Sign,C0024117,,0.95,1,2,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
Kháng cholinergic,DrugClass,C0242896,,TREATS,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,0.9,1,2,"Tần suất các đợt cấp có thể giảm với việc sử dụng thuốc kháng cholinergic, corticosteroid dạng hít, hoặc các thuốc chủ vận beta tác dụng kéo dài.",02_dieutri.txt
Kháng cholinergic,DrugClass,C0242896,,TREATS,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,0.9,1,2,"Tần suất các đợt cấp có thể giảm với việc sử dụng thuốc kháng cholinergic, corticosteroid dạng hít, hoặc các thuốc chủ vận beta tác dụng kéo dài.",02_dieutri.txt
Kháng cholinergic,DrugClass,C0242896,,TREATS,Hạn chế luồng khí,Sign,C0024117,,0.9,1,2,"Tần suất các đợt cấp có thể giảm với việc sử dụng thuốc kháng cholinergic, corticosteroid dạng hít, hoặc các thuốc chủ vận beta tác dụng kéo dài.",02_dieutri.txt
Khí phế thũng,DiseaseSubtype,C0034067,,AFFECTS_ORGAN,Phổi,Organ,C0024109,,0.99,2,2,phế thũng của phổi,02_dieutri.txt
Liệu pháp azithromycin kéo dài,Treatment,,,TREATS,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,0.99,1,2,Liệu pháp azithromycin kéo dài là một biện pháp bổ sung hiệu quả để ngăn ngừa đợt cấp của COPD,02_dieutri.txt
Liệu pháp azithromycin kéo dài,Treatment,,,TREATS,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,0.99,1,2,Liệu pháp azithromycin kéo dài là một biện pháp bổ sung hiệu quả để ngăn ngừa đợt cấp của COPD,02_dieutri.txt
Liệu pháp azithromycin kéo dài,Treatment,,,TREATS,Hạn chế luồng khí,Sign,C0024117,,0.99,1,2,Liệu pháp azithromycin kéo dài là một biện pháp bổ sung hiệu quả để ngăn ngừa đợt cấp của COPD,02_dieutri.txt
Liệu pháp azithromycin kéo dài,Treatment,,,TREATS,Đợt cấp COPD,DiseaseSubtype,C0340044,,0.99,1,2,Liệu pháp azithromycin kéo dài là một biện pháp bổ sung hiệu quả để ngăn ngừa đợt cấp của COPD,02_dieutri.txt
Liệu pháp oxy,Treatment,C3665674,,TREATS,Hạn chế luồng khí,Sign,C0024117,,0.99,2,2,"Tất cả bệnh nhân COPD với PaO2 <= 68 mmHg ở mực nước biển, tăng Khí carbonic, thiếu máu đáng kể (Hemtocrit < 30), hoặc có bệnh tim mạch hoặc rối loạn mạch máu não đồng mắc nên sử dụng oxy bổ sung trong các chuyến bay dài và phải thông báo cho hãng hàng không khi đặt chỗ.",02_dieutri.txt
Liệu pháp oxy,Treatment,C3665674,,TREATS,Tăng áp động mạch phổi,DiseaseSubtype,C2973725,,0.9,1,2,Điều trị như vậy ngăn ngừa sự tiến triển của tăng áp động mạch phổi,02_dieutri.txt
Liệu pháp oxy bổ sung,Treatment,C5962720,,TREATS,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,0.99,1,2,"Tất cả bệnh nhân COPD với PaO2 <= 68 mmHg ở mực nước biển, tăng Khí carbonic, thiếu máu đáng kể (Hemtocrit < 30), hoặc có bệnh tim mạch hoặc rối loạn mạch máu não đồng mắc nên sử dụng oxy bổ sung trong các chuyến bay dài",02_dieutri.txt
Liệu pháp oxy bổ sung,Treatment,C5962720,,TREATS,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,0.99,1,2,"Tất cả bệnh nhân COPD với PaO2 <= 68 mmHg ở mực nước biển, tăng Khí carbonic, thiếu máu đáng kể (Hemtocrit < 30), hoặc có bệnh tim mạch hoặc rối loạn mạch máu não đồng mắc nên sử dụng oxy bổ sung trong các chuyến bay dài",02_dieutri.txt
Liệu pháp oxy bổ sung,Treatment,C5962720,,TREATS,Hạn chế luồng khí,Sign,C0024117,,0.99,1,2,"Tất cả bệnh nhân COPD với PaO2 <= 68 mmHg ở mực nước biển, tăng Khí carbonic, thiếu máu đáng kể (Hemtocrit < 30), hoặc có bệnh tim mạch hoặc rối loạn mạch máu não đồng mắc nên sử dụng oxy bổ sung trong các chuyến bay dài",02_dieutri.txt
Liệu pháp oxy dài hạn,Treatment,C0418996,,TREATS,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,0.99,1,2,Liệu pháp oxy dài hạn giúp kéo dài sự sống ở bệnh nhân COPD,02_dieutri.txt
Liệu pháp oxy dài hạn,Treatment,C0418996,,TREATS,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,0.99,1,2,Liệu pháp oxy dài hạn giúp kéo dài sự sống ở bệnh nhân COPD,02_dieutri.txt
Liệu pháp oxy dài hạn,Treatment,C0418996,,TREATS,Hạn chế luồng khí,Sign,C0024117,,0.99,1,2,Liệu pháp oxy dài hạn giúp kéo dài sự sống ở bệnh nhân COPD,02_dieutri.txt
Liệu pháp oxy về đêm,Treatment,C4039961,,TREATS,Tăng áp động mạch phổi,DiseaseSubtype,C2973725,,0.9,1,2,Điều trị như vậy ngăn ngừa sự tiến triển của tăng áp động mạch phổi,02_dieutri.txt
Liệu pháp thay thế nicotin,Treatment,C1278444,,TREATS,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,0.9,1,2,"Tỷ lệ cai thuốc nhìn chung thấp ở những bệnh nhân mắc COPD, ngay cả khi có những biện pháp can thiệp hiệu quả nhất, chẳng hạn như sử dụng bupropion phối hợp với thay thế nicotin hoặc chỉ sử dụng varenicline.",02_dieutri.txt
Liệu pháp thay thế nicotin,Treatment,C1278444,,TREATS,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,0.9,1,2,"Tỷ lệ cai thuốc nhìn chung thấp ở những bệnh nhân mắc COPD, ngay cả khi có những biện pháp can thiệp hiệu quả nhất, chẳng hạn như sử dụng bupropion phối hợp với thay thế nicotin hoặc chỉ sử dụng varenicline.",02_dieutri.txt
Liệu pháp thay thế nicotin,Treatment,C1278444,,TREATS,Hạn chế luồng khí,Sign,C0024117,,0.9,1,2,"Tỷ lệ cai thuốc nhìn chung thấp ở những bệnh nhân mắc COPD, ngay cả khi có những biện pháp can thiệp hiệu quả nhất, chẳng hạn như sử dụng bupropion phối hợp với thay thế nicotin hoặc chỉ sử dụng varenicline.",02_dieutri.txt
Lung Health Study,Guideline,,,CLASSIFIES,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,0.95,1,2,Dựa trên dữ liệu từ Scanlon PD et al: Smoking cessation and lung function in mild-to-moderate chronic obstructive pulmonary disease; the Lung Health Study.,02_dieutri.txt
Lung Health Study,Guideline,,,CLASSIFIES,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,0.95,1,2,Dựa trên dữ liệu từ Scanlon PD et al: Smoking cessation and lung function in mild-to-moderate chronic obstructive pulmonary disease; the Lung Health Study.,02_dieutri.txt
Lung Health Study,Guideline,,,CLASSIFIES,Hạn chế luồng khí,Sign,C0024117,,0.95,1,2,Dựa trên dữ liệu từ Scanlon PD et al: Smoking cessation and lung function in mild-to-moderate chronic obstructive pulmonary disease; the Lung Health Study.,02_dieutri.txt
Lung Health Study (2000),Guideline,,,CLASSIFIES,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,0.95,1,2,Dựa trên dữ liệu từ Scanlon PD et al: Smoking cessation and lung function in mild-to-moderate chronic obstructive pulmonary disease; the Lung Health Study.,02_dieutri.txt
Lung Health Study (2000),Guideline,,,CLASSIFIES,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,0.95,1,2,Dựa trên dữ liệu từ Scanlon PD et al: Smoking cessation and lung function in mild-to-moderate chronic obstructive pulmonary disease; the Lung Health Study.,02_dieutri.txt
Lung Health Study (2000),Guideline,,,CLASSIFIES,Hạn chế luồng khí,Sign,C0024117,,0.95,1,2,Dựa trên dữ liệu từ Scanlon PD et al: Smoking cessation and lung function in mild-to-moderate chronic obstructive pulmonary disease; the Lung Health Study.,02_dieutri.txt
Máy chiết suất oxy điện tử,Treatment,,,TREATS,Thiếu oxy máu,Mechanism,C0700292,,0.99,2,2,Các hệ thống với các thiết bị này hiệu chỉnh sự thiếu oxy máu cũng như các thiết bị cung cấp dòng liên tục.,02_dieutri.txt
Máy khí dung,Treatment,C0027524,,TREATS,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,0.8,1,2,"Vì vậy, máy khí dung nên được dành riêng cho những người không thể phối hợp đồng thì xịt - hít với bình xịt định liều hoặc không thể hít đủ lực với bình hít bột khô.",02_dieutri.txt
Máy khí dung,Treatment,C0027524,,TREATS,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,0.8,1,2,"Vì vậy, máy khí dung nên được dành riêng cho những người không thể phối hợp đồng thì xịt - hít với bình xịt định liều hoặc không thể hít đủ lực với bình hít bột khô.",02_dieutri.txt
Máy khí dung,Treatment,C0027524,,TREATS,Hạn chế luồng khí,Sign,C0024117,,0.8,1,2,"Vì vậy, máy khí dung nên được dành riêng cho những người không thể phối hợp đồng thì xịt - hít với bình xịt định liều hoặc không thể hít đủ lực với bình hít bột khô.",02_dieutri.txt
Máy tạo oxy di động,Treatment,C1618343,,TREATS,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,0.99,2,2,Bệnh nhân nên thuê hoặc mua một máy tạo oxy di động để sử dụng trong quá trình di chuyển bằng máy bay,02_dieutri.txt
Máy tạo oxy di động,Treatment,C1618343,,TREATS,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,0.99,2,2,Bệnh nhân nên thuê hoặc mua một máy tạo oxy di động để sử dụng trong quá trình di chuyển bằng máy bay,02_dieutri.txt
Máy tạo oxy di động,Treatment,C1618343,,TREATS,Hạn chế luồng khí,Sign,C0024117,,0.99,2,2,Bệnh nhân nên thuê hoặc mua một máy tạo oxy di động để sử dụng trong quá trình di chuyển bằng máy bay,02_dieutri.txt
Nghiên cứu giấc ngủ,Test,C0162701,,DIAGNOSES,Tăng áp động mạch phổi,DiseaseSubtype,C2973725,,0.99,2,2,"Tương tự như vậy, một nghiên cứu về giấc ngủ cần phải được cân nhắc cho những bệnh nhân bị COPD tiến triển không đáp ứng các tiêu chuẩn cho liệu pháp oxy lâu dài khi họ thức nhưng đánh giá lâm sàng của họ cho thấy tăng áp động mạch phổi ở những bệnh nhân này khi không có tình trạng thiếu oxy máu vào ban ngày.",02_dieutri.txt
Olodaterol,Drug,C2934193,,TREATS,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,0.95,1,2,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
Olodaterol,Drug,C2934193,,TREATS,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,0.95,1,2,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
Olodaterol,Drug,C2934193,,TREATS,Hạn chế luồng khí,Sign,C0024117,,0.95,1,2,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
Oxy bổ sung,Treatment,C4534306,,TREATS,COPD rất nặng,DiseaseSubtype,,,0.9,1,2,"Độ bão hòa oxy được theo dõi, và oxy bổ sung được cung cấp khi cần thiết.",02_dieutri.txt
