id,name,normalized_name,entity_type,umls_cui,umls_sty,formatted_attributes,attributes,source_document,created_at
CUI:C0017086,hoại thư,Hoại thư,Complication,C0017086,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:59:01.188Z
CUI:C0020651,hạ huyết áp tư thế,Hạ huyết áp tư thế,Complication,C0020651,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:58:59.381Z
CUI:C0342317,hạ đường huyết không nhận biết,Hạ đường huyết không nhận biết,Complication,C0342317,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:59:10.355Z
CUI:C0342316,hạ đường huyết nặng,Severe Hypoglycemia,Complication,C0342316,Pathologic Function,,{},01_daithaoduong.txt,2026-08-20T15:59:10.168Z
CUI:C0085119,loét,Loét bàn chân,Complication,C0085119,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:59:06.851Z
CUI:C0041582,loét,Loét,Complication,C0041582,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:58:55.05Z
CUI:C0011175,mất nước,Mất nước,Complication,C0011175,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:58:59.436Z
CUI:C0001125,nhiễm toan lactic,Nhiễm toan lactic,Complication,C0001125,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:59:14.228Z
CUI:C0026946,nhiễm trùng do nấm,Nhiễm trùng do nấm,Complication,C0026946,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:58:55.65Z
CUI:C0004623,nhiễm trùng do vi khuẩn,Nhiễm trùng do vi khuẩn,Complication,C0004623,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:58:55.59Z
CUI:C0027051,nhồi máu cơ tim,Nhồi máu cơ tim,Complication,C0027051,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:59:03.212Z
CUI:C0011880,toan ceton,Toan ceton,Complication,C0011880,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:58:59.495Z
CUI:C3888846,tăng đường huyết tăng áp lực thẩm thấu,Tăng áp lực thẩm thấu do tăng đường huyết,Complication,C3888846,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:59:19.275Z
CUI:C1306577,tử vong,Tử vong,Complication,C1306577,Finding,,{},01_daithaoduong.txt,2026-08-20T15:59:14.653Z
CUI:C0029443,viêm tủy xương,Viêm tủy xương,Complication,C0029443,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:59:07.394Z
Complication:viêm đảo tụy,viêm đảo tụy,Viêm đảo tụy,Complication,,,,{},01_daithaoduong.txt,2026-08-20T15:58:56.431Z
CUI:C0038454,đột quỵ,Đột quỵ,Complication,C0038454,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T14:17:05.811Z
Disease:bệnh mạch máu lớn,Bệnh mạch máu lớn,Bệnh mạch máu lớn,Disease,,,,{},01_daithaoduong.txt,2026-08-20T15:58:55.301Z
CUI:C0013473,Rối loạn ăn uống,Rối loạn ăn uống,Disease,C0013473,Mental or Behavioral Dysfunction,,{},01_daithaoduong.txt,2026-08-20T15:59:13.423Z
CUI:C0038410,Streptococcus pneumoniae,Streptococcus pneumoniae,Disease,C0038410,Bacterium,,{},01_daithaoduong.txt,2026-08-20T15:59:07.769Z
CUI:C0400966,bệnh gan nhiễm mỡ liên quan đến chuyển hóa,Bệnh gan nhiễm mỡ liên quan đến chuyển hóa,Disease,C0400966,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:59:03.578Z
CUI:C0002878,bệnh thiếu máu do tan máu,Thiếu máu tan máu,Disease,C0002878,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:59:10.568Z
CUI:C1561643,bệnh thận mạn tính,Bệnh thận mạn,Disease,C1561643,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:59:02.735Z
CUI:C0018799,bệnh tim,Bệnh tim,Disease,C0018799,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:59:14.968Z
CUI:C0007222,bệnh tim mạch,Bệnh tim mạch,Disease,C0007222,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T14:17:13.153Z
CUI:C0004153,bệnh tim mạch do xơ vữa động mạch,Bệnh tim mạch do xơ vữa động mạch,Disease,C0004153,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T14:17:05.956Z
CUI:C0011849,bệnh tiểu đường,Diabetes mellitus,Disease,C0011849,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T14:17:03.058Z
CUI:C0003892,khớp thần kinh,Khớp thần kinh (Charcot),Disease,C0003892,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:59:07.567Z
CUI:C0242339,rối loạn lipid máu,Rối loạn lipid máu,Disease,C0242339,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T14:17:09.499Z
Disease:rối loạn điều hòa glucose,rối loạn điều hòa glucose,Rối loạn điều hòa glucose,Disease,,,,{},01_daithaoduong.txt,2026-08-20T15:59:17.605Z
CUI:C0497327,sa sút trí tuệ,Sa sút trí tuệ,Disease,C0497327,Mental or Behavioral Dysfunction,,{},01_daithaoduong.txt,2026-08-20T15:59:08.863Z
CUI:C1565489,suy thận,Suy thận,Disease,C1565489,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T14:17:09.363Z
CUI:C0018801,suy tim,heart failure,Disease,C0018801,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:59:02.596Z
CUI:C0162316,thiếu máu do thiếu sắt,Thiếu máu thiếu sắt,Disease,C0162316,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:59:10.495Z
CUI:C0008049,thủy đậu,Thủy đậu,Disease,C0008049,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:59:07.985Z
CUI:C0362046,tiền tiểu đường,Tiền đái tháo đường,Disease,C0362046,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:59:06.208Z
CUI:C0020538,tăng huyết áp,Tăng huyết áp,Disease,C0020538,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T14:16:59.154Z
CUI:C0021400,vi rút cúm,Cúm,Disease,C0021400,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:59:07.863Z
CUI:C0019163,viêm gan B,Viêm gan B,Disease,C0019163,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:59:07.919Z
CUI:C3241937,viêm gan nhiễm mỡ liên quan đến chuyển hóa,Viêm gan nhiễm mỡ liên quan đến chuyển hóa,Disease,C3241937,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:59:03.638Z
CUI:C0023890,xơ gan,Xơ gan,Disease,C0023890,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:59:10.63Z
CUI:C3888631,Bệnh tiểu đường đơn nguyên,Bệnh tiểu đường đơn nguyên,DiseaseSubtype,C3888631,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:58:58.192Z
CUI:C0206064,Bệnh vi mạch,Bệnh vi mạch,DiseaseSubtype,C0206064,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:58:54.991Z
CUI:C5847614,Giai đoạn 1,Đái tháo đường loại 1 giai đoạn 1,DiseaseSubtype,C5847614,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:59:19.154Z
CUI:C5847615,Giai đoạn 2,Đái tháo đường loại 1 giai đoạn 2,DiseaseSubtype,C5847615,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:59:19.212Z
CUI:C0271650,Không dung nạp glucose,Không dung nạp glucose,DiseaseSubtype,C0271650,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:58:54.391Z
CUI:C0549206,Mang thai,Mang thai,DiseaseSubtype,C0549206,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:58:59.11Z
CUI:C4302025,Suy giảm điều hòa glucose,Suy giảm điều hòa glucose,DiseaseSubtype,C4302025,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:58:54.33Z
CUI:C0342303,Tăng đường huyết do căng thẳng,Tăng đường huyết do căng thẳng,DiseaseSubtype,C0342303,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:59:14.787Z
CUI:C0342276,bệnh tiểu đường khởi phát ở tuổi trưởng thành ở thanh niên,MODY,DiseaseSubtype,C0342276,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:58:58.309Z
CUI:C0011860,bệnh tiểu đường loại 2,Đái tháo đường loại 2,DiseaseSubtype,C0011860,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:58:56.039Z
CUI:C0085207,bệnh tiểu đường thai kỳ,Đái tháo đường thai kỳ,DiseaseSubtype,C0085207,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:58:59.187Z
CUI:C1739108,bệnh tiểu đường tự miễn tiềm ẩn ở tuổi trưởng thành (LADA),LADA,DiseaseSubtype,C1739108,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:58:55.967Z
CUI:C0158981,bệnh tiểu đường ở trẻ sơ sinh,Bệnh tiểu đường ở trẻ sơ sinh,DiseaseSubtype,C0158981,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:58:58.381Z
CUI:C0188602,cắt cụt ngón chân,Cắt cụt ngón chân,DiseaseSubtype,C0188602,Therapeutic or Preventive Procedure,,{},01_daithaoduong.txt,2026-08-20T15:59:06.925Z
DiseaseSubtype:giai đoạn trăng mật,giai đoạn trăng mật,Giai đoạn trăng mật,DiseaseSubtype,,,,{},01_daithaoduong.txt,2026-08-20T15:58:59.74Z
CUI:C0020615,hạ đường huyết,Hạ đường huyết,DiseaseSubtype,C0020615,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:59:04.308Z
CUI:C0406526,loét chân do bệnh lý thần kinh,Loét chân do bệnh lý thần kinh,DiseaseSubtype,C0406526,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:59:07.114Z
CUI:C1136179,ngón chân búa,Ngón chân búa,DiseaseSubtype,C1136179,Anatomical Abnormality,,{},01_daithaoduong.txt,2026-08-20T15:59:06.983Z
CUI:C1272092,nồng độ đường huyết lúc đói bị suy giảm,Rối loạn đường huyết lúc đói,DiseaseSubtype,C1272092,Finding,,{},01_daithaoduong.txt,2026-08-20T15:58:54.449Z
DiseaseSubtype:rối loạn chức năng tế bào beta,rối loạn chức năng tế bào beta,Rối loạn chức năng tế bào beta,DiseaseSubtype,,,,{},01_daithaoduong.txt,2026-08-20T15:58:57.615Z
CUI:C0011880,toan ceton do đái tháo đường (DKA),Toan ceton do đái tháo đường,DiseaseSubtype,C0011880,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:59:03.758Z
CUI:C3888846,trạng thái tăng đường huyết tăng áp lực thẩm thấu,Trạng thái tăng đường huyết tăng áp lực thẩm thấu,DiseaseSubtype,C3888846,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:58:59.936Z
CUI:C0020456,tăng đường huyết,Tăng đường huyết,DiseaseSubtype,C0020456,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:58:53.44Z
DiseaseSubtype:tắc động mạch lớn,tắc động mạch lớn,Tắc động mạch lớn,DiseaseSubtype,,,,{},01_daithaoduong.txt,2026-08-20T15:59:07.175Z
DiseaseSubtype:viêm khớp biến dạng khớp bàn ngón chân cái,viêm khớp biến dạng khớp bàn ngón chân cái,Viêm khớp biến dạng khớp bàn ngón chân cái,DiseaseSubtype,,,,{},01_daithaoduong.txt,2026-08-20T15:59:07.049Z
CUI:C0011854,đái tháo đường Loại 1,Đái tháo đường loại 1,DiseaseSubtype,C0011854,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:58:55.84Z
CUI:C0342302,đái tháo đường không ổn định,Đái tháo đường không ổn định,DiseaseSubtype,C0342302,Disease or Syndrome,,{},01_daithaoduong.txt,2026-08-20T15:59:11.481Z
CUI:C0032821,10 mEq (10 mmol) kali,Kali,Drug,C0032821,Pharmacologic Substance,amount: 10; dose: 10 mEq,"{""amount"": 10, ""unit"": ""mEq"", ""dose"": ""10 mEq""}",01_daithaoduong.txt,2026-08-20T15:59:15.814Z
CUI:C0003442,Antithymocyte globulin (ATG),Antithymocyte globulin,Drug,C0003442,Pharmacologic Substance,,{},01_daithaoduong.txt,2026-08-20T15:59:17.361Z
CUI:C2743673,Teplizumab,Teplizumab,Drug,C2743673,Pharmacologic Substance,,{},01_daithaoduong.txt,2026-08-20T15:59:17.118Z
CUI:C1619966,abatacept,Abatacept,Drug,C1619966,Pharmacologic Substance,,{},01_daithaoduong.txt,2026-08-20T15:59:17.49Z
CUI:C0004482,azathioprine,Azathioprine,Drug,C0004482,Pharmacologic Substance,,{},01_daithaoduong.txt,2026-08-20T15:59:17.25Z
CUI:C0010592,cyclosporine,Cyclosporine,Drug,C0010592,Pharmacologic Substance,,{},01_daithaoduong.txt,2026-08-20T15:59:17.305Z
CUI:C0537270,detemir,Detemir,Drug,C0537270,Pharmacologic Substance,,{},01_daithaoduong.txt,2026-08-20T15:59:14.432Z
CUI:C0017725,dung dịch dextrose,Dextrose,Drug,C0017725,Pharmacologic Substance,rate: 75-150 mL/giờ,"{""rate"": ""75-150 mL/giờ""}",01_daithaoduong.txt,2026-08-20T15:59:15.559Z
CUI:C0907402,glargine,Glargine,Drug,C0907402,Pharmacologic Substance,,{},01_daithaoduong.txt,2026-08-20T15:59:15.427Z
CUI:C0017710,glucocorticoid,Glucocorticoid,Drug,C0017710,Organic Chemical,,{},01_daithaoduong.txt,2026-08-20T15:58:58.715Z
CUI:C0356365,insulin tác dụng nhanh,Insulin tác dụng nhanh,Drug,C0356365,Pharmacologic Substance,,{},01_daithaoduong.txt,2026-08-20T15:59:13.815Z
CUI:C1456408,liraglutide,Liraglutide,Drug,C1456408,Pharmacologic Substance,dosage: 3 mg,"{""dosage"": ""3 mg""}",01_daithaoduong.txt,2026-08-20T15:59:05.914Z
CUI:C0025598,metformin,Metformin,Drug,C0025598,Pharmacologic Substance,,{},01_daithaoduong.txt,2026-08-20T15:59:02.372Z
CUI:C3858054,naltrexone/bupropion,Naltrexone/Bupropion,Drug,C3858054,Pharmacologic Substance,,{},01_daithaoduong.txt,2026-08-20T15:59:06.15Z
CUI:C0076275,orlistat,Orlistat,Drug,C0076275,Pharmacologic Substance,,{},01_daithaoduong.txt,2026-08-20T15:59:06.029Z
CUI:C3475162,phentermine/topiramate,Phentermine/Topiramate,Drug,C3475162,Pharmacologic Substance,,{},01_daithaoduong.txt,2026-08-20T15:59:06.092Z
CUI:C0071097,pioglitazone,pioglitazone,Drug,C0071097,Pharmacologic Substance,,{},01_daithaoduong.txt,2026-08-20T15:59:03.52Z
CUI:C3885068,semaglutide,Semaglutide,Drug,C3885068,Pharmacologic Substance,"dosage: 2,4 mg","{""dosage"": ""2,4 mg""}",01_daithaoduong.txt,2026-08-20T15:59:05.783Z
CUI:C5139934,tirzepatide,Tirzepatide,Drug,C5139934,Pharmacologic Substance,,{},01_daithaoduong.txt,2026-08-20T15:59:02.849Z
CUI:C0042523,verapamil,verapamil,Drug,C0042523,Pharmacologic Substance,,{},01_daithaoduong.txt,2026-08-20T15:59:17.546Z
CUI:C0001617,corticosteroid,Corticosteroid,DrugClass,C0001617,Pharmacologic Substance,,{},01_daithaoduong.txt,2026-08-20T15:58:59.996Z
CUI:C0304870,insulin tác dụng kéo dài,Insulin tác dụng kéo dài,DrugClass,C0304870,Pharmacologic Substance,,{},01_daithaoduong.txt,2026-08-20T15:59:15.37Z
CUI:C3539974,insulin tác dụng trung gian,Insulin tác dụng trung gian,DrugClass,C3539974,Pharmacologic Substance,,{},01_daithaoduong.txt,2026-08-20T15:59:15.313Z
CUI:C0003232,kháng sinh,Kháng sinh,DrugClass,C0003232,Antibiotic,,{},01_daithaoduong.txt,2026-08-20T15:59:07.319Z
CUI:C0360714,statin,Statin,DrugClass,C0360714,Pharmacologic Substance,,{},01_daithaoduong.txt,2026-08-20T15:59:01.973Z
CUI:C5691274,sulfonylureas,Sulfonylureas,DrugClass,C5691274,Pharmacologic Substance,,{},01_daithaoduong.txt,2026-08-20T15:59:13.956Z
CUI:C0001645,thuốc chẹn beta,Thuốc chẹn beta,DrugClass,C0001645,Pharmacologic Substance,,{},01_daithaoduong.txt,2026-08-20T15:58:58.799Z
DrugClass:thuốc ức chế hệ raas,thuốc chẹn hệ thống renin-angiotensin-aldosterone,Thuốc ức chế hệ RAAS,DrugClass,,,,{},01_daithaoduong.txt,2026-08-20T15:59:01.784Z
DrugClass:thuốc chống loạn thần không điển hình,thuốc chống loạn thần không điển hình,Thuốc chống loạn thần không điển hình,DrugClass,,,,{},01_daithaoduong.txt,2026-08-20T15:58:58.922Z
DrugClass:thuốc chủ vận incretin kép,thuốc chủ vận incretin kép,Thuốc chủ vận incretin kép,DrugClass,,,,{},01_daithaoduong.txt,2026-08-20T15:59:05.666Z
CUI:C0020616,thuốc gây hạ đường huyết,Thuốc gây hạ đường huyết,DrugClass,C0020616,Pharmacologic Substance,,{},01_daithaoduong.txt,2026-08-20T15:59:04.546Z
CUI:C0003364,thuốc hạ huyết áp,Thuốc hạ huyết áp,DrugClass,C0003364,Pharmacologic Substance,,{},01_daithaoduong.txt,2026-08-20T14:17:00.613Z
CUI:C5676266,thuốc hạ đường huyết không insulin,Thuốc hạ đường huyết không insulin,DrugClass,C5676266,Finding,,{},01_daithaoduong.txt,2026-08-20T15:59:02.295Z
CUI:C5817333,thuốc hạ đường huyết đường uống,Thuốc hạ đường huyết đường uống,DrugClass,C5817333,Finding,,{},01_daithaoduong.txt,2026-08-20T15:59:16.052Z
CUI:C0033978,thuốc tâm thần,Thuốc tâm thần,DrugClass,C0033978,Pharmacologic Substance,,{},01_daithaoduong.txt,2026-08-20T15:59:13.758Z
DrugClass:thuốc ức chế tnf-alpha,thuốc ức chế TNF-alpha,Thuốc ức chế TNF-alpha,DrugClass,,,,{},01_daithaoduong.txt,2026-08-20T15:59:17.417Z
CUI:C1562036,thuốc ức chế calcineurin,Thuốc ức chế calcineurin,DrugClass,C1562036,Pharmacologic Substance,,{},01_daithaoduong.txt,2026-08-20T15:58:59.052Z
CUI:C0003015,thuốc ức chế men chuyển angiotensin,Thuốc ức chế men chuyển,DrugClass,C0003015,Pharmacologic Substance,,{},01_daithaoduong.txt,2026-08-20T14:17:00.291Z
CUI:C0033607,thuốc ức chế protease,Thuốc ức chế protease,DrugClass,C0033607,Pharmacologic Substance,,{},01_daithaoduong.txt,2026-08-20T15:58:58.865Z
CUI:C0521942,thuốc ức chế thụ thể angiotensin II,Thuốc chẹn thụ thể angiotensin II,DrugClass,C0521942,Pharmacologic Substance,,{},01_daithaoduong.txt,2026-08-20T14:17:00.351Z
CUI:C0815017,thuốc ức chế thụ thể angiotensin II,Thuốc chẹn thụ thể angiotensin,DrugClass,C0815017,Pharmacologic Substance,,{},01_daithaoduong.txt,2026-08-20T14:17:15.975Z
CUI:C4684977,thuốc ức chế điểm kiểm soát miễn dịch,Thuốc ức chế điểm kiểm soát miễn dịch,DrugClass,C4684977,Pharmacologic Substance,,{},01_daithaoduong.txt,2026-08-20T15:58:58.996Z
Measurement:1.5-2.0%,1.5-2.0%,1.5-2.0%,Measurement,,,Thông số: Chỉ số 1.5-2.0%; value_range: 1.5-2.0,"{""value_range"": ""1.5-2.0"", ""unit"": ""%"", ""parameter"": ""Chỉ số 1.5-2.0%""}",01_daithaoduong.txt,2026-08-20T15:59:02.467Z
Measurement:150 phút/tuần,150 phút/tuần,150 phút/tuần,Measurement,,,Thông số: Chỉ số 150 phút/tuần; Giá trị: 150 phút/tuần,"{""value"": 150, ""unit"": ""phút/tuần"", ""parameter"": ""Chỉ số 150 phút/tuần""}",01_daithaoduong.txt,2026-08-20T15:59:05.018Z
"Measurement:2,4 mg","2,4 mg","2,4 mg",Measurement,,,"Thông số: Chỉ số 2,4 mg; Giá trị: 2.4 mg","{""value"": 2.4, ""unit"": ""mg"", ""parameter"": ""Chỉ số 2,4 mg""}",01_daithaoduong.txt,2026-08-20T15:59:05.855Z
Measurement:3 mg,3 mg,3 mg,Measurement,,,Thông số: Chỉ số 3 mg; Giá trị: 3 mg,"{""value"": 3, ""unit"": ""mg"", ""parameter"": ""Chỉ số 3 mg""}",01_daithaoduong.txt,2026-08-20T15:59:05.97Z
Measurement:thời gian sàng lọc biến chứng sau chẩn đoán đtđ type 1: 5 năm,5 năm,Thời gian sàng lọc biến chứng sau chẩn đoán ĐTĐ Type 1: 5 năm,Measurement,,,Thông số: Thời gian sàng lọc biến chứng sau chẩn đoán; Giá trị: 5 năm,"{""value"": 5, ""unit"": ""năm"", ""parameter"": ""Thời gian sàng lọc biến chứng sau chẩn đoán""}",01_daithaoduong.txt,2026-08-20T15:59:00.913Z
Measurement:5-14 mmol/l,5-14 mmol/L,5-14 mmol/L,Measurement,,,Thông số: Chỉ số 5-14 mmol/L; min: 5; max: 14,"{""min"": 5, ""max"": 14, ""unit"": ""mmol/L"", ""parameter"": ""Chỉ số 5-14 mmol/L""}",01_daithaoduong.txt,2026-08-20T15:59:05.137Z
Measurement:5-30 giây,5-30 giây,5-30 giây,Measurement,,,Thông số: Chỉ số 5-30 giây; min_time: 5; max_time: 30,"{""min_time"": 5, ""max_time"": 30, ""unit"": ""giây"", ""parameter"": ""Chỉ số 5-30 giây""}",01_daithaoduong.txt,2026-08-20T15:59:09.501Z
Measurement:5.5-11.1 mmol/l,5.5-11.1 mmol/L,5.5-11.1 mmol/L,Measurement,,,Thông số: Chỉ số 5.5-11.1 mmol/L; min_value: 5.5; max_value: 11.1,"{""min_value"": 5.5, ""max_value"": 11.1, ""unit"": ""mmol/L"", ""parameter"": ""Chỉ số 5.5-11.1 mmol/L""}",01_daithaoduong.txt,2026-08-20T15:59:21.688Z
Measurement:> 5 ngày,> 5 ngày,> 5 ngày,Measurement,,,Thông số: Chỉ số 5 ngày; Giá trị: > 5 ngày,"{""value"": ""> 5"", ""unit"": ""ngày"", ""parameter"": ""Chỉ số 5 ngày""}",01_daithaoduong.txt,2026-08-20T15:59:14.909Z
Measurement:> 70%,> 70%,> 70%,Measurement,,,Thông số: Chỉ số 70%; Giá trị: >70 %,"{""value"": 70, ""operator"": "">"", ""unit"": ""%"", ""parameter"": ""Chỉ số 70%""}",01_daithaoduong.txt,2026-08-20T15:59:09.739Z
Measurement:tỷ lệ mang gen nhạy cảm hla ở đtđ type 1: > 90%,> 90%,Tỷ lệ mang gen nhạy cảm HLA ở ĐTĐ Type 1: > 90%,Measurement,,,Thông số: Tỷ lệ mang gen nhạy cảm HLA; Giá trị: >90 %,"{""value"": 90, ""operator"": "">"", ""unit"": ""%"", ""parameter"": ""Tỷ lệ mang gen nhạy cảm HLA""}",01_daithaoduong.txt,2026-08-20T15:59:18.46Z
Measurement:>= 35 tuổi,>= 35 tuổi,>= 35 tuổi,Measurement,,,Thông số: Chỉ số 35 tuổi; age_threshold: >= 35,"{""age_threshold"": "">= 35"", ""unit"": ""tuổi"", ""parameter"": ""Chỉ số 35 tuổi""}",01_daithaoduong.txt,2026-08-20T15:59:16.918Z
Measurement:blood glucose >= 300 mg/dl,Blood glucose >= 300 mg/dL,Blood glucose >= 300 mg/dL,Measurement,,,Thông số: Chỉ số Blood glucose  300 mg/dL; Giá trị: >= 300 mg/dL,"{""value"": "">= 300"", ""unit"": ""mg/dL"", ""parameter"": ""Chỉ số Blood glucose  300 mg/dL""}",01_daithaoduong.txt,2026-08-20T15:59:04.054Z
