source_name,source_type,source_cui,source_formatted_attributes,relation_type,target_name,target_type,target_cui,target_formatted_attributes,confidence,agreement_count,total_passes,evidence_span,source_document
Suy giảm điều hòa glucose,DiseaseSubtype,C4302025,,INCREASES_RISK_OF,bệnh lý tim mạch,Complication,C0007222,,0.99,2,2,Yếu tố này có liên quan đến tăng nguy cơ mắc bệnh tim mạch,01_daithaoduong.txt
Suy giảm điều hòa glucose,DiseaseSubtype,C4302025,,INCREASES_RISK_OF,bệnh tim mạch,Disease,C0007222,,0.99,2,2,Yếu tố này có liên quan đến tăng nguy cơ mắc bệnh tim mạch,01_daithaoduong.txt
Sàng lọc đái tháo đường,Test,C0740213,,DIAGNOSES,bệnh tiểu đường,Disease,C0011849,,0.99,2,2,Sàng lọc đái tháo đường nên được tiến hành cho người có tăng nguy cơ.,01_daithaoduong.txt
Teplizumab,Drug,C2743673,,TREATS,đái tháo đường Loại 1,DiseaseSubtype,C0011854,,0.99,2,2,sử dụng teplizumab (liệu trình 14 ngày) so với giả dược dẫn đến sự chậm trễ trung bình là 24 tháng trong thời gian chẩn đoán bệnh tiểu đường loại 1,01_daithaoduong.txt
Thuốc chủ vận thụ thể peptide-1 giống glucagon (GLP1),DrugClass,C1562104,,TREATS,bệnh gan nhiễm mỡ liên quan đến chuyển hóa,Disease,C0400966,,0.99,2,2,Thuốc chủ vận thụ thể GLP-1 và pioglitazone có thể được sử dụng ở những bệnh nhân mắc bệnh gan nhiễm mỡ liên quan đến chuyển hóa,01_daithaoduong.txt
Thuốc chủ vận thụ thể peptide-1 giống glucagon (GLP1),DrugClass,C1562104,,TREATS,bệnh tim mạch do xơ vữa động mạch,Disease,C0004153,,0.99,1,2,"Ở những bệnh nhân mắc bệnh tim mạch do xơ vữa động mạch, thuốc ức chế kênh đồng vận natri/glucose 2 (SGLT2) hoặc thuốc chủ vận thụ thể GLP-1 có thể được khuyến nghị",01_daithaoduong.txt
Thuốc chủ vận thụ thể peptide-1 giống glucagon (GLP1),DrugClass,C1562104,,TREATS,bệnh tiểu đường,Disease,C0011849,,0.99,2,2,"Ở những người mắc bệnh tiểu đường và béo phì, bác sĩ nên kê đơn thuốc hạ đường huyết để thúc đẩy giảm cân (ví dụ: thuốc chủ vận thụ thể GLP1, thuốc ức chế SGLT-2 hoặc thuốc chủ vận incretin kép) hoặc thuốc có tác dụng trung tính về cân nặng (ví dụ: thuốc ức chế dipeptidyl peptidase-4, metformin), nếu có thể (để biết chi tiết, xem Thuốc điều trị bệnh tiểu đường).",01_daithaoduong.txt
Thuốc chủ vận thụ thể peptide-1 giống glucagon (GLP1),DrugClass,C1562104,,TREATS,bệnh tiểu đường loại 2,DiseaseSubtype,C0011860,,0.99,1,2,"Đối với bệnh tiểu đường loại 2, thuốc hạ đường huyết đường uống, thuốc tiêm không phải insulin như thuốc chủ vận thụ thể peptide-1 (GLP-1) giống glucagon",01_daithaoduong.txt
Thuốc chủ vận thụ thể peptide-1 giống glucagon (GLP1),DrugClass,C1562104,,TREATS,viêm gan nhiễm mỡ liên quan đến chuyển hóa,Disease,C3241937,,0.9,1,2,Thuốc chủ vận thụ thể GLP-1 và pioglitazone có thể được sử dụng ở những bệnh nhân mắc bệnh gan nhiễm mỡ liên quan đến chuyển hóa (trước đây là bệnh gan nhiễm mỡ không do rượu) hoặc viêm gan nhiễm mỡ liên quan đến chuyển hóa (trước đây là viêm gan nhiễm mỡ không do rượu).,01_daithaoduong.txt
Thuốc chủ vận thụ thể peptide-1 giống glucagon (GLP1),DrugClass,C1562104,,TREATS,xơ vữa động mạch,Mechanism,C0004153,,0.99,1,2,"Ở những bệnh nhân mắc bệnh tim mạch do xơ vữa động mạch, thuốc ức chế kênh đồng vận natri/glucose 2 (SGLT2) hoặc thuốc chủ vận thụ thể GLP-1 có thể được khuyến nghị",01_daithaoduong.txt
Tăng đường huyết do căng thẳng,DiseaseSubtype,C0342303,,LEADS_TO,tử vong,Complication,C1306577,,0.99,2,2,"Tăng đường huyết do căng thẳng như vậy có liên quan đến kết quả xấu, bao gồm tăng tỷ lệ tử vong.",01_daithaoduong.txt
Xét nghiệm HbA1C đầu ngón tại giường,Test,,,DIAGNOSES,bệnh tiểu đường,Disease,C0011849,,0.98,2,2,Xét nghiệm HbA1C đầu ngón tại giường không đủ chính xác để sử dụng cho chẩn đoán ban đầu về bệnh tiểu đường.,01_daithaoduong.txt
abatacept,Drug,C1619966,,TREATS,đái tháo đường Loại 1,DiseaseSubtype,C0011854,,0.99,3,2,"Antithymocyte globulin (ATG), thuốc ức chế TNF-alpha (yếu tố hoại tử khối u-alpha) và abatacept (CTLA-4-Ig) đã cho thấy một số hứa hẹn trong việc bảo tồn chức năng tế bào beta ở bệnh đái tháo đường loại 1 mới khởi phát",01_daithaoduong.txt
adipocytokine,Mechanism,C1955907,,MODIFIES,đề kháng insulin,Mechanism,C0021655,,0.85,1,2,"Mô mỡ cũng có chức năng như một cơ quan nội tiết, giải phóng nhiều yếu tố (adipocytokine) có lợi (adiponectin) và bất lợi (yếu tố hoại tử khối u-alpha, interleukin-6, leptin, resistin) ảnh hưởng đến quá trình chuyển hóa glucose.",01_daithaoduong.txt
anh chị em ruột và con cái của người mắc bệnh tiểu đường loại 1,RiskFactor,C0241889,,INCREASES_RISK_OF,đái tháo đường Loại 1,DiseaseSubtype,C0011854,,0.99,2,2,Những người có nguy cơ cao mắc bệnh tiểu đường loại 1 (ví dụ: anh chị em ruột và con cái của người mắc bệnh tiểu đường loại 1),01_daithaoduong.txt
axit béo tự do,Mechanism,C0015688,,UNDERLIES,đề kháng insulin,Mechanism,C0021655,,0.85,1,2,"Không có khả năng ức chế ly giải tổ chức mỡ làm tăng axit béo tự do huyết thanh, làm giảm kích thích vận chuyển glucose của insulin và hoạt động tổng hợp glucogen ở cơ.",01_daithaoduong.txt
azathioprine,Drug,C0004482,,TREATS,đái tháo đường Loại 1,DiseaseSubtype,C0011854,,0.99,4,2,"Các phương pháp điều trị khác nhắm vào đáp ứng viêm tự miễn, bao gồm azathioprine, corticosteroid và cyclosporine, giúp làm giảm bệnh tiểu đường loại 1 sớm ở một số bệnh nhân",01_daithaoduong.txt
biến chứng mạch máu,Complication,C0920165,,AFFECTS_ORGAN,mạch lớn (mạch máu lớn),Organ,C0225991,,0.99,2,2,"Nhiều năm kiểm soát tăng đường huyết kém dẫn tới nhiều biến chứng mạch máu, ảnh hưởng tới mạch máu nhỏ (vi mạch), mạch lớn (mạch máu lớn), hoặc cả hai.",01_daithaoduong.txt
biến chứng mạch máu,Complication,C0920165,,AFFECTS_ORGAN,mạch máu nhỏ (vi mạch),Organ,C0225988,,0.99,2,2,"Nhiều năm kiểm soát tăng đường huyết kém dẫn tới nhiều biến chứng mạch máu, ảnh hưởng tới mạch máu nhỏ (vi mạch), mạch lớn (mạch máu lớn), hoặc cả hai.",01_daithaoduong.txt
bài tập kiểm tra stress,Test,C0015260,,DIAGNOSES,bệnh lý tim mạch,Complication,C0007222,,0.99,2,2,Bệnh nhân đã biết hoặc nghi ngờ bệnh tim mạch có thể có lợi ích từ bài tập kiểm tra stress trước khi bắt đầu chương trình luyện tập.,01_daithaoduong.txt
bài tập kiểm tra stress,Test,C0015260,,DIAGNOSES,bệnh tim mạch,Disease,C0007222,,0.99,2,2,Bệnh nhân đã biết hoặc nghi ngờ bệnh tim mạch có thể có lợi ích từ bài tập kiểm tra stress trước khi bắt đầu chương trình luyện tập.,01_daithaoduong.txt
bài tập sức đề kháng,Treatment,C0872279,,TREATS,bệnh tiểu đường loại 2,DiseaseSubtype,C0011860,,0.99,2,2,Cả bài tập thể dục nhịp điệu và bài tập sức đề kháng đều đã được chứng minh là cải thiện việc kiểm soát đường huyết ở bệnh tiểu đường loại 2,01_daithaoduong.txt
bài tập thể dục nhịp điệu,Treatment,C0001701,,TREATS,bệnh tiểu đường loại 2,DiseaseSubtype,C0011860,,0.99,2,2,Cả bài tập thể dục nhịp điệu và bài tập sức đề kháng đều đã được chứng minh là cải thiện việc kiểm soát đường huyết ở bệnh tiểu đường loại 2,01_daithaoduong.txt
béo phì,RiskFactor,C0028754,,INCREASES_RISK_OF,bệnh tiểu đường loại 2,DiseaseSubtype,C0011860,,0.99,5,2,"Hầu hết trẻ em mắc bệnh tiểu đường loại 2 đều bị béo phì, vì vậy việc điều chỉnh lối sống là nền tảng của liệu pháp điều trị.",01_daithaoduong.txt
bơm insulin,Treatment,C3504188,,TREATS,đái tháo đường Loại 1,DiseaseSubtype,C0011854,,0.99,2,2,"Trẻ em với đái tháo đường loại 1 đòi hỏi bổ sung thay thế insulin sinh lí như người lớn, và phác đồ điều trị tương tự, gồm bơm insulin.",01_daithaoduong.txt
bơm insulin vòng kín,Treatment,,,TREATS,hạ đường huyết,DiseaseSubtype,C0020615,,0.8,1,2,liệu pháp bơm insulin vòng kín tăng cường cảm biến hoặc hỗn hợp là những công cụ hữu ích ở những người dao động giữa hạ đường huyết và tăng đường huyết.,01_daithaoduong.txt
bơm insulin vòng kín,Treatment,,,TREATS,tăng đường huyết,DiseaseSubtype,C0020456,,0.8,1,2,liệu pháp bơm insulin vòng kín tăng cường cảm biến hoặc hỗn hợp là những công cụ hữu ích ở những người dao động giữa hạ đường huyết và tăng đường huyết.,01_daithaoduong.txt
bắc cầu dạ dày,Treatment,,,TREATS,bệnh tiểu đường,Disease,C0011849,,0.95,1,2,"Điều trị béo phì bằng phẫu thuật, chẳng hạn như cắt vạt dạ dày hoặc bắc cầu dạ dày, cũng dẫn đến giảm cân và cải thiện việc kiểm soát glucose (không phụ thuộc vào giảm cân) và giảm nguy cơ tim mạch ở bệnh nhân đái tháo đường",01_daithaoduong.txt
bệnh Addison,Cause,C0001403,,CAUSES,đái tháo đường không ổn định,DiseaseSubtype,C0342302,,0.99,2,2,"Nguyên nhân khác khiến nồng độ glucose trong huyết tương không ổn định gồm nhiễm trùng, liệt dạ dày (dẫn tới rối loạn hấp thu carbonhydrate) và bệnh nội tiết (ví dụ, bệnh Addison).",01_daithaoduong.txt
bệnh huyết sắc tố,Cause,C0019045,,AFFECTS_ORGAN,tuyến tụy,Organ,C0030274,,0.99,2,2,"Các tình trạng ảnh hưởng đến tuyến tụy (ví dụ: bệnh xơ nang, viêm tụy, bệnh huyết sắc tố, cắt bỏ toàn thân)",01_daithaoduong.txt
bệnh tim mạch do xơ vữa động mạch,Disease,C0004153,,UNDERLIES,Bệnh mạch máu lớn,Disease,,,0.99,2,2,Bệnh mạch máu lớn liên quan xơ vữa động mạch của các mạch lớn,01_daithaoduong.txt
bệnh tiểu đường,Disease,C0011849,,LEADS_TO,albumin niệu,Complication,C0001925,prevalence: 6% đến 10%,0.99,2,2,"Yếu tố này có liên quan đến tăng nguy cơ mắc bệnh tim mạch, nhưng các biến chứng ở mạch máu nhỏ do tiểu đường điển hình không phổ biến lắm (albumin niệu và/hoặc bệnh võng mạc phát triển ở 6% đến 10% bệnh nhân).",01_daithaoduong.txt
bệnh tiểu đường,Disease,C0011849,,LEADS_TO,bệnh lý tim mạch,Complication,C0007222,,0.99,2,2,bệnh lý tim mạch là nguyên nhân hàng đầu gây tử vong ở bệnh nhân đái tháo đường.,01_daithaoduong.txt
bệnh tiểu đường,Disease,C0011849,,LEADS_TO,bệnh lý ở thận,Disease,C0022658,,0.99,2,2,"Biến chứng muộn gồm bệnh mạch máu, bệnh thần kinh ngoại vi, bệnh thận và dễ nhiễm khuẩn.",01_daithaoduong.txt
bệnh tiểu đường,Disease,C0011849,,LEADS_TO,bệnh mạch máu,Complication,C0042373,,0.99,2,2,Biến chứng muộn gồm bệnh mạch máu,01_daithaoduong.txt
bệnh tiểu đường,Disease,C0011849,,LEADS_TO,bệnh thần kinh,Complication,C0011882,,0.99,2,2,biến chứng của đái tháo đường như bệnh thần kinh,01_daithaoduong.txt
bệnh tiểu đường,Disease,C0011849,,LEADS_TO,bệnh thần kinh ngoại vi,Complication,C0031117,,0.99,2,2,"Biến chứng muộn gồm bệnh mạch máu, bệnh thần kinh ngoại vi, bệnh thận và dễ nhiễm khuẩn.",01_daithaoduong.txt
bệnh tiểu đường,Disease,C0011849,,LEADS_TO,bệnh thận,Complication,C0022658,,0.99,2,2,"Biến chứng muộn gồm bệnh mạch máu, bệnh thần kinh ngoại vi, bệnh thận và dễ nhiễm khuẩn.",01_daithaoduong.txt
bệnh tiểu đường,Disease,C0011849,,LEADS_TO,bệnh tim mạch,Disease,C0007222,,0.99,2,2,bệnh lý tim mạch là nguyên nhân hàng đầu gây tử vong ở bệnh nhân đái tháo đường.,01_daithaoduong.txt
bệnh tiểu đường,Disease,C0011849,,LEADS_TO,bệnh võng mạc,Complication,C0035309,prevalence: 6% đến 10%,0.99,2,2,"Yếu tố này có liên quan đến tăng nguy cơ mắc bệnh tim mạch, nhưng các biến chứng ở mạch máu nhỏ do tiểu đường điển hình không phổ biến lắm (albumin niệu và/hoặc bệnh võng mạc phát triển ở 6% đến 10% bệnh nhân).",01_daithaoduong.txt
bệnh tiểu đường,Disease,C0011849,,LEADS_TO,nhiễm trùng do nấm,Complication,C0026946,,0.99,2,2,Bệnh nhân đái tháo đường đặc biệt dễ bị nhiễm trùng do vi khuẩn và do nấm.,01_daithaoduong.txt
bệnh tiểu đường,Disease,C0011849,,LEADS_TO,nhiễm trùng do vi khuẩn,Complication,C0004623,,0.99,2,2,Bệnh nhân đái tháo đường đặc biệt dễ bị nhiễm trùng do vi khuẩn và do nấm.,01_daithaoduong.txt
bệnh tiểu đường loại 2,DiseaseSubtype,C0011860,,LEADS_TO,biến chứng của bệnh tiểu đường,Complication,C0342257,,0.99,2,2,"triệu chứng ban đầu là biến chứng của đái tháo đường, gợi ý bệnh đã xuất hiện được một thời gian.",01_daithaoduong.txt
bệnh tiểu đường thai kỳ,DiseaseSubtype,C0085207,,INCREASES_RISK_OF,bệnh tiểu đường,Disease,C0011849,,0.9,1,2,đặc biệt ở những bệnh nhân có nguy cơ mắc bệnh tiểu đường cao nhất (chỉ số khối cơ thể >= 35 hoặc có tiền sử tiểu đường thai kỳ),01_daithaoduong.txt
bệnh xơ nang,Cause,C0010674,,AFFECTS_ORGAN,tuyến tụy,Organ,C0030274,,0.99,2,2,"Các tình trạng ảnh hưởng đến tuyến tụy (ví dụ: bệnh xơ nang, viêm tụy, bệnh huyết sắc tố, cắt bỏ toàn thân)",01_daithaoduong.txt
can thiệp tâm lý xã hội,Treatment,C5392103,,TREATS,Rối loạn ăn uống,Disease,C0013473,,0.99,2,2,"Điều trị thường liên quan đến giám sát y tế chuyên sâu kết hợp với can thiệp tâm lý xã hội (ví dụ, cố vấn hoặc nhóm hỗ trợ), liệu pháp cá nhân hoặc gia đình và thuốc tâm thần khi được chỉ định.",01_daithaoduong.txt
carbonhydrate,Treatment,C0007004,,TREATS,hạ đường huyết,DiseaseSubtype,C0020615,,0.99,2,2,Bệnh nhân đã có tiền sử triệu chứng hạ đường huyết khi tập luyện nên được khuyên kiểm tra glucose máu và ăn carbonhydrate,01_daithaoduong.txt
"cholesterol lipoprotein mật độ cao [HDL] < 35 mg / dL [0,9 mmol / L]",Measurement,C5962348,Giá trị: < 35 mg/dL; alternative_value: 0.9; alternative_unit: mmol/L; alt_value: < 0.9; alt_unit: mmol/L,DEFINES_THRESHOLD_FOR,rối loạn lipid máu,Disease,C0242339,,0.99,2,2,"Rối loạn lipid máu (cholesterol lipoprotein mật độ cao [HDL] < 35 mg / dL [0,9 mmol / L] hoặc mức chất béo trung tính > 250 mg / dL [2,8 mmol / L])",01_daithaoduong.txt
chương trình giáo dục chính thức về bệnh tiểu đường,Treatment,C1532353,,TREATS,đái tháo đường Loại 1,DiseaseSubtype,C0011854,,0.99,2,2,"Các chương trình giáo dục chính thức về bệnh tiểu đường, thường được thực hiện bởi các y tá tiểu đường và chuyên gia dinh dưỡng, thường rất hiệu quả và đã được chứng minh là cải thiện kết quả của bệnh tiểu đường.",01_daithaoduong.txt
chế độ ăn kiêng,Treatment,C0012159,,TREATS,bệnh tiểu đường,Disease,C0011849,,0.99,2,2,"Điều trị bằng chế độ ăn kiêng, tập thể dục và dùng thuốc làm giảm lượng glucose, bao gồm insulin, thuốc hạ đường huyết đường uống và thuốc tiêm không chứa insulin.",01_daithaoduong.txt
chế độ ăn kiêng,Treatment,C0012159,,TREATS,bệnh tiểu đường loại 2,DiseaseSubtype,C0011860,,0.99,2,2,Một số bệnh nhân mắc bệnh tiểu đường loại 2 có thể tránh hoặc ngừng điều trị bằng thuốc nếu họ có thể duy trì nồng độ đường huyết chỉ bằng chế độ ăn kiêng và tập thể dục.,01_daithaoduong.txt
chế độ ăn kiêng và tập thể dục,Treatment,C0454378,,TREATS,bệnh tiểu đường loại 2,DiseaseSubtype,C0011860,,0.99,8,2,"Điều chỉnh chế độ ăn uống cho từng trường hợp có thể giúp bệnh nhân kiểm soát sự dao động của glucose và, đối với bệnh nhân đái tháo đường loại 2, giảm cân.",01_daithaoduong.txt
chỉ số khối cơ thể >= 35,Measurement,C1305855,Ngưỡng: 35,DEFINES_THRESHOLD_FOR,bệnh tiểu đường,Disease,C0011849,,0.9,1,2,"Thuốc này có thể được xem xét nếu chế độ ăn kiêng và lối sống không thành công, đặc biệt ở những bệnh nhân có nguy cơ mắc bệnh tiểu đường cao nhất (chỉ số khối cơ thể >= 35 hoặc có tiền sử tiểu đường thai kỳ) (7, 8).",01_daithaoduong.txt
chỉ số đo HbA1C đầu ngón tại giường,Test,,,DIAGNOSES,bệnh tiểu đường,Disease,C0011849,,0.99,2,2,"Không nên sử dụng các chỉ số đo HbA1C đầu ngón tại giường cho mục đích chẩn đoán, mặc dù các chỉ số này có thể được sử dụng để theo dõi việc kiểm soát bệnh tiểu đường.",01_daithaoduong.txt
corticosteroid,Drug,C0001617,,TREATS,đái tháo đường Loại 1,DiseaseSubtype,C0011854,,0.99,4,2,"Các phương pháp điều trị khác nhắm vào đáp ứng viêm tự miễn, bao gồm azathioprine, corticosteroid và cyclosporine, giúp làm giảm bệnh tiểu đường loại 1 sớm ở một số bệnh nhân",01_daithaoduong.txt
coxsackievirus,Cause,C0010247,,CAUSES,đái tháo đường Loại 1,DiseaseSubtype,C0011854,,0.9,1,2,"Một số loại vi rút (bao gồm coxsackievirus, vi rút rubella, cytomegalovirus, vi rút Epstein-Barr, SARS-CoV-2 (1, 2) và retrovirus) có liên quan đến khởi phát của bệnh tiểu đường loại 1.",01_daithaoduong.txt
cyclosporine,Drug,C0010592,,TREATS,đái tháo đường Loại 1,DiseaseSubtype,C0011854,,0.99,4,2,"Các phương pháp điều trị khác nhắm vào đáp ứng viêm tự miễn, bao gồm azathioprine, corticosteroid và cyclosporine, giúp làm giảm bệnh tiểu đường loại 1 sớm ở một số bệnh nhân",01_daithaoduong.txt
