STT,Thực thể nguồn (Source),Loại nguồn (Type),Mã CUI nguồn,Chỉ số nguồn (Attributes),Quan hệ lâm sàng (Relation),Thực thể đích (Target),Loại đích (Type),Mã CUI đích,Chỉ số đích (Attributes),Bằng chứng văn bản gốc (Evidence Span),Tài liệu nguồn
13,Chụp cộng hưởng từ,Test,C0024485,,Dùng để chẩn đoán,Bệnh mạch thận,Cause,C0020545,,"Nếu nghi ngờ tăng huyết áp do mạch thận, siêu âm, chụp cộng hưởng từ hoặc chụp CT mạch là những kiểm tra ban đầu không xâm lấn hợp lý.",04_tanghuyetapdobenhlymachthan.txt
14,Chụp cộng hưởng từ,Test,C0024485,,Dùng để chẩn đoán,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,"Nếu nghi ngờ tăng huyết áp do mạch thận, siêu âm, chụp cộng hưởng từ hoặc chụp CT mạch là những kiểm tra ban đầu không xâm lấn hợp lý.",04_tanghuyetapdobenhlymachthan.txt
15,Chụp cộng hưởng từ mạch,Test,C0243032,,Dùng để chẩn đoán,Bệnh mạch thận,Cause,C0020545,,"Chẩn đoán bằng cách khám thực thể và chẩn đoán hình ảnh thận bằng siêu âm doppler, chụp CT mạch máu hoặc chụp cộng hưởng từ mạch máu.",04_tanghuyetapdobenhlymachthan.txt
16,Chụp cộng hưởng từ mạch,Test,C0243032,,Dùng để chẩn đoán,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,"Chẩn đoán bằng cách khám thực thể và chẩn đoán hình ảnh thận bằng siêu âm doppler, chụp CT mạch máu hoặc chụp cộng hưởng từ mạch máu.",04_tanghuyetapdobenhlymachthan.txt
17,Diện tích lòng động mạch giảm >= 70%,Measurement,Chưa có,Thông số: Diện tích lòng động mạch; Giá trị: >=70 %,Ngưỡng có ý nghĩa lâm sàng gây tăng huyết áp trong,Bệnh mạch thận,Cause,C0020545,,Diện tích lòng động mạch phải giảm >= 70% và phải có sự chênh lệch đáng kể sau chỗ hẹp thì tình trạng hẹp mới có khả năng dẫn đến tăng huyết áp (BP).,04_tanghuyetapdobenhlymachthan.txt
18,Diện tích lòng động mạch giảm >= 70%,Measurement,Chưa có,Thông số: Diện tích lòng động mạch; Giá trị: >=70 %,Xác định ngưỡng chẩn đoán cho,Tăng huyết áp,Disease,C0020538,,Diện tích lòng động mạch phải giảm >= 70% và phải có sự chênh lệch đáng kể sau chỗ hẹp thì tình trạng hẹp mới có khả năng dẫn đến tăng huyết áp (BP).,04_tanghuyetapdobenhlymachthan.txt
19,Diện tích lòng động mạch giảm >= 70%,Measurement,Chưa có,Thông số: Diện tích lòng động mạch; Giá trị: >=70 %,Xác định ngưỡng chẩn đoán cho,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,Diện tích lòng động mạch phải giảm >= 70% và phải có sự chênh lệch đáng kể sau chỗ hẹp thì tình trạng hẹp mới có khả năng dẫn đến tăng huyết áp (BP).,04_tanghuyetapdobenhlymachthan.txt
20,Ghép thận tự thân,Treatment,C0194194,,Điều trị,Loạn sản xơ cơ động mạch thận,Disease,C0155761,,"Đôi khi những phẫu thuật bắc cầu này đòi hỏi những kĩ thuật vi mạch mà chỉ có thể thực hiện bên ngoài cơ thể, sau đó ghép thận tự thân.",04_tanghuyetapdobenhlymachthan.txt
21,Hoạt độ renin tĩnh mạch,Test,Chưa có,,Dùng để chẩn đoán,Hẹp động mạch thận 1 bên,DiseaseSubtype,Chưa có,,"Tuy nhiên, ở những bệnh nhân hẹp động mạch thận 1 bên, tỷ lệ hoạt tính của renin ở tĩnh mạch thận > 1,5 (bên động mạch hẹp so với bên không hẹp) thường là tiên lượng tốt cho việc tái thông mạch máu.",04_tanghuyetapdobenhlymachthan.txt
22,Hẹp hoặc tắc động mạch thận,Cause,Chưa có,stenosis_degree: > 70%,Là nguyên nhân gây ra,Tăng huyết áp,Disease,C0020538,,Hẹp (> 70%) hoặc tắc động mạch thận có thể gây tăng huyết áp,04_tanghuyetapdobenhlymachthan.txt
23,Hẹp hoặc tắc động mạch thận,Cause,Chưa có,stenosis_degree: > 70%,Là một phần của cơ chế,Kích thích giải phóng renin,Mechanism,Chưa có,,"Hẹp động mạch hay tắc động mạch thận chính, động mạch thận phụ, hoặc bất kỳ nhánh nào của chúng có thể gây tăng huyết áp qua cơ chế kích thích giải phóng renin từ phức hợp cạnh cầu thận.",04_tanghuyetapdobenhlymachthan.txt
24,Khám thực thể,Test,C0031809,,Dùng để chẩn đoán,Bệnh mạch thận,Cause,C0020545,,"Chẩn đoán bằng cách khám thực thể và chẩn đoán hình ảnh thận bằng siêu âm doppler, chụp CT mạch máu hoặc chụp cộng hưởng từ mạch máu.",04_tanghuyetapdobenhlymachthan.txt
25,Khám thực thể,Test,C0031809,,Dùng để chẩn đoán,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,"Chẩn đoán bằng cách khám thực thể và chẩn đoán hình ảnh thận bằng siêu âm doppler, chụp CT mạch máu hoặc chụp cộng hưởng từ mạch máu.",04_tanghuyetapdobenhlymachthan.txt
26,Kích thích giải phóng renin,Mechanism,Chưa có,,Là cơ chế sinh bệnh học của,Tăng huyết áp,Disease,C0020538,,"Hẹp động mạch hay tắc động mạch thận chính, động mạch thận phụ, hoặc bất kỳ nhánh nào của chúng có thể gây tăng huyết áp qua cơ chế kích thích giải phóng renin từ phức hợp cạnh cầu thận.",04_tanghuyetapdobenhlymachthan.txt
27,Kích thích giải phóng renin,Mechanism,Chưa có,,Là cơ chế sinh bệnh học của,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,"Hẹp động mạch hay tắc động mạch thận chính, động mạch thận phụ, hoặc bất kỳ nhánh nào của chúng có thể gây tăng huyết áp qua cơ chế kích thích giải phóng renin từ phức hợp cạnh cầu thận.",04_tanghuyetapdobenhlymachthan.txt
28,Nong mạch qua da,Treatment,C5942440,,Điều trị,Bệnh mạch thận,Cause,C0020545,,Điều trị bằng thuốc và đôi khi tái thông mạch máu bằng nong mạch qua da hoặc phẫu thuật.,04_tanghuyetapdobenhlymachthan.txt
29,Nong mạch qua da,Treatment,C5942440,,Điều trị,Loạn sản xơ cơ động mạch thận,Disease,C0155761,,"Đối với hầu hết bệnh nhân bị loạn sản xơ cơ động mạch thận, phương pháp nong mạch qua da (PTA) được khuyến nghị.",04_tanghuyetapdobenhlymachthan.txt
30,Nong mạch qua da,Treatment,C5942440,,Điều trị,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,Điều trị bằng thuốc và đôi khi tái thông mạch máu bằng nong mạch qua da hoặc phẫu thuật.,04_tanghuyetapdobenhlymachthan.txt
31,Phẫu thuật,Treatment,C0543467,,Điều trị,Bệnh mạch thận,Cause,C0020545,,Điều trị bằng thuốc và đôi khi tái thông mạch máu bằng nong mạch qua da hoặc phẫu thuật.,04_tanghuyetapdobenhlymachthan.txt
32,Phẫu thuật,Treatment,C0543467,,Điều trị,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,Điều trị bằng thuốc và đôi khi tái thông mạch máu bằng nong mạch qua da hoặc phẫu thuật.,04_tanghuyetapdobenhlymachthan.txt
33,Phẫu thuật bắc cầu bằng tĩnh mạch hiển,Treatment,Chưa có,,Điều trị,Loạn sản xơ cơ động mạch thận,Disease,C0155761,,Phẫu thuật bắc cầu bằng tĩnh mạch hiển được khuyến cáo chỉ khi bệnh nặng ở những nhánh của động mạch thận mà PTA không thể thực hiện được.,04_tanghuyetapdobenhlymachthan.txt
34,Renin,Mechanism,C0035094,,Là cơ chế sinh bệnh học của,Tăng huyết áp,Disease,C0020538,,Hẹp (> 70%) hoặc tắc động mạch thận có thể gây tăng huyết áp bằng cách kích thích sự giải phóng renin,04_tanghuyetapdobenhlymachthan.txt
35,Siêu âm,Test,C0041618,,Dùng để chẩn đoán,Bệnh mạch thận,Cause,C0020545,,"Nếu nghi ngờ tăng huyết áp do mạch thận, siêu âm, chụp cộng hưởng từ hoặc chụp CT mạch là những kiểm tra ban đầu không xâm lấn hợp lý.",04_tanghuyetapdobenhlymachthan.txt
36,Siêu âm,Test,C0041618,,Dùng để chẩn đoán,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,"Nếu nghi ngờ tăng huyết áp do mạch thận, siêu âm, chụp cộng hưởng từ hoặc chụp CT mạch là những kiểm tra ban đầu không xâm lấn hợp lý.",04_tanghuyetapdobenhlymachthan.txt
37,Siêu âm Doppler,Test,C0162481,,Dùng để chẩn đoán,Bệnh mạch thận,Cause,C0020545,,"Chẩn đoán bằng cách khám thực thể và chẩn đoán hình ảnh thận bằng siêu âm doppler, chụp CT mạch máu hoặc chụp cộng hưởng từ mạch máu.",04_tanghuyetapdobenhlymachthan.txt
38,Siêu âm Doppler,Test,C0162481,,Dùng để chẩn đoán,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,"Chẩn đoán bằng cách khám thực thể và chẩn đoán hình ảnh thận bằng siêu âm doppler, chụp CT mạch máu hoặc chụp cộng hưởng từ mạch máu.",04_tanghuyetapdobenhlymachthan.txt
39,Thuốc chống kết tập tiểu cầu,DrugClass,C0085826,,Điều trị,Loạn sản xơ cơ động mạch thận,Disease,C0155761,,"thuốc chống kết tập tiểu cầu (ví dụ: aspirin, clopidogrel) được dùng sau đó.",04_tanghuyetapdobenhlymachthan.txt
40,Thuốc cản quang,Drug,C0009924,,Cần thận trọng khi dùng cho,Suy giảm chức năng thận,Complication,C1565489,,Việc sử dụng kỹ thuật này cũng bị hạn chế do phơi nhiễm với thuốc cản quang phóng xạ trên bệnh nhân suy thận.,04_tanghuyetapdobenhlymachthan.txt
41,Thuốc cản quang,Drug,C0009924,,Cần thận trọng khi dùng cho,Suy thận,Disease,C1565489,,Việc sử dụng kỹ thuật này cũng bị hạn chế do phơi nhiễm với thuốc cản quang phóng xạ trên bệnh nhân suy thận.,04_tanghuyetapdobenhlymachthan.txt
42,Thuốc cản quang phóng xạ,Drug,C0182638,,Cần thận trọng khi dùng cho,Suy giảm chức năng thận,Complication,C1565489,,Việc sử dụng kỹ thuật này cũng bị hạn chế do phơi nhiễm với thuốc cản quang phóng xạ trên bệnh nhân suy thận.,04_tanghuyetapdobenhlymachthan.txt
43,Thuốc cản quang phóng xạ,Drug,C0182638,,Cần thận trọng khi dùng cho,Suy thận,Disease,C1565489,,Việc sử dụng kỹ thuật này cũng bị hạn chế do phơi nhiễm với thuốc cản quang phóng xạ trên bệnh nhân suy thận.,04_tanghuyetapdobenhlymachthan.txt
44,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,Có dấu hiệu thực thể,Tiếng thổi hai thì ở vùng thượng vị,Sign,Chưa có,,"Tiếng thổi hai thì ở vùng thượng vị, thường lan sang bên và đôi khi lan ra sau lưng thường là bệnh lý, nhưng triệu chứng này chỉ xuất hiện ở 50% bệnh nhân với loạn sản xơ cơ và hiếm gặp ở những bệnh nhân có xơ vữa động mạch thận.",04_tanghuyetapdobenhlymachthan.txt
45,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,Có dấu hiệu thực thể,Tiếng thổi động mạch thận,Sign,Chưa có,,Tiếng thổi động mạch thận có thể nghe thấy ở < 50% bệnh nhân.,04_tanghuyetapdobenhlymachthan.txt
46,Tăng huyết áp mức độ nặng,DiseaseSubtype,C5395247,,Là phân loại / thể bệnh của,Tăng huyết áp,Disease,C0020538,,Tăng huyết áp ban đầu ở mức độ nặng (ví dụ: huyết áp tâm thu > 180 mm Hg),04_tanghuyetapdobenhlymachthan.txt
47,Tắc nghẽn động mạch thận,Cause,C0035066,,Là nguyên nhân gây ra,Bệnh mạch thận,Cause,C0020545,,Tăng huyết áp do mạch thận là huyết áp tăng lên do tắc nghẽn một phần hoặc toàn bộ một hoặc nhiều động mạch thận hoặc nhánh của nó.,04_tanghuyetapdobenhlymachthan.txt
48,Tắc nghẽn động mạch thận,Cause,C0035066,,Là nguyên nhân gây ra,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,Tăng huyết áp do mạch thận là huyết áp tăng lên do tắc nghẽn một phần hoặc toàn bộ một hoặc nhiều động mạch thận hoặc nhánh của nó.,04_tanghuyetapdobenhlymachthan.txt
49,Tổn thương động mạch thận,Cause,C0160725,,Là nguyên nhân gây ra,Bệnh mạch thận,Cause,C0020545,,tăng huyết áp do mạch thận (có thể do tổn thương động mạch thận),04_tanghuyetapdobenhlymachthan.txt
50,Tổn thương động mạch thận,Cause,C0160725,,Là nguyên nhân gây ra,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,tăng huyết áp do mạch thận (có thể do tổn thương động mạch thận),04_tanghuyetapdobenhlymachthan.txt
51,Tỷ lệ hoạt tính renin tĩnh mạch thận > 1.5,Measurement,Chưa có,Thông số: Tỷ lệ hoạt tính renin tĩnh mạch thận; Giá trị: >1.5,Xác định ngưỡng chẩn đoán cho,Hẹp động mạch thận 1 bên,DiseaseSubtype,Chưa có,,"ở những bệnh nhân hẹp động mạch thận 1 bên, tỷ lệ hoạt tính của renin ở tĩnh mạch thận > 1,5 (bên động mạch hẹp so với bên không hẹp) thường là tiên lượng tốt cho việc tái thông mạch máu.",04_tanghuyetapdobenhlymachthan.txt
52,Xơ vữa động mạch thận,Cause,C0155734,,Là nguyên nhân gây ra,Bệnh mạch máu thận,Disease,C0268790,,"Nhìn chung, khoảng 80% số trường hợp là do xơ vữa động mạch thận và 20% số trường hợp do loạn sản sợi cơ.",04_tanghuyetapdobenhlymachthan.txt
53,Điều trị bằng thuốc,Treatment,C0013216,,Điều trị,Bệnh mạch thận,Cause,C0020545,,Điều trị bằng thuốc và đôi khi tái thông mạch máu bằng nong mạch qua da hoặc phẫu thuật.,04_tanghuyetapdobenhlymachthan.txt
54,Điều trị bằng thuốc,Treatment,C0013216,,Điều trị,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,Điều trị bằng thuốc và đôi khi tái thông mạch máu bằng nong mạch qua da hoặc phẫu thuật.,04_tanghuyetapdobenhlymachthan.txt
55,Điều trị nội khoa,Treatment,C0237726,,Điều trị,Bệnh mạch thận,Cause,C0020545,,Điều trị bằng thuốc và đôi khi tái thông mạch máu bằng nong mạch qua da hoặc phẫu thuật.,04_tanghuyetapdobenhlymachthan.txt
56,Điều trị nội khoa,Treatment,C0237726,,Điều trị,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,Điều trị bằng thuốc và đôi khi tái thông mạch máu bằng nong mạch qua da hoặc phẫu thuật.,04_tanghuyetapdobenhlymachthan.txt
57,Điều trị nội khoa tích cực,Treatment,Chưa có,,Điều trị,Tăng huyết áp,Disease,C0020538,,Tất cả các bệnh nhân đều nên được kiểm soát huyết áp bằng điều trị nội khoa tích cực.,04_tanghuyetapdobenhlymachthan.txt
