STT,Thực thể nguồn (Source),Loại nguồn (Type),Mã CUI nguồn,Chỉ số nguồn (Attributes),Quan hệ lâm sàng (Relation),Thực thể đích (Target),Loại đích (Type),Mã CUI đích,Chỉ số đích (Attributes),Bằng chứng văn bản gốc (Evidence Span),Tài liệu nguồn
45,Chỉ số huyết áp,Measurement,C0005824,Thông số: Huyết áp,Dùng để chẩn đoán,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,"Chẩn đoán bằng cách đo huyết áp, ECG, phân tích nước tiểu, đo điện giải và creatinine trong huyết thanh.",02_thuocdieutri.txt
46,Chụp CT mạch,Test,C1536105,,Dùng để chẩn đoán,Bệnh mạch thận,Cause,C0020545,,"Chẩn đoán bằng cách khám thực thể và chẩn đoán hình ảnh thận bằng siêu âm doppler, chụp CT mạch máu hoặc chụp cộng hưởng từ mạch máu.",04_tanghuyetapdobenhlymachthan.txt
47,Chụp CT mạch,Test,C1536105,,Dùng để chẩn đoán,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,"Chẩn đoán bằng cách khám thực thể và chẩn đoán hình ảnh thận bằng siêu âm doppler, chụp CT mạch máu hoặc chụp cộng hưởng từ mạch máu.",04_tanghuyetapdobenhlymachthan.txt
48,Chụp CT đầu,Test,Chưa có,,Dùng để đánh giá biến chứng thần kinh trong,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,"đối với những bệnh nhân có triệu chứng hoặc dấu hiệu thần kinh, hãy chụp CT đầu.",02_thuocdieutri.txt
49,Chụp cộng hưởng từ,Test,C0024485,,Dùng để chẩn đoán,Bệnh mạch thận,Cause,C0020545,,"Nếu nghi ngờ tăng huyết áp do mạch thận, siêu âm, chụp cộng hưởng từ hoặc chụp CT mạch là những kiểm tra ban đầu không xâm lấn hợp lý.",04_tanghuyetapdobenhlymachthan.txt
50,Chụp cộng hưởng từ,Test,C0024485,,Dùng để chẩn đoán,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,"Nếu nghi ngờ tăng huyết áp do mạch thận, siêu âm, chụp cộng hưởng từ hoặc chụp CT mạch là những kiểm tra ban đầu không xâm lấn hợp lý.",04_tanghuyetapdobenhlymachthan.txt
51,Chụp cộng hưởng từ mạch,Test,C0243032,,Dùng để chẩn đoán,Bệnh mạch thận,Cause,C0020545,,"Chẩn đoán bằng cách khám thực thể và chẩn đoán hình ảnh thận bằng siêu âm doppler, chụp CT mạch máu hoặc chụp cộng hưởng từ mạch máu.",04_tanghuyetapdobenhlymachthan.txt
52,Chụp cộng hưởng từ mạch,Test,C0243032,,Dùng để chẩn đoán,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,"Chẩn đoán bằng cách khám thực thể và chẩn đoán hình ảnh thận bằng siêu âm doppler, chụp CT mạch máu hoặc chụp cộng hưởng từ mạch máu.",04_tanghuyetapdobenhlymachthan.txt
53,Clevidipine,Drug,C0766108,,Điều trị,Tăng huyết áp chu phẫu,DiseaseSubtype,C3661921,,Nó đã được chứng minh là có hiệu quả và an toàn trong việc kiểm soát tăng huyết áp chu phẫu,02_thuocdieutri.txt
54,Clevidipine,Drug,C0766108,,Điều trị,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,"Giảm huyết áp động mạch trung bình khoảng 20 đến 25% trong giờ đầu tiên bằng cách sử dụng thuốc theo đường tĩnh mạch có thể chuẩn độ, tác dụng ngắn như clevidipine, nitroglycerin, fenoldopam, nicardipine hoặc labetalol.",02_thuocdieutri.txt
55,CT sọ não,Test,C0202691,,Dùng để chẩn đoán,Xuất huyết não,DiseaseSubtype,C2937358,,Bệnh nhân có các triệu chứng thần kinh cần chụp CT sọ để chẩn đoán xuất huyết não,02_thuocdieutri.txt
56,Các biện pháp điều trị không dùng thuốc,Treatment,C0454378,,Điều trị,Tăng huyết áp,Disease,C0020538,,"Trong số những người được khuyến nghị dùng thuốc điều trị huyết áp và thay đổi lối sống, khả năng kiểm soát huyết áp cao hơn ở người lớn da trắng không phải gốc Tây Ban Nha (31%) so với người lớn da đen không phải gốc Tây Ban Nha (20%), người lớn châu Á không phải gốc Tây Ban Nha (24%) hoặc người lớn gốc Tây Ban Nha (23%) (1).",01_tanghuyetap.txt
57,Căng thẳng,RiskFactor,C0038443,,Làm tăng nguy cơ mắc,Tăng huyết áp tiên phát,DiseaseSubtype,C0085580,,"Ở độ tuổi trẻ hơn, các yếu tố môi trường (ví dụ: natri trong chế độ ăn, căng thẳng) dường như chỉ ảnh hưởng đến những người có cơ địa dễ mắc bệnh",01_tanghuyetap.txt
58,Cơ chế phụ thuộc renin,Mechanism,Chưa có,,Là cơ chế sinh bệnh học của,Bệnh nhu mô thận mạn tính,Disease,Chưa có,,Tăng huyết áp do bệnh nhu mô thận mạn tính (cao huyết áp do thận) là kết quả của việc kết hợp cơ chế phụ thuộc renin,01_tanghuyetap.txt
59,Cơ chế phụ thuộc thể tích tuần hoàn,Mechanism,Chưa có,,Là cơ chế sinh bệnh học của,Bệnh nhu mô thận mạn tính,Disease,Chưa có,,Tăng huyết áp do bệnh nhu mô thận mạn tính (cao huyết áp do thận) là kết quả của việc kết hợp cơ chế phụ thuộc renin và cơ chế phụ thuộc thể tích tuần hoàn.,01_tanghuyetap.txt
60,Cường aldosteron nguyên phát,Cause,C1384514,,Là nguyên nhân gây ra,Tăng huyết áp,Disease,C0020538,,Dạng này là điển hình của tăng huyết áp nguyên phát và tăng huyết áp do cường aldosteron nguyên phát,01_tanghuyetap.txt
61,Cường aldosteron nguyên phát,Cause,C1384514,,Là nguyên nhân gây ra,Tăng huyết áp thứ phát,DiseaseSubtype,C0155616,,Tăng huyết áp đã xác định được nguyên nhân (tăng huyết áp thứ phát) thường là do cường aldosteron nguyên phát.,01_tanghuyetap.txt
62,Di truyền,RiskFactor,C0017398,,Làm tăng nguy cơ mắc,Bệnh gout,Disease,C0018099,,Yếu tố di truyền có thể giải thích cho một vài trường hợp bị bệnh gout,02_thuocdieutri.txt
63,Di truyền,RiskFactor,C0017398,,Làm tăng nguy cơ mắc,Tăng huyết áp,Disease,C0020538,,Khiếm khuyết trong vận chuyển natri có thể xảy ra ở trẻ có huyết áp bình thường nhưng có cha mẹ bị tăng huyết áp.,01_tanghuyetap.txt
64,Di truyền,RiskFactor,C0017398,,Làm tăng nguy cơ mắc,Tăng huyết áp tiên phát,DiseaseSubtype,C0085580,,Di truyền là một yếu tố ảnh hưởng,01_tanghuyetap.txt
65,Diện tích lòng động mạch giảm >= 70%,Measurement,Chưa có,Thông số: Diện tích lòng động mạch; Giá trị: >=70 %,Ngưỡng có ý nghĩa lâm sàng gây tăng huyết áp trong,Bệnh mạch thận,Cause,C0020545,,Diện tích lòng động mạch phải giảm >= 70% và phải có sự chênh lệch đáng kể sau chỗ hẹp thì tình trạng hẹp mới có khả năng dẫn đến tăng huyết áp (BP).,04_tanghuyetapdobenhlymachthan.txt
66,Diện tích lòng động mạch giảm >= 70%,Measurement,Chưa có,Thông số: Diện tích lòng động mạch; Giá trị: >=70 %,Xác định ngưỡng chẩn đoán cho,Tăng huyết áp,Disease,C0020538,,Diện tích lòng động mạch phải giảm >= 70% và phải có sự chênh lệch đáng kể sau chỗ hẹp thì tình trạng hẹp mới có khả năng dẫn đến tăng huyết áp (BP).,04_tanghuyetapdobenhlymachthan.txt
67,Diện tích lòng động mạch giảm >= 70%,Measurement,Chưa có,Thông số: Diện tích lòng động mạch; Giá trị: >=70 %,Xác định ngưỡng chẩn đoán cho,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,Diện tích lòng động mạch phải giảm >= 70% và phải có sự chênh lệch đáng kể sau chỗ hẹp thì tình trạng hẹp mới có khả năng dẫn đến tăng huyết áp (BP).,04_tanghuyetapdobenhlymachthan.txt
68,ECG,Test,C1623258,,Dùng để chẩn đoán,Phì đại thất trái,DiseaseSubtype,C0149721,,"Điện thế QRS tăng cao, có hoặc không có bằng chứng về thiếu máu cục bộ, có thể xảy ra sau đó và biểu hiện phì đại thất trái (LVH).",01_tanghuyetap.txt
69,ECG,Test,C1623258,,Dùng để đánh giá tổn thương cơ quan đích trong,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,"Đo ECG và phân tích nước tiểu, đo điện giải trong huyết thanh và creatinine, và đối với những bệnh nhân có triệu chứng hoặc dấu hiệu thần kinh, hãy chụp CT đầu.",02_thuocdieutri.txt
70,ECG,Test,C1623258,,Giúp phát hiện,Thiếu máu cục bộ cấp tính,Complication,C0746731,,Những bất thường trên ECG gợi ý tổn thương cơ quan đích cấp tính bao gồm các thay đổi do thiếu máu cục bộ cấp tính.,02_thuocdieutri.txt
71,Fenoldopam,Drug,C0060180,,Điều trị,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,"Giảm huyết áp động mạch trung bình khoảng 20 đến 25% trong giờ đầu tiên bằng cách sử dụng thuốc theo đường tĩnh mạch có thể chuẩn độ, tác dụng ngắn như clevidipine, nitroglycerin, fenoldopam, nicardipine hoặc labetalol.",02_thuocdieutri.txt
72,GFR ước tính < 60 mL/phút,Measurement,Chưa có,Thông số: GFR ước tính; Giá trị: <60 mL/phút,Xác định ngưỡng chẩn đoán cho,Bệnh thận,Disease,C0022658,,bệnh thận (GFR ước tính < 60 mL/phút),02_thuocdieutri.txt
73,GFR: 30 - 60 mL/phút,Measurement,Chưa có,Thông số: GFR; min_value: 30; max_value: 60,Xác định ngưỡng chẩn đoán cho,Bệnh thận giai đoạn 3,DiseaseSubtype,C2316787,,Bệnh nhân mắc bệnh thận giai đoạn 3 (mức lọc cầu thận ước tính [GFR] < 60 mL/phút đến > 30 mL/phút),02_thuocdieutri.txt
74,Ghép thận tự thân,Treatment,C0194194,,Điều trị,Loạn sản xơ cơ động mạch thận,Disease,C0155761,,"Đôi khi những phẫu thuật bắc cầu này đòi hỏi những kĩ thuật vi mạch mà chỉ có thể thực hiện bên ngoài cơ thể, sau đó ghép thận tự thân.",04_tanghuyetapdobenhlymachthan.txt
75,Giáo dục bệnh nhân,Treatment,C0030688,,Điều trị,Tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,"Giáo dục, với sự đồng cảm và hỗ trợ, là điều cần thiết để điều trị thành công.",01_tanghuyetap.txt
76,Hoạt độ renin tĩnh mạch,Test,Chưa có,,Dùng để chẩn đoán,Hẹp động mạch thận 1 bên,DiseaseSubtype,Chưa có,,"Tuy nhiên, ở những bệnh nhân hẹp động mạch thận 1 bên, tỷ lệ hoạt tính của renin ở tĩnh mạch thận > 1,5 (bên động mạch hẹp so với bên không hẹp) thường là tiên lượng tốt cho việc tái thông mạch máu.",04_tanghuyetapdobenhlymachthan.txt
77,Huyết áp chẩn đoán Tăng huyết áp cấp cứu: tâm thu > 180 mmHg hoặc tâm trương >= 120 mmHg,Measurement,Chưa có,Thông số: Huyết áp chẩn đoán Tăng huyết áp cấp cứu; Huyết áp 180/120 mmHg,Xác định ngưỡng chẩn đoán cho,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,Tăng huyết áp cấp cứu là huyết áp tăng cao đáng kể (ví dụ: huyết áp tâm thu > 180 mm Hg và/hoặc huyết áp tâm trương >= 120 mm Hg),02_thuocdieutri.txt
78,Huyết áp không đạt mục tiêu,Measurement,Chưa có,Thông số: Huyết áp; status: không kiểm soát,Xác định ngưỡng chẩn đoán cho,Tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,Tăng huyết áp kháng trị được định nghĩa là huyết áp không được kiểm soát đạt mục tiêu mặc dù đã tuân thủ 3 loại thuốc hạ huyết áp liều phù hợp thuộc các nhóm khác nhau (bao gồm thuốc lợi tiểu) và sau khi hiệu ứng áo choàng trắng đã được loại trừ.,01_tanghuyetap.txt
79,Huyết áp tâm thu > 180 mmHg,Measurement,Chưa có,Thông số: Huyết áp tâm thu; Giá trị: >180 mmHg,Là tiêu chuẩn cần cho,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,Tăng huyết áp cấp cứu là huyết áp tăng cao đáng kể (ví dụ: huyết áp tâm thu > 180 mm Hg và/hoặc huyết áp tâm trương >= 120 mm Hg),03_tanghuyetapcapcuu.txt
80,Huyết áp tâm thu > 180 mmHg,Measurement,Chưa có,Thông số: Huyết áp tâm thu; Giá trị: >180 mmHg,Xác định ngưỡng chẩn đoán cho,Tăng huyết áp nặng,DiseaseSubtype,C5395247,,Tăng huyết áp nặng (ví dụ: huyết áp tâm thu > 180 mm Hg),02_thuocdieutri.txt
81,Huyết áp tâm thu >= 130 mmHg,Measurement,Chưa có,Thông số: Huyết áp tâm thu; Giá trị: >=130 mmHg,Xác định ngưỡng chẩn đoán cho,Tăng huyết áp,Disease,C0020538,,Tăng huyết áp được định nghĩa là huyết áp tâm thu (HA) >= 130 mm Hg hoặc huyết áp tâm trương >= 80 mm Hg hoặc đang dùng thuốc điều trị tăng huyết áp.,01_tanghuyetap.txt
82,Huyết áp tâm thu >= 180 mmHg,Measurement,Chưa có,Thông số: Huyết áp tâm thu; Giá trị: >=180 mmHg,Là tiêu chuẩn cần cho,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,Tăng huyết áp cấp cứu là tăng huyết áp nặng (thường được xác định là huyết áp tâm thu (HA) >= 180 mm Hg và/hoặc huyết áp tâm trương >= 120 mm Hg),03_tanghuyetapcapcuu.txt
83,Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,Chưa có,Thông số: Huyết áp tâm thu và tâm trương; Huyết áp 180/120 mmHg,Xác định ngưỡng chẩn đoán cho,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,Tăng huyết áp cấp cứu là tăng huyết áp nặng (thường được xác định là huyết áp tâm thu (HA) >= 180 mm Hg và/hoặc huyết áp tâm trương >= 120 mm Hg),02_thuocdieutri.txt
84,Huyết áp tâm thu lúc nghỉ >= 130 mmHg,Measurement,Chưa có,Thông số: Huyết áp tâm thu lúc nghỉ; Giá trị: >=130 mmHg,Xác định ngưỡng chẩn đoán cho,Tăng huyết áp,Disease,C0020538,,"Tăng huyết áp là tình trạng tăng liên tục của huyết áp tâm thu lúc nghỉ (>= 130 mmHg) hoặc huyết áp tâm trương lúc nghỉ (>= 80 mm Hg), hoặc cả hai.",01_tanghuyetap.txt
85,Huyết áp tâm thu lúc nghỉ xác định THA: >= 130 mmHg,Measurement,Chưa có,Thông số: Huyết áp tâm thu lúc nghỉ; Huyết áp <130/<80 mmHg,Xác định ngưỡng chẩn đoán cho,Tăng huyết áp,Disease,C0020538,,"Tăng huyết áp là tình trạng tăng liên tục của huyết áp tâm thu lúc nghỉ (>= 130 mmHg) hoặc huyết áp tâm trương lúc nghỉ (>= 80 mm Hg), hoặc cả hai.",01_tanghuyetap.txt
86,Huyết áp tâm trương >= 120 mmHg,Measurement,Chưa có,Thông số: Huyết áp tâm trương; Giá trị: >=120 mmHg,Là thành phần của,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,Tăng huyết áp cấp cứu là tăng huyết áp nặng (thường được xác định là huyết áp tâm thu (HA) >= 180 mm Hg và/hoặc huyết áp tâm trương >= 120 mm Hg),03_tanghuyetapcapcuu.txt
