STT,Thực thể nguồn (Source),Loại nguồn (Type),Mã CUI nguồn,Chỉ số nguồn (Attributes),Quan hệ lâm sàng (Relation),Thực thể đích (Target),Loại đích (Type),Mã CUI đích,Chỉ số đích (Attributes),Bằng chứng văn bản gốc (Evidence Span),Tài liệu nguồn
23,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Làm tăng nguy cơ mắc,Biến chứng hô hấp do cúm,Complication,Chưa có,,Nếu COPD làm tăng nguy cơ bị các biến chứng hô hấp do cúm,02_dieutri.txt
24,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Dẫn đến biến chứng,Suy dinh dưỡng,Complication,C0162429,,Bệnh nhân mắc COPD có nguy cơ sụt cân và thiếu hụt dinh dưỡng,02_dieutri.txt
25,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Dẫn đến biến chứng,Sụt cân,Complication,C1262477,,Bệnh nhân mắc COPD có nguy cơ sụt cân,02_dieutri.txt
26,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Dẫn đến biến chứng,Thiếu hụt dinh dưỡng,Complication,C4761312,,Bệnh nhân mắc COPD có nguy cơ sụt cân và thiếu hụt dinh dưỡng,02_dieutri.txt
27,Hạn chế luồng khí,Sign,C0024117,,Làm tăng nguy cơ mắc,Biến chứng hô hấp do cúm,Complication,Chưa có,,Nếu COPD làm tăng nguy cơ bị các biến chứng hô hấp do cúm,02_dieutri.txt
28,Hạn chế luồng khí,Sign,C0024117,,Dẫn đến biến chứng,Suy dinh dưỡng,Complication,C0162429,,Bệnh nhân mắc COPD có nguy cơ sụt cân và thiếu hụt dinh dưỡng,02_dieutri.txt
29,Hạn chế luồng khí,Sign,C0024117,,Dẫn đến biến chứng,Sụt cân,Complication,C1262477,,Bệnh nhân mắc COPD có nguy cơ sụt cân,02_dieutri.txt
30,Hạn chế luồng khí,Sign,C0024117,,Dẫn đến biến chứng,Thiếu hụt dinh dưỡng,Complication,C4761312,,Bệnh nhân mắc COPD có nguy cơ sụt cân và thiếu hụt dinh dưỡng,02_dieutri.txt
31,Hệ thống oxy lỏng,Treatment,Chưa có,,Điều trị,Thiếu oxy máu,Mechanism,C0700292,,Các hệ thống với các thiết bị này hiệu chỉnh sự thiếu oxy máu cũng như các thiết bị cung cấp dòng liên tục.,02_dieutri.txt
32,Indacaterol,Drug,C1722260,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
33,Indacaterol,Drug,C1722260,,Cải thiện,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
34,Indacaterol,Drug,C1722260,,Cải thiện,Hạn chế luồng khí,Sign,C0024117,,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
35,Kháng cholinergic,DrugClass,C0242896,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Tần suất các đợt cấp có thể giảm với việc sử dụng thuốc kháng cholinergic, corticosteroid dạng hít, hoặc các thuốc chủ vận beta tác dụng kéo dài.",02_dieutri.txt
36,Khí phế thũng,DiseaseSubtype,C0034067,,Gây tổn thương cơ quan,Phổi,Organ,C0024109,,phế thũng của phổi,02_dieutri.txt
37,Liệu pháp azithromycin kéo dài,Treatment,Chưa có,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Liệu pháp azithromycin kéo dài là một biện pháp bổ sung hiệu quả để ngăn ngừa đợt cấp của COPD,02_dieutri.txt
38,Liệu pháp azithromycin kéo dài,Treatment,Chưa có,,Điều trị,Đợt cấp COPD,DiseaseSubtype,C0340044,,Liệu pháp azithromycin kéo dài là một biện pháp bổ sung hiệu quả để ngăn ngừa đợt cấp của COPD,02_dieutri.txt
39,Liệu pháp oxy,Treatment,C3665674,,Điều trị,Tăng áp động mạch phổi,DiseaseSubtype,C2973725,,Điều trị như vậy ngăn ngừa sự tiến triển của tăng áp động mạch phổi,02_dieutri.txt
40,Liệu pháp oxy bổ sung,Treatment,C5962720,,Điều trị triệu chứng,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Tất cả bệnh nhân COPD với PaO2 <= 68 mmHg ở mực nước biển, tăng Khí carbonic, thiếu máu đáng kể (Hemtocrit < 30), hoặc có bệnh tim mạch hoặc rối loạn mạch máu não đồng mắc nên sử dụng oxy bổ sung trong các chuyến bay dài",02_dieutri.txt
41,Liệu pháp oxy dài hạn,Treatment,C0418996,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Liệu pháp oxy dài hạn giúp kéo dài sự sống ở bệnh nhân COPD,02_dieutri.txt
42,Liệu pháp oxy về đêm,Treatment,C4039961,,Điều trị,Tăng áp động mạch phổi,DiseaseSubtype,C2973725,,Điều trị như vậy ngăn ngừa sự tiến triển của tăng áp động mạch phổi,02_dieutri.txt
43,Máy chiết suất oxy điện tử,Treatment,Chưa có,,Điều trị,Thiếu oxy máu,Mechanism,C0700292,,Các hệ thống với các thiết bị này hiệu chỉnh sự thiếu oxy máu cũng như các thiết bị cung cấp dòng liên tục.,02_dieutri.txt
44,Máy khí dung,Treatment,C0027524,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Vì vậy, máy khí dung nên được dành riêng cho những người không thể phối hợp đồng thì xịt - hít với bình xịt định liều hoặc không thể hít đủ lực với bình hít bột khô.",02_dieutri.txt
45,Máy khí dung,Treatment,C0027524,,Thiết bị phân phối thuốc cho,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Vì vậy, máy khí dung nên được dành riêng cho những người không thể phối hợp đồng thì xịt - hít với bình xịt định liều hoặc không thể hít đủ lực với bình hít bột khô.",02_dieutri.txt
46,Máy khí dung,Treatment,C0027524,,Thiết bị phân phối thuốc cho,Hạn chế luồng khí,Sign,C0024117,,"Vì vậy, máy khí dung nên được dành riêng cho những người không thể phối hợp đồng thì xịt - hít với bình xịt định liều hoặc không thể hít đủ lực với bình hít bột khô.",02_dieutri.txt
47,Máy tạo oxy di động,Treatment,C1618343,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Bệnh nhân nên thuê hoặc mua một máy tạo oxy di động để sử dụng trong quá trình di chuyển bằng máy bay,02_dieutri.txt
48,Nghiên cứu giấc ngủ,Test,C0162701,,Dùng để chẩn đoán,Tăng áp động mạch phổi,DiseaseSubtype,C2973725,,"Tương tự như vậy, một nghiên cứu về giấc ngủ cần phải được cân nhắc cho những bệnh nhân bị COPD tiến triển không đáp ứng các tiêu chuẩn cho liệu pháp oxy lâu dài khi họ thức nhưng đánh giá lâm sàng của họ cho thấy tăng áp động mạch phổi ở những bệnh nhân này khi không có tình trạng thiếu oxy máu vào ban ngày.",02_dieutri.txt
49,Olodaterol,Drug,C2934193,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
50,Olodaterol,Drug,C2934193,,Cải thiện,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
51,Olodaterol,Drug,C2934193,,Cải thiện,Hạn chế luồng khí,Sign,C0024117,,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
52,Oxy bổ sung,Treatment,C4534306,,Điều trị,COPD rất nặng,DiseaseSubtype,Chưa có,,"Độ bão hòa oxy được theo dõi, và oxy bổ sung được cung cấp khi cần thiết.",02_dieutri.txt
53,Phẫu thuật,Treatment,C0543467,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Phẫu thuật điều trị COPD được chỉ định cho một số bệnh nhân.,02_dieutri.txt
54,Phẫu thuật,Treatment,C0543467,,Cải thiện,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Phẫu thuật điều trị COPD được chỉ định cho một số bệnh nhân.,02_dieutri.txt
55,Phẫu thuật,Treatment,C0543467,,Cải thiện,Hạn chế luồng khí,Sign,C0024117,,Phẫu thuật điều trị COPD được chỉ định cho một số bệnh nhân.,02_dieutri.txt
56,Phẫu thuật cắt bỏ kén khí,Treatment,C6009625,,Điều trị,Kén khí,DiseaseSubtype,C0241982,,Những bệnh nhân này có thể được điều trị bằng phẫu thuật cắt bỏ các kén khí này,02_dieutri.txt
57,Phẫu thuật ghép phổi,Treatment,C0024128,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Phẫu thuật điều trị COPD được chỉ định cho một số bệnh nhân. Việc này có thể bao gồm các thủ thuật làm giảm thể tích phổi hoặc ghép phổi.,02_dieutri.txt
58,Phẫu thuật ghép phổi,Treatment,C0024128,,Cải thiện,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Phẫu thuật điều trị COPD được chỉ định cho một số bệnh nhân. Việc này có thể bao gồm các thủ thuật làm giảm thể tích phổi hoặc ghép phổi.,02_dieutri.txt
59,Phẫu thuật ghép phổi,Treatment,C0024128,,Cải thiện,Hạn chế luồng khí,Sign,C0024117,,Phẫu thuật điều trị COPD được chỉ định cho một số bệnh nhân. Việc này có thể bao gồm các thủ thuật làm giảm thể tích phổi hoặc ghép phổi.,02_dieutri.txt
60,Phẫu thuật giảm thể tích phổi,Treatment,C0524689,,Cải thiện,Hạn chế luồng khí,Sign,C0024117,,Phẫu thuật điều trị COPD được chỉ định cho một số bệnh nhân. Việc này có thể bao gồm các thủ thuật làm giảm thể tích phổi,02_dieutri.txt
61,Phẫu thuật giảm thể tích phổi,Treatment,C0524689,,Điều trị,Khí phế thũng,DiseaseSubtype,C0034067,,Phẫu thuật giảm thể tích phổi bao gồm việc cắt bỏ các vùng khí phế thũng không còn chức năng.,02_dieutri.txt
62,Phẫu thuật giảm thể tích phổi,Treatment,C0524689,,Điều trị,Khí thũng nặng,DiseaseSubtype,Chưa có,,"Quy trình này cải thiện chức năng phổi, khả năng tập luyện và chất lượng cuộc sống ở những bệnh nhân bị khí thũng nặng",02_dieutri.txt
63,Phẫu thuật giảm thể tích phổi,Treatment,C0524689,,Điều trị,Phế thũng,Disease,C0034067,,Phẫu thuật giảm thể tích phổi bao gồm việc cắt bỏ các vùng khí phế thũng không còn chức năng.,02_dieutri.txt
64,Phục hồi chức năng hô hấp,Treatment,C0199529,,Cải thiện chức năng cho,Hạn chế luồng khí,Sign,C0024117,,Các chương trình phục hồi chức năng phổi đóng vai trò hỗ trợ cho việc điều trị bằng thuốc nhằm cải thiện chức năng thể chất,02_dieutri.txt
65,Phục hồi chức năng ảo,Treatment,C4042802,,Điều trị,COPD rất nặng,DiseaseSubtype,Chưa có,,phục hồi chức năng ảo được khuyến nghị cho bệnh nhân làm một giải pháp thay thế cho chương trình trực tiếp.,02_dieutri.txt
66,Salmeterol,Drug,C0073992,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
67,Salmeterol,Drug,C0073992,,Cải thiện,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
68,Salmeterol,Drug,C0073992,,Cải thiện,Hạn chế luồng khí,Sign,C0024117,,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
69,TNF-alpha,Mechanism,C1456820,,Gây ra,Hạn chế luồng khí,Sign,C0024117,,"Bệnh nhân mắc COPD có nguy cơ sụt cân và thiếu hụt dinh dưỡng do tiêu tốn năng lượng cho các hoạt động hàng ngày cao hơn, giảm lượng calo đưa vào so với nhu cầu do khó thở và tác dụng dị hóa của các cytokine gây viêm như yếu tố hoại tử khối u (TNF)-alpha.",02_dieutri.txt
70,Thuốc chủ vận beta,DrugClass,C0001644,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
71,Thuốc chủ vận beta,DrugClass,C0001644,,Cải thiện triệu chứng do,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
72,Thuốc chủ vận beta,DrugClass,C0001644,,Cải thiện triệu chứng do,Hạn chế luồng khí,Sign,C0024117,,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
73,Thuốc chủ vận beta tác dụng kéo dài (LABA),DrugClass,Chưa có,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Tần suất các đợt cấp có thể giảm với việc sử dụng thuốc kháng cholinergic, corticosteroid dạng hít, hoặc các thuốc chủ vận beta tác dụng kéo dài.",02_dieutri.txt
74,Thuốc chủ vận beta tác dụng kéo dài (LABA),DrugClass,Chưa có,,Giảm đợt cấp ở bệnh nhân có,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Tần suất các đợt cấp có thể giảm với việc sử dụng thuốc kháng cholinergic, corticosteroid dạng hít, hoặc các thuốc chủ vận beta tác dụng kéo dài.",02_dieutri.txt
75,Thuốc chủ vận beta tác dụng kéo dài (LABA),DrugClass,Chưa có,,Giảm đợt cấp ở bệnh nhân có,Hạn chế luồng khí,Sign,C0024117,,"Tần suất các đợt cấp có thể giảm với việc sử dụng thuốc kháng cholinergic, corticosteroid dạng hít, hoặc các thuốc chủ vận beta tác dụng kéo dài.",02_dieutri.txt
76,Thuốc cường beta-adrenergic tác dụng kéo dài,DrugClass,Chưa có,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Giảm nhanh các triệu chứng của bệnh phổi tắc nghẽn mạn tính với các thuốc cường beta-adrenergic tác dụng ngắn ban đầu và làm giảm đợt cấp bằng corticosteroid dạng hít, các thuốc cường beta-adrenergic tác dụng kéo dài, các thuốc kháng cholinergic có tác dụng kéo dài hoặc một dạng phối hợp.",02_dieutri.txt
77,Thuốc cường beta-adrenergic tác dụng kéo dài,DrugClass,Chưa có,,Giảm triệu chứng do,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Giảm nhanh các triệu chứng của bệnh phổi tắc nghẽn mạn tính với các thuốc cường beta-adrenergic tác dụng ngắn ban đầu và làm giảm đợt cấp bằng corticosteroid dạng hít, các thuốc cường beta-adrenergic tác dụng kéo dài, các thuốc kháng cholinergic có tác dụng kéo dài hoặc một dạng phối hợp.",02_dieutri.txt
78,Thuốc cường beta-adrenergic tác dụng kéo dài,DrugClass,Chưa có,,Giảm triệu chứng do,Hạn chế luồng khí,Sign,C0024117,,"Giảm nhanh các triệu chứng của bệnh phổi tắc nghẽn mạn tính với các thuốc cường beta-adrenergic tác dụng ngắn ban đầu và làm giảm đợt cấp bằng corticosteroid dạng hít, các thuốc cường beta-adrenergic tác dụng kéo dài, các thuốc kháng cholinergic có tác dụng kéo dài hoặc một dạng phối hợp.",02_dieutri.txt
79,Thuốc cường beta-adrenergic tác dụng ngắn,DrugClass,Chưa có,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Giảm nhanh các triệu chứng của bệnh phổi tắc nghẽn mạn tính với các thuốc cường beta-adrenergic tác dụng ngắn ban đầu,02_dieutri.txt
80,Thuốc cường beta-adrenergic tác dụng ngắn,DrugClass,Chưa có,,Giảm triệu chứng do,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Giảm nhanh các triệu chứng của bệnh phổi tắc nghẽn mạn tính với các thuốc cường beta-adrenergic tác dụng ngắn ban đầu,02_dieutri.txt
81,Thuốc cường beta-adrenergic tác dụng ngắn,DrugClass,Chưa có,,Giảm triệu chứng do,Hạn chế luồng khí,Sign,C0024117,,Giảm nhanh các triệu chứng của bệnh phổi tắc nghẽn mạn tính với các thuốc cường beta-adrenergic tác dụng ngắn ban đầu,02_dieutri.txt
82,Thuốc giãn phế quản dạng hít,DrugClass,C0578554,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Thuốc giãn phế quản dạng hít là thuốc trụ cột trong kiểm soát COPD,02_dieutri.txt
83,Thuốc giãn phế quản dạng hít,DrugClass,C0578554,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Thuốc giãn phế quản dạng hít là thuốc trụ cột trong kiểm soát COPD,02_dieutri.txt
84,Thuốc giãn phế quản dạng hít,DrugClass,C0578554,,Điều trị,Hạn chế luồng khí,Sign,C0024117,,Thuốc giãn phế quản dạng hít là thuốc trụ cột trong kiểm soát COPD,02_dieutri.txt
85,Thuốc giãn phế quản tác dụng ngắn,DrugClass,Chưa có,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Thuốc giãn phế quản tác dụng ngắn giải cứu cần phải được kê đơn cho tất cả các bệnh nhân để làm giảm triệu chứng ngay lập tức.,02_dieutri.txt
86,Thuốc giãn phế quản tác dụng ngắn,DrugClass,Chưa có,,Làm giảm,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Thuốc giãn phế quản tác dụng ngắn giải cứu cần phải được kê đơn cho tất cả các bệnh nhân để làm giảm triệu chứng ngay lập tức.,02_dieutri.txt
87,Thuốc giãn phế quản tác dụng ngắn,DrugClass,Chưa có,,Làm giảm,Hạn chế luồng khí,Sign,C0024117,,Thuốc giãn phế quản tác dụng ngắn giải cứu cần phải được kê đơn cho tất cả các bệnh nhân để làm giảm triệu chứng ngay lập tức.,02_dieutri.txt
88,Thuốc kháng cholinergic tác dụng kéo dài,DrugClass,Chưa có,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Giảm nhanh các triệu chứng của bệnh phổi tắc nghẽn mạn tính với các thuốc cường beta-adrenergic tác dụng ngắn ban đầu và làm giảm đợt cấp bằng corticosteroid dạng hít, các thuốc cường beta-adrenergic tác dụng kéo dài, các thuốc kháng cholinergic có tác dụng kéo dài hoặc một dạng phối hợp.",02_dieutri.txt
89,Thuốc kháng cholinergic tác dụng kéo dài,DrugClass,Chưa có,,Làm giảm,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Giảm nhanh các triệu chứng của bệnh phổi tắc nghẽn mạn tính với các thuốc cường beta-adrenergic tác dụng ngắn ban đầu và làm giảm đợt cấp bằng corticosteroid dạng hít, các thuốc cường beta-adrenergic tác dụng kéo dài, các thuốc kháng cholinergic có tác dụng kéo dài hoặc một dạng phối hợp.",02_dieutri.txt
90,Thuốc kháng cholinergic tác dụng kéo dài,DrugClass,Chưa có,,Làm giảm,Hạn chế luồng khí,Sign,C0024117,,"Giảm nhanh các triệu chứng của bệnh phổi tắc nghẽn mạn tính với các thuốc cường beta-adrenergic tác dụng ngắn ban đầu và làm giảm đợt cấp bằng corticosteroid dạng hít, các thuốc cường beta-adrenergic tác dụng kéo dài, các thuốc kháng cholinergic có tác dụng kéo dài hoặc một dạng phối hợp.",02_dieutri.txt
91,Thuốc lá,RiskFactor,C0543414,,Là yếu tố nguy cơ của,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Khuyến khích cai thuốc lá,02_dieutri.txt
