STT,Thực thể nguồn (Source),Loại nguồn (Type),Mã CUI nguồn,Chỉ số nguồn (Attributes),Quan hệ lâm sàng (Relation),Thực thể đích (Target),Loại đích (Type),Mã CUI đích,Chỉ số đích (Attributes),Bằng chứng văn bản gốc (Evidence Span),Tài liệu nguồn
12,Bạch cầu trung tính,Mechanism,C0027950,,Gây tổn thương cơ quan,Phổi,Organ,C0024109,,"Tổn thương oxy hóa do bạch cầu trung tính gây ra, giải phóng các peptide thần kinh chức năng (ví dụ: bomesin) và giảm mức độ yếu tố tăng trưởng nội mô mạch máu (VEGF) có thể góp phần phá hủy nhu mô phổi theo chương trình.",01_copd.txt
13,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Có bệnh đồng mắc là,Ung thư phổi,Disease,C0684249,,"Tử vong thường do suy hô hấp cấp, viêm phổi, ung thư phổi, bệnh tim, hoặc tắc mạch phổi.",01_copd.txt
14,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Có liên quan đến nguy cơ tử vong do,Thuyên tắc mạch phổi,Disease,C0034065,,"Tử vong thường do suy hô hấp cấp, viêm phổi, ung thư phổi, bệnh tim, hoặc tắc mạch phổi.",01_copd.txt
15,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Có liên quan đến nguy cơ tử vong do,Tắc mạch phổi,Complication,C0034065,,"Tử vong thường do suy hô hấp cấp, viêm phổi, ung thư phổi, bệnh tim, hoặc tắc mạch phổi.",01_copd.txt
16,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Có nguy cơ cao mắc,Viêm phổi,Complication,C0032285,,"Tử vong thường do suy hô hấp cấp, viêm phổi, ung thư phổi, bệnh tim, hoặc tắc mạch phổi.",01_copd.txt
17,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Có triệu chứng cơ năng,Ho đờm,Symptom,C0239134,,Triệu chứng là ho đờm và khó thở phát triển qua nhiều năm,01_copd.txt
18,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Có triệu chứng cơ năng,Đau đầu buổi sáng,Symptom,C0581880,,Đau đầu buổi sáng phát triển trong các chứng bệnh nặng hơn,01_copd.txt
19,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Dẫn đến biến chứng,Bệnh tim,Disease,C0018799,,"Tử vong thường do suy hô hấp cấp, viêm phổi, ung thư phổi, bệnh tim, hoặc tắc mạch phổi.",01_copd.txt
20,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Dẫn đến biến chứng,Loãng xương,Complication,C0029456,,Các rối loạn cùng tồn tại hoặc phức tạp khác ảnh hưởng xấu đến chất lượng cuộc sống và/hoặc thời gian sống thêm bao gồm loãng xương,01_copd.txt
21,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Dẫn đến biến chứng,Suy dinh dưỡng,Complication,C0162429,,Bệnh nhân mắc COPD có nguy cơ sụt cân và thiếu hụt dinh dưỡng,02_dieutri.txt
22,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Dẫn đến biến chứng,Suy hô hấp,Complication,C1145670,,"Các trường hợp nặng có thể có biến chứng do giảm cân, tràn khí màng phổi, các đợt cấp mất bù thường xuyên, suy tim phải và/hoặc suy hô hấp cấp hoặc mạn tính.",01_copd.txt
23,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Dẫn đến biến chứng,Suy hô hấp cấp,Complication,C0264490,,Tử vong thường do suy hô hấp cấp,01_copd.txt
24,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Dẫn đến biến chứng,Suy hô hấp cấp tính,Disease,C0264490,,Tử vong thường do suy hô hấp cấp,01_copd.txt
25,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Dẫn đến biến chứng,Suy tim phải,Complication,C0235527,,"Các trường hợp nặng có thể có biến chứng do giảm cân, tràn khí màng phổi, các đợt cấp mất bù thường xuyên, suy tim phải và/hoặc suy hô hấp cấp hoặc mạn tính.",01_copd.txt
26,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Dẫn đến biến chứng,Sụt cân,Complication,C1262477,,Bệnh nhân mắc COPD có nguy cơ sụt cân,02_dieutri.txt
27,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Dẫn đến biến chứng,Teo cơ,Complication,C0026846,,để ngăn ngừa hoặc đảo ngược tình trạng suy dinh dưỡng và teo cơ.,02_dieutri.txt
28,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Dẫn đến biến chứng,Thiếu hụt dinh dưỡng,Complication,C4761312,,Bệnh nhân mắc COPD có nguy cơ sụt cân và thiếu hụt dinh dưỡng,02_dieutri.txt
29,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Dẫn đến biến chứng,Thiếu oxy máu,Complication,C0700292,,Công việc thở nhiều hơn có thể dẫn đến giảm thông khí phế nang với tình trạng thiếu oxy,01_copd.txt
30,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Dẫn đến biến chứng,Tràn khí màng phổi,Disease,C0032326,,"Các trường hợp nặng có thể có biến chứng do giảm cân, tràn khí màng phổi",01_copd.txt
31,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Dẫn đến biến chứng,Tràn khí màng phổi tự phát,Complication,C0149781,,Có thể xảy ra tràn khí màng phổi tự phát (có thể liên quan đến vỡ kén khí) và nên nghi ngờ ở bất cứ bệnh nhân nào bị COPD có tình trạng phổi đột ngột nặng lên.,01_copd.txt
32,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Dẫn đến biến chứng,Tâm phế mạn,Complication,C0238074,,"Các dấu hiệu của bệnh tâm phế bao gồm giãn tĩnh mạch cổ, tiếng tim thứ hai tách đôi với phần tiếng van động mạch phổi nổi bật, tiếng thổi do suy van ba lá và phù ngoại biên.",01_copd.txt
33,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Làm tăng nguy cơ mắc,Biến chứng hô hấp do cúm,Complication,Chưa có,,Nếu COPD làm tăng nguy cơ bị các biến chứng hô hấp do cúm,02_dieutri.txt
34,Bệnh sarcoid,Disease,C0036202,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Các bệnh lý hệ thống có thể có một phần hạn chế luồng khí gợi ý COPD; các bệnh lý này bao gồm nhiễm HIV, lạm dụng các loại thuốc bất hợp pháp (đặc biệt là cocaine và amphetamine), bệnh sarcoid, hội chứng Sjögren, viêm tiểu phế quản tắc nghẽn, bệnh u cơ trơn mạch bạch huyết và u hạt do tăng bạch cầu ái toan.",01_copd.txt
35,Bệnh sử,Test,C0262926,,Dùng để chẩn đoán,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Chẩn đoán được gợi ý dựa trên bệnh sử, khám thực thể, kết quả chẩn đoán hình ảnh ngực và được xác nhận bằng các xét kiểm tra chức năng phổi.",01_copd.txt
36,Bệnh sử,Test,C0262926,,Dùng để chẩn đoán,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Chẩn đoán được gợi ý dựa trên bệnh sử, khám thực thể, kết quả chẩn đoán hình ảnh ngực và được xác nhận bằng các xét kiểm tra chức năng phổi.",01_copd.txt
37,Bệnh u cơ trơn mạch bạch huyết,Disease,C0751674,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Các bệnh lý hệ thống có thể có một phần hạn chế luồng khí gợi ý COPD; các bệnh lý này bao gồm nhiễm HIV, lạm dụng các loại thuốc bất hợp pháp (đặc biệt là cocaine và amphetamine), bệnh sarcoid, hội chứng Sjögren, viêm tiểu phế quản tắc nghẽn, bệnh u cơ trơn mạch bạch huyết và u hạt do tăng bạch cầu ái toan.",01_copd.txt
38,Bổ sung dinh dưỡng,Treatment,C0242295,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Bổ sung dinh dưỡng nên được giới hạn ở những bệnh nhân bị thiếu dinh dưỡng,02_dieutri.txt
39,Bụi nghề nghiệp,RiskFactor,C2919137,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Tiếp xúc với khói thuốc lá thụ động, ô nhiễm không khí và bụi nghề nghiệp (ví dụ: bụi khoáng, bụi bông) hoặc hóa chất hít vào (ví dụ: cadmium) góp phần gây nguy cơ mắc COPD nhưng ít quan trọng hơn so với hút thuốc lá.",01_copd.txt
40,Bụi nghề nghiệp,RiskFactor,C2919137,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Tiếp xúc với khói thuốc lá thụ động, ô nhiễm không khí và bụi nghề nghiệp (ví dụ: bụi khoáng, bụi bông) hoặc hóa chất hít vào (ví dụ: cadmium) góp phần gây nguy cơ mắc COPD nhưng ít quan trọng hơn so với hút thuốc lá.",01_copd.txt
41,Cadmium,RiskFactor,C0006632,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,hóa chất hít vào (ví dụ: cadmium) góp phần gây nguy cơ mắc COPD,01_copd.txt
42,Cadmium,RiskFactor,C0006632,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,hóa chất hít vào (ví dụ: cadmium) góp phần gây nguy cơ mắc COPD,01_copd.txt
43,Cai thuốc lá,Treatment,C0085134,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Khuyến khích cai thuốc lá bằng sử dụng nhiều biện pháp can thiệp.,01_copd.txt
44,Cai thuốc lá,Treatment,C0085134,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Khuyến khích cai thuốc lá bằng sử dụng nhiều biện pháp can thiệp.,01_copd.txt
45,Canxi,Test,C0006675,,Điều trị dự phòng,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"và có thể nên nhận bổ sung canxi, vitamin D và bisphosphonate theo chỉ định.",02_dieutri.txt
46,Cephalosporin thế hệ thứ hai,DrugClass,C0304319,,Điều trị,Đợt cấp,DiseaseSubtype,C2919376,,Những loại thuốc này có hiệu quả chống lại các chủng Haemophilus influenzae và Moraxella catarrhalis sản sinh ra beta-lactamase (trước đây gọi là Branhamella catarrhalis) nhưng chưa được chứng minh là có hiệu quả hơn các loại thuốc hàng đầu đối với hầu hết bệnh nhân.,03_dieutridotcap.txt
47,Chia nhỏ bữa ăn,Treatment,C0515109,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Chia nhỏ bữa ăn có thể hữu ích.,02_dieutri.txt
48,Chẩn đoán hình ảnh ngực,Test,C0412738,,Hỗ trợ gợi ý,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Chẩn đoán được gợi ý dựa trên bệnh sử, khám thực thể, kết quả chẩn đoán hình ảnh ngực và được xác nhận bằng các xét kiểm tra chức năng phổi.",01_copd.txt
49,Chẩn đoán hình ảnh ngực,Test,C0412738,,Hỗ trợ gợi ý,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Chẩn đoán được gợi ý dựa trên bệnh sử, khám thực thể, kết quả chẩn đoán hình ảnh ngực và được xác nhận bằng các xét kiểm tra chức năng phổi.",01_copd.txt
50,Chế độ ăn uống cân bằng,Treatment,C0452410,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,đề nghị một chế độ ăn uống cân bằng với lượng calo thích hợp cùng với tập thể dục để ngăn ngừa hoặc đảo ngược tình trạng suy dinh dưỡng và teo cơ.,02_dieutri.txt
51,Chụp CT,Test,C0040405,,Dùng để chẩn đoán,Kén khí,DiseaseSubtype,C0241982,,Phim chụp X-quang ngực và chụp CT tuần tự là những thủ thuật hữu ích nhất để xác định xem tình trạng chức năng của bệnh nhân là do phổi còn sống bị chèn ép bởi kén khí hay do khí thũng toàn thể.,02_dieutri.txt
52,Chụp CT mạch ngực,Test,C2703057,,Dùng để chẩn đoán,Thuyên tắc mạch phổi,Disease,C0034065,,chụp CT mạch ngực được thực hiện để kiểm tra thuyên tắc mạch phổi.,01_copd.txt
53,Chụp CT mạch ngực,Test,C2703057,,Dùng để chẩn đoán,Tắc mạch phổi,Complication,C0034065,,chụp CT mạch ngực được thực hiện để kiểm tra thuyên tắc mạch phổi.,01_copd.txt
54,Co thắt phế quản,Mechanism,C0006266,,Là cơ chế sinh bệnh học của,Hẹp đường dẫn khí,Mechanism,C0001883,,"Hẹp đường dẫn khí và tắc nghẽn gây ra bởi đáp ứng viêm trung gian tăng tiết chất nhầy, nhầy niêm mạc, phù niêm mạc, co thắt phế quản, xơ dày thành đường thở, và tái cấu trúc các đường thở nhỏ hoặc các cơ chế này kết hợp nhau.",01_copd.txt
55,Co thắt phế quản,Mechanism,C0006266,,Là cơ chế sinh bệnh học của,Tắc nghẽn đường thở,DiseaseSubtype,C0001883,,"Hẹp đường dẫn khí và tắc nghẽn gây ra bởi đáp ứng viêm trung gian tăng tiết chất nhầy, nhầy niêm mạc, phù niêm mạc, co thắt phế quản, xơ dày thành đường thở, và tái cấu trúc các đường thở nhỏ hoặc các cơ chế này kết hợp nhau.",01_copd.txt
56,COPD giai đoạn ổn định,DiseaseSubtype,Chưa có,,Là phân loại / thể bệnh của,Bệnh phổi tắc nghẽn mạn tính (COPD),Disease,C0024117,,Xử trí bệnh phổi tắc nghẽn mạn tính (COPD) bao gồm điều trị bệnh mạn tính ổn định và điều trị đợt cấp.,03_dieutridotcap.txt
57,COPD nặng,DiseaseSubtype,C0730607,,Là phân loại / thể bệnh của,Bệnh phổi tắc nghẽn mạn tính (COPD),Disease,C0024117,,Đối với những bệnh nhân mắc COPD nặng,03_dieutridotcap.txt
58,Corticosteroid,Drug,C0001617,,Điều trị,Hẹp đường dẫn khí,Mechanism,C0001883,,"Các thuốc chủ vận beta và thuốc kháng cholinergic, có hoặc không có corticosteroid, nên được bắt đầu đồng thời với liệu pháp oxy (bất kể cách dùng oxy) với mục đích làm giảm sự tắc nghẽn đường thở.",03_dieutridotcap.txt
59,Corticosteroid,Drug,C0001617,,Điều trị,Tắc nghẽn đường thở,DiseaseSubtype,C0001883,,"Các thuốc chủ vận beta và thuốc kháng cholinergic, có hoặc không có corticosteroid, nên được bắt đầu đồng thời với liệu pháp oxy (bất kể cách dùng oxy) với mục đích làm giảm sự tắc nghẽn đường thở.",03_dieutridotcap.txt
60,Corticosteroid dạng hít,DrugClass,C4020618,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,giảm các đợt cấp bằng corticosteroid dạng hít,01_copd.txt
61,Corticosteroid dạng hít,DrugClass,C4020618,,Điều trị,Hạn chế luồng khí,Sign,C0024117,,"Thuốc này không làm thay đổi quá trình suy giảm chức năng phổi ở những bệnh nhân COPD tiếp tục hút thuốc, nhưng chúng làm giảm triệu chứng và cải thiện chức năng phổi trong thời gian ngắn ở một số bệnh nhân, tăng tác dụng của thuốc giãn phế quản và có thể làm giảm tần suất đợt cấp của COPD.",02_dieutri.txt
62,Corticosteroid dạng hít (ICS),DrugClass,C3540702,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,giảm đợt cấp bằng corticosteroid dạng hít,01_copd.txt
63,CT ngực,Test,C0202823,,Dùng để chẩn đoán,Bệnh bụi phổi,Disease,C0032273,,"CT ngực có thể tiết lộ những bất thường không rõ ràng trên phim X quang ngực và cũng có thể gợi ý các rối loạn kèm theo hoặc các rối loạn gây biến chứng, chẳng hạn như viêm phổi, bệnh bụi phổi",01_copd.txt
64,CT ngực,Test,C0202823,,Dùng để chẩn đoán,Ung thư phổi,Disease,C0684249,,"CT ngực có thể tiết lộ những bất thường không rõ ràng trên phim X quang ngực và cũng có thể gợi ý các rối loạn kèm theo hoặc các rối loạn gây biến chứng, chẳng hạn như viêm phổi, bệnh bụi phổi hoặc ung thư phổi.",01_copd.txt
65,Dinh dưỡng,Treatment,C0242739,,Hỗ trợ điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Tối ưu hóa việc sử dụng các biện pháp hỗ trợ (như dinh dưỡng, phục hồi chức năng hô hấp, tự tập thể dục).",02_dieutri.txt
66,Dinh dưỡng,Treatment,C0242739,,Hỗ trợ điều trị,Hạn chế luồng khí,Sign,C0024117,,"Tối ưu hóa việc sử dụng các biện pháp hỗ trợ (như dinh dưỡng, phục hồi chức năng hô hấp, tự tập thể dục).",02_dieutri.txt
67,Dinh dưỡng,Treatment,C0242739,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Tối ưu hóa việc sử dụng các biện pháp hỗ trợ (như dinh dưỡng, phục hồi chức năng hô hấp, tự tập thể dục).",02_dieutri.txt
68,DLCO,Test,C1516251,,Dùng để phân biệt,Hen phế quản,Disease,C0004096,,"DLCO giảm không đặc hiệu và giảm trong các rối loạn khác ảnh hưởng đến giường mạch phổi, chẳng hạn như bệnh phổi kẽ, nhưng có thể giúp phân biệt khí phế thũng với hen suyễn, trong đó DLCO bình thường hoặc tăng cao.",01_copd.txt
69,DLCO,Test,C1516251,,Dùng để đánh giá,Khí phế thũng,DiseaseSubtype,C0034067,,"DLCO giảm không đặc hiệu và giảm trong các rối loạn khác ảnh hưởng đến giường mạch phổi, chẳng hạn như bệnh phổi kẽ, nhưng có thể giúp phân biệt khí phế thũng với hen suyễn, trong đó DLCO bình thường hoặc tăng cao.",01_copd.txt
70,DLCO,Test,C1516251,,Hỗ trợ đánh giá,Bệnh phổi kẽ,Disease,C0206062,,"DLCO giảm không đặc hiệu và giảm trong các rối loạn khác ảnh hưởng đến giường mạch phổi, chẳng hạn như bệnh phổi kẽ",01_copd.txt
71,Doxycycline,Drug,C0013090,,Điều trị,Đợt cấp,DiseaseSubtype,C2919376,,"Trimethoprim/sulfamethoxazole, amoxicillin hoặc doxycycline được cho dùng trong 7 ngày đến 14 ngày.",03_dieutridotcap.txt
72,ECG,Test,C1623258,,Dùng để chẩn đoán,Phì đại thất phải,DiseaseSubtype,C0162770,,Dấu hiệu phì đại thất phải bao gồm sóng R hoặc R′ cao bằng hoặc cao hơn sóng S ở chuyển đạo V1; sóng R nhỏ hơn sóng S ở chuyển đạo V6; trục lệch phải > 110° không có blốc nhánh phải; hoặc phối hợp nào đó của những dấu hiệu này.,01_copd.txt
73,Elastase của bạch cầu trung tính,Mechanism,C0064833,,Gây tổn thương cơ quan,Phổi,Organ,C0024109,,"Các protease tại phổi, như elastase của bạch cầu trung tính, metalloproteinase của gian bào, và cathepsin, làm giảm elastin và mô liên kết trong quá trình sửa chữa mô thông thường.",01_copd.txt
74,Erythromycin,Drug,C0014806,,Lựa chọn thay thế dự phòng,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Erythromycin có thể là một lựa chọn thay thế.,02_dieutri.txt
75,Erythromycin,Drug,C0014806,,Điều trị,Đợt cấp COPD,DiseaseSubtype,C0340044,,Erythromycin có thể là một lựa chọn thay thế.,02_dieutri.txt
76,FEV1,Test,C0849974,,Dùng để chẩn đoán,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Các xét nghiệm chẩn đoán chính là FEV1,01_copd.txt
77,FEV1,Test,C0849974,,Dùng để chẩn đoán,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Các xét nghiệm chẩn đoán chính là FEV1,01_copd.txt
78,Fluoroquinolones,DrugClass,C0949665,,Điều trị,Đợt cấp,DiseaseSubtype,C2919376,,Những loại thuốc này có hiệu quả chống lại các chủng Haemophilus influenzae và Moraxella catarrhalis sản sinh ra beta-lactamase (trước đây gọi là Branhamella catarrhalis) nhưng chưa được chứng minh là có hiệu quả hơn các loại thuốc hàng đầu đối với hầu hết bệnh nhân.,03_dieutridotcap.txt
79,FVC,Test,C3714541,,Là thành phần trong,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Các xét nghiệm chẩn đoán chính là FEV1: Thể tích thở ra gắng sức trong giây đầu tiên sau khi hít vào gắng sức Dung tích sống thở mạnh (FVC): Tổng lượng không khí đã thở ra với sự gắng sức lớn nhất.,01_copd.txt
80,FVC,Test,C3714541,,Là thông số trong,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Các xét nghiệm chẩn đoán chính là FEV1: Thể tích thở ra gắng sức trong giây đầu tiên sau khi hít vào gắng sức Dung tích sống thở mạnh (FVC): Tổng lượng không khí đã thở ra với sự gắng sức lớn nhất.,01_copd.txt
81,"Giảm FEV1, FVC và tỷ lệ FEV1/FVC sau thuốc giãn phế quản",Measurement,Chưa có,Thông số: Chỉ số chức năng hô hấp sau thuốc giãn phế quản,Xác định ngưỡng chẩn đoán cho,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Giảm FEV1, FVC và tỷ lệ FEV1/FVC sau thuốc giãn phế quản là những dấu hiệu đặc trưng.",01_copd.txt
82,"Giảm FEV1, FVC và tỷ lệ FEV1/FVC sau thuốc giãn phế quản",Measurement,Chưa có,Thông số: Chỉ số chức năng hô hấp sau thuốc giãn phế quản,Xác định ngưỡng chẩn đoán cho,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Giảm FEV1, FVC và tỷ lệ FEV1/FVC sau thuốc giãn phế quản là những dấu hiệu đặc trưng.",01_copd.txt
83,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,có biến chứng,Thuyên tắc mạch phổi,Disease,C0034065,,"Tử vong thường do suy hô hấp cấp, viêm phổi, ung thư phổi, bệnh tim, hoặc tắc mạch phổi.",01_copd.txt
84,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,có biến chứng,Tắc mạch phổi,Complication,C0034065,,"Tử vong thường do suy hô hấp cấp, viêm phổi, ung thư phổi, bệnh tim, hoặc tắc mạch phổi.",01_copd.txt
85,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,có biến chứng,Ung thư phổi,Disease,C0684249,,"Tử vong thường do suy hô hấp cấp, viêm phổi, ung thư phổi, bệnh tim, hoặc tắc mạch phổi.",01_copd.txt
86,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,có biến chứng,Viêm phổi,Complication,C0032285,,"Tử vong thường do suy hô hấp cấp, viêm phổi, ung thư phổi, bệnh tim, hoặc tắc mạch phổi.",01_copd.txt
87,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,có bệnh đồng mắc,Bệnh tim,Disease,C0018799,,"Tử vong thường do suy hô hấp cấp, viêm phổi, ung thư phổi, bệnh tim, hoặc tắc mạch phổi.",01_copd.txt
88,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,có bệnh đồng mắc,Loãng xương,Complication,C0029456,,Các rối loạn cùng tồn tại hoặc phức tạp khác ảnh hưởng xấu đến chất lượng cuộc sống và/hoặc thời gian sống thêm bao gồm loãng xương,01_copd.txt
89,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Có triệu chứng cơ năng,Ho đờm,Symptom,C0239134,,Triệu chứng là ho đờm và khó thở phát triển qua nhiều năm,01_copd.txt
90,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Có triệu chứng cơ năng,Đau đầu buổi sáng,Symptom,C0581880,,Đau đầu buổi sáng phát triển trong các chứng bệnh nặng hơn,01_copd.txt
91,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Dẫn đến biến chứng,Suy dinh dưỡng,Complication,C0162429,,Bệnh nhân mắc COPD có nguy cơ sụt cân và thiếu hụt dinh dưỡng,02_dieutri.txt
92,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Dẫn đến biến chứng,Suy hô hấp,Complication,C1145670,,"Các trường hợp nặng có thể có biến chứng do giảm cân, tràn khí màng phổi, các đợt cấp mất bù thường xuyên, suy tim phải và/hoặc suy hô hấp cấp hoặc mạn tính.",01_copd.txt
93,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Dẫn đến biến chứng,Suy hô hấp cấp,Complication,C0264490,,Tử vong thường do suy hô hấp cấp,01_copd.txt
