source_name,source_type,source_cui,source_formatted_attributes,relation_type,target_name,target_type,target_cui,target_formatted_attributes,confidence,agreement_count,total_passes,evidence_span,source_document
Chụp CT mạch,Test,C1536105,,DIAGNOSES,Bệnh mạch thận,Cause,C0020545,,0.9,1,2,"Chẩn đoán bằng cách khám thực thể và chẩn đoán hình ảnh thận bằng siêu âm doppler, chụp CT mạch máu hoặc chụp cộng hưởng từ mạch máu.",04_tanghuyetapdobenhlymachthan.txt
Chụp CT mạch,Test,C1536105,,DIAGNOSES,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,0.9,1,2,"Chẩn đoán bằng cách khám thực thể và chẩn đoán hình ảnh thận bằng siêu âm doppler, chụp CT mạch máu hoặc chụp cộng hưởng từ mạch máu.",04_tanghuyetapdobenhlymachthan.txt
Chụp cộng hưởng từ,Test,C0024485,,DIAGNOSES,Bệnh mạch thận,Cause,C0020545,,0.9,1,2,"Nếu nghi ngờ tăng huyết áp do mạch thận, siêu âm, chụp cộng hưởng từ hoặc chụp CT mạch là những kiểm tra ban đầu không xâm lấn hợp lý.",04_tanghuyetapdobenhlymachthan.txt
Chụp cộng hưởng từ,Test,C0024485,,DIAGNOSES,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,0.9,1,2,"Nếu nghi ngờ tăng huyết áp do mạch thận, siêu âm, chụp cộng hưởng từ hoặc chụp CT mạch là những kiểm tra ban đầu không xâm lấn hợp lý.",04_tanghuyetapdobenhlymachthan.txt
Chụp cộng hưởng từ mạch,Test,C0243032,,DIAGNOSES,Bệnh mạch thận,Cause,C0020545,,0.99,2,2,"Chẩn đoán bằng cách khám thực thể và chẩn đoán hình ảnh thận bằng siêu âm doppler, chụp CT mạch máu hoặc chụp cộng hưởng từ mạch máu.",04_tanghuyetapdobenhlymachthan.txt
Chụp cộng hưởng từ mạch,Test,C0243032,,DIAGNOSES,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,0.99,2,2,"Chẩn đoán bằng cách khám thực thể và chẩn đoán hình ảnh thận bằng siêu âm doppler, chụp CT mạch máu hoặc chụp cộng hưởng từ mạch máu.",04_tanghuyetapdobenhlymachthan.txt
Diện tích lòng động mạch giảm >= 70%,Measurement,,Thông số: Diện tích lòng động mạch; Giá trị: >=70 %,DEFINES_THRESHOLD_FOR,Bệnh mạch thận,Cause,C0020545,,0.95,1,2,Diện tích lòng động mạch phải giảm >= 70% và phải có sự chênh lệch đáng kể sau chỗ hẹp thì tình trạng hẹp mới có khả năng dẫn đến tăng huyết áp (BP).,04_tanghuyetapdobenhlymachthan.txt
Diện tích lòng động mạch giảm >= 70%,Measurement,,Thông số: Diện tích lòng động mạch; Giá trị: >=70 %,DEFINES_THRESHOLD_FOR,Tăng huyết áp,Disease,C0020538,,0.95,1,2,Diện tích lòng động mạch phải giảm >= 70% và phải có sự chênh lệch đáng kể sau chỗ hẹp thì tình trạng hẹp mới có khả năng dẫn đến tăng huyết áp (BP).,04_tanghuyetapdobenhlymachthan.txt
Diện tích lòng động mạch giảm >= 70%,Measurement,,Thông số: Diện tích lòng động mạch; Giá trị: >=70 %,DEFINES_THRESHOLD_FOR,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,0.95,1,2,Diện tích lòng động mạch phải giảm >= 70% và phải có sự chênh lệch đáng kể sau chỗ hẹp thì tình trạng hẹp mới có khả năng dẫn đến tăng huyết áp (BP).,04_tanghuyetapdobenhlymachthan.txt
Ghép thận tự thân,Treatment,C0194194,,TREATS,Loạn sản xơ cơ động mạch thận,Disease,C0155761,,0.9,1,2,"Đôi khi những phẫu thuật bắc cầu này đòi hỏi những kĩ thuật vi mạch mà chỉ có thể thực hiện bên ngoài cơ thể, sau đó ghép thận tự thân.",04_tanghuyetapdobenhlymachthan.txt
Hoạt độ renin tĩnh mạch,Test,,,DIAGNOSES,Hẹp động mạch thận 1 bên,DiseaseSubtype,,,0.99,2,2,"Tuy nhiên, ở những bệnh nhân hẹp động mạch thận 1 bên, tỷ lệ hoạt tính của renin ở tĩnh mạch thận > 1,5 (bên động mạch hẹp so với bên không hẹp) thường là tiên lượng tốt cho việc tái thông mạch máu.",04_tanghuyetapdobenhlymachthan.txt
Hẹp hoặc tắc động mạch thận,Cause,,stenosis_degree: > 70%,CAUSES,Tăng huyết áp,Disease,C0020538,,0.99,2,2,Hẹp (> 70%) hoặc tắc động mạch thận có thể gây tăng huyết áp,04_tanghuyetapdobenhlymachthan.txt
Hẹp hoặc tắc động mạch thận,Cause,,stenosis_degree: > 70%,PART_OF_MECHANISM,Kích thích giải phóng renin,Mechanism,,,0.99,2,2,"Hẹp động mạch hay tắc động mạch thận chính, động mạch thận phụ, hoặc bất kỳ nhánh nào của chúng có thể gây tăng huyết áp qua cơ chế kích thích giải phóng renin từ phức hợp cạnh cầu thận.",04_tanghuyetapdobenhlymachthan.txt
Khám thực thể,Test,C0031809,,DIAGNOSES,Bệnh mạch thận,Cause,C0020545,,0.99,2,2,"Chẩn đoán bằng cách khám thực thể và chẩn đoán hình ảnh thận bằng siêu âm doppler, chụp CT mạch máu hoặc chụp cộng hưởng từ mạch máu.",04_tanghuyetapdobenhlymachthan.txt
Khám thực thể,Test,C0031809,,DIAGNOSES,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,0.99,2,2,"Chẩn đoán bằng cách khám thực thể và chẩn đoán hình ảnh thận bằng siêu âm doppler, chụp CT mạch máu hoặc chụp cộng hưởng từ mạch máu.",04_tanghuyetapdobenhlymachthan.txt
Kích thích giải phóng renin,Mechanism,,,UNDERLIES,Bệnh mạch thận,Cause,C0020545,,0.9,1,2,"Hẹp động mạch hay tắc động mạch thận chính, động mạch thận phụ, hoặc bất kỳ nhánh nào của chúng có thể gây tăng huyết áp qua cơ chế kích thích giải phóng renin từ phức hợp cạnh cầu thận.",04_tanghuyetapdobenhlymachthan.txt
Kích thích giải phóng renin,Mechanism,,,UNDERLIES,Tăng huyết áp,Disease,C0020538,,0.9,1,2,"Hẹp động mạch hay tắc động mạch thận chính, động mạch thận phụ, hoặc bất kỳ nhánh nào của chúng có thể gây tăng huyết áp qua cơ chế kích thích giải phóng renin từ phức hợp cạnh cầu thận.",04_tanghuyetapdobenhlymachthan.txt
Kích thích giải phóng renin,Mechanism,,,UNDERLIES,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,0.9,1,2,"Hẹp động mạch hay tắc động mạch thận chính, động mạch thận phụ, hoặc bất kỳ nhánh nào của chúng có thể gây tăng huyết áp qua cơ chế kích thích giải phóng renin từ phức hợp cạnh cầu thận.",04_tanghuyetapdobenhlymachthan.txt
Nong mạch qua da,Treatment,C5942440,,TREATS,Bệnh mạch thận,Cause,C0020545,,0.99,2,2,Điều trị bằng thuốc và đôi khi tái thông mạch máu bằng nong mạch qua da hoặc phẫu thuật.,04_tanghuyetapdobenhlymachthan.txt
Nong mạch qua da,Treatment,C5942440,,TREATS,Loạn sản xơ cơ động mạch thận,Disease,C0155761,,0.99,2,2,"Đối với hầu hết bệnh nhân bị loạn sản xơ cơ động mạch thận, phương pháp nong mạch qua da (PTA) được khuyến nghị.",04_tanghuyetapdobenhlymachthan.txt
Nong mạch qua da,Treatment,C5942440,,TREATS,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,0.99,2,2,Điều trị bằng thuốc và đôi khi tái thông mạch máu bằng nong mạch qua da hoặc phẫu thuật.,04_tanghuyetapdobenhlymachthan.txt
Phẫu thuật,Treatment,C0543467,,TREATS,Bệnh mạch thận,Cause,C0020545,,0.99,2,2,Điều trị bằng thuốc và đôi khi tái thông mạch máu bằng nong mạch qua da hoặc phẫu thuật.,04_tanghuyetapdobenhlymachthan.txt
Phẫu thuật,Treatment,C0543467,,TREATS,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,0.99,2,2,Điều trị bằng thuốc và đôi khi tái thông mạch máu bằng nong mạch qua da hoặc phẫu thuật.,04_tanghuyetapdobenhlymachthan.txt
Phẫu thuật bắc cầu bằng tĩnh mạch hiển,Treatment,,,TREATS,Loạn sản xơ cơ động mạch thận,Disease,C0155761,,0.99,2,2,Phẫu thuật bắc cầu bằng tĩnh mạch hiển được khuyến cáo chỉ khi bệnh nặng ở những nhánh của động mạch thận mà PTA không thể thực hiện được.,04_tanghuyetapdobenhlymachthan.txt
Renin,Mechanism,C0035094,,UNDERLIES,Tăng huyết áp,Disease,C0020538,,0.98,2,2,Hẹp (> 70%) hoặc tắc động mạch thận có thể gây tăng huyết áp bằng cách kích thích sự giải phóng renin,04_tanghuyetapdobenhlymachthan.txt
Siêu âm,Test,C0041618,,DIAGNOSES,Bệnh mạch thận,Cause,C0020545,,0.99,2,2,"Nếu nghi ngờ tăng huyết áp do mạch thận, siêu âm, chụp cộng hưởng từ hoặc chụp CT mạch là những kiểm tra ban đầu không xâm lấn hợp lý.",04_tanghuyetapdobenhlymachthan.txt
Siêu âm,Test,C0041618,,DIAGNOSES,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,0.99,2,2,"Nếu nghi ngờ tăng huyết áp do mạch thận, siêu âm, chụp cộng hưởng từ hoặc chụp CT mạch là những kiểm tra ban đầu không xâm lấn hợp lý.",04_tanghuyetapdobenhlymachthan.txt
Siêu âm Doppler,Test,C0162481,,DIAGNOSES,Bệnh mạch thận,Cause,C0020545,,0.99,2,2,"Chẩn đoán bằng cách khám thực thể và chẩn đoán hình ảnh thận bằng siêu âm doppler, chụp CT mạch máu hoặc chụp cộng hưởng từ mạch máu.",04_tanghuyetapdobenhlymachthan.txt
Siêu âm Doppler,Test,C0162481,,DIAGNOSES,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,0.99,2,2,"Chẩn đoán bằng cách khám thực thể và chẩn đoán hình ảnh thận bằng siêu âm doppler, chụp CT mạch máu hoặc chụp cộng hưởng từ mạch máu.",04_tanghuyetapdobenhlymachthan.txt
Thuốc chống kết tập tiểu cầu,DrugClass,C0085826,,TREATS,Loạn sản xơ cơ động mạch thận,Disease,C0155761,,0.9,1,2,"thuốc chống kết tập tiểu cầu (ví dụ: aspirin, clopidogrel) được dùng sau đó.",04_tanghuyetapdobenhlymachthan.txt
Thuốc cản quang,Drug,C0009924,,CONTRAINDICATED_IN,Suy giảm chức năng thận,Complication,C1565489,,0.9,1,2,Việc sử dụng kỹ thuật này cũng bị hạn chế do phơi nhiễm với thuốc cản quang phóng xạ trên bệnh nhân suy thận.,04_tanghuyetapdobenhlymachthan.txt
Thuốc cản quang,Drug,C0009924,,CONTRAINDICATED_IN,Suy thận,Disease,C1565489,,0.9,1,2,Việc sử dụng kỹ thuật này cũng bị hạn chế do phơi nhiễm với thuốc cản quang phóng xạ trên bệnh nhân suy thận.,04_tanghuyetapdobenhlymachthan.txt
Thuốc cản quang phóng xạ,Drug,C0182638,,CONTRAINDICATED_IN,Suy giảm chức năng thận,Complication,C1565489,,0.9,1,2,Việc sử dụng kỹ thuật này cũng bị hạn chế do phơi nhiễm với thuốc cản quang phóng xạ trên bệnh nhân suy thận.,04_tanghuyetapdobenhlymachthan.txt
Thuốc cản quang phóng xạ,Drug,C0182638,,CONTRAINDICATED_IN,Suy thận,Disease,C1565489,,0.9,1,2,Việc sử dụng kỹ thuật này cũng bị hạn chế do phơi nhiễm với thuốc cản quang phóng xạ trên bệnh nhân suy thận.,04_tanghuyetapdobenhlymachthan.txt
Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,HAS_SIGN,Tiếng thổi hai thì ở vùng thượng vị,Sign,,,0.85,1,2,"Tiếng thổi hai thì ở vùng thượng vị, thường lan sang bên và đôi khi lan ra sau lưng thường là bệnh lý, nhưng triệu chứng này chỉ xuất hiện ở 50% bệnh nhân với loạn sản xơ cơ và hiếm gặp ở những bệnh nhân có xơ vữa động mạch thận.",04_tanghuyetapdobenhlymachthan.txt
Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,HAS_SIGN,Tiếng thổi động mạch thận,Sign,,,0.99,2,2,Tiếng thổi động mạch thận có thể nghe thấy ở < 50% bệnh nhân.,04_tanghuyetapdobenhlymachthan.txt
Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,LEADS_TO,Phù phổi,Disease,C0034063,,0.8,1,2,"các đợt phù phổi hoặc suy tim cấp, tái diễn không rõ nguyên nhân cũng gợi ý tăng huyết áp do mạch thận.",04_tanghuyetapdobenhlymachthan.txt
Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,LEADS_TO,Suy tim cấp,Complication,C0264714,,0.8,1,2,"các đợt phù phổi hoặc suy tim cấp, tái diễn không rõ nguyên nhân cũng gợi ý tăng huyết áp do mạch thận.",04_tanghuyetapdobenhlymachthan.txt
Tăng huyết áp mức độ nặng,DiseaseSubtype,C5395247,,IS_SUBTYPE_OF,Tăng huyết áp,Disease,C0020538,,0.99,1,2,Tăng huyết áp ban đầu ở mức độ nặng (ví dụ: huyết áp tâm thu > 180 mm Hg),04_tanghuyetapdobenhlymachthan.txt
Tắc nghẽn động mạch thận,Cause,C0035066,,CAUSES,Bệnh mạch thận,Cause,C0020545,,0.99,2,2,Tăng huyết áp do mạch thận là huyết áp tăng lên do tắc nghẽn một phần hoặc toàn bộ một hoặc nhiều động mạch thận hoặc nhánh của nó.,04_tanghuyetapdobenhlymachthan.txt
Tắc nghẽn động mạch thận,Cause,C0035066,,CAUSES,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,0.99,2,2,Tăng huyết áp do mạch thận là huyết áp tăng lên do tắc nghẽn một phần hoặc toàn bộ một hoặc nhiều động mạch thận hoặc nhánh của nó.,04_tanghuyetapdobenhlymachthan.txt
Tổn thương động mạch thận,Cause,C0160725,,CAUSES,Bệnh mạch thận,Cause,C0020545,,0.99,2,2,tăng huyết áp do mạch thận (có thể do tổn thương động mạch thận),04_tanghuyetapdobenhlymachthan.txt
Tổn thương động mạch thận,Cause,C0160725,,CAUSES,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,0.99,2,2,tăng huyết áp do mạch thận (có thể do tổn thương động mạch thận),04_tanghuyetapdobenhlymachthan.txt
Tỷ lệ hoạt tính renin tĩnh mạch thận > 1.5,Measurement,,Thông số: Tỷ lệ hoạt tính renin tĩnh mạch thận; Giá trị: >1.5,DEFINES_THRESHOLD_FOR,Hẹp động mạch thận 1 bên,DiseaseSubtype,,,0.99,2,2,"ở những bệnh nhân hẹp động mạch thận 1 bên, tỷ lệ hoạt tính của renin ở tĩnh mạch thận > 1,5 (bên động mạch hẹp so với bên không hẹp) thường là tiên lượng tốt cho việc tái thông mạch máu.",04_tanghuyetapdobenhlymachthan.txt
Xơ vữa động mạch thận,Cause,C0155734,,CAUSES,Bệnh mạch máu thận,Disease,C0268790,,0.99,2,2,"Nhìn chung, khoảng 80% số trường hợp là do xơ vữa động mạch thận và 20% số trường hợp do loạn sản sợi cơ.",04_tanghuyetapdobenhlymachthan.txt
Điều trị bằng thuốc,Treatment,C0013216,,TREATS,Bệnh mạch thận,Cause,C0020545,,0.99,1,2,Điều trị bằng thuốc và đôi khi tái thông mạch máu bằng nong mạch qua da hoặc phẫu thuật.,04_tanghuyetapdobenhlymachthan.txt
Điều trị bằng thuốc,Treatment,C0013216,,TREATS,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,0.99,1,2,Điều trị bằng thuốc và đôi khi tái thông mạch máu bằng nong mạch qua da hoặc phẫu thuật.,04_tanghuyetapdobenhlymachthan.txt
Điều trị nội khoa,Treatment,C0237726,,TREATS,Bệnh mạch thận,Cause,C0020545,,0.99,1,2,Điều trị bằng thuốc và đôi khi tái thông mạch máu bằng nong mạch qua da hoặc phẫu thuật.,04_tanghuyetapdobenhlymachthan.txt
Điều trị nội khoa,Treatment,C0237726,,TREATS,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,0.99,1,2,Điều trị bằng thuốc và đôi khi tái thông mạch máu bằng nong mạch qua da hoặc phẫu thuật.,04_tanghuyetapdobenhlymachthan.txt
Điều trị nội khoa tích cực,Treatment,,,TREATS,Tăng huyết áp,Disease,C0020538,,0.99,4,2,Tất cả các bệnh nhân đều nên được kiểm soát huyết áp bằng điều trị nội khoa tích cực.,04_tanghuyetapdobenhlymachthan.txt
Đặt stent,Treatment,C2348535,,TREATS,Loạn sản xơ cơ động mạch thận,Disease,C0155761,,0.99,2,2,Đặt stent làm giảm nguy cơ tái hẹp,04_tanghuyetapdobenhlymachthan.txt
Đặt stent động mạch thận,Treatment,C1322812,,TREATS,Hẹp động mạch thận do xơ vữa động mạch,DiseaseSubtype,C0340557,,0.99,2,2,việc đặt stent không cải thiện kết quả so với chỉ điều trị nội khoa.,04_tanghuyetapdobenhlymachthan.txt
