STT,Thực thể nguồn (Source),Loại nguồn (Type),Mã CUI nguồn,Chỉ số nguồn (Attributes),Quan hệ lâm sàng (Relation),Thực thể đích (Target),Loại đích (Type),Mã CUI đích,Chỉ số đích (Attributes),Bằng chứng văn bản gốc (Evidence Span),Tài liệu nguồn
42,Huyết áp không đạt mục tiêu,Measurement,Chưa có,Thông số: Huyết áp; status: không kiểm soát,Xác định ngưỡng chẩn đoán cho,Tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,Tăng huyết áp kháng trị được định nghĩa là huyết áp không được kiểm soát đạt mục tiêu mặc dù đã tuân thủ 3 loại thuốc hạ huyết áp liều phù hợp thuộc các nhóm khác nhau (bao gồm thuốc lợi tiểu) và sau khi hiệu ứng áo choàng trắng đã được loại trừ.,01_tanghuyetap.txt
43,Huyết áp mục tiêu < 130/80 mmHg,Measurement,Chưa có,Thông số: Huyết áp mục tiêu; Huyết áp 130/80 mmHg,Xác định ngưỡng chẩn đoán cho,Tăng huyết áp,Disease,C0020538,,"Giảm huyết áp xuống thành < 130/80 mm Hg, bao gồm cả những người mắc bệnh thận hoặc tiểu đường.",01_tanghuyetap.txt
44,Huyết áp tâm thu >= 130 mmHg,Measurement,Chưa có,Thông số: Huyết áp tâm thu; Giá trị: >=130 mmHg,Xác định ngưỡng chẩn đoán cho,Tăng huyết áp,Disease,C0020538,,Tăng huyết áp được định nghĩa là huyết áp tâm thu (HA) >= 130 mm Hg hoặc huyết áp tâm trương >= 80 mm Hg hoặc đang dùng thuốc điều trị tăng huyết áp.,01_tanghuyetap.txt
45,Huyết áp tâm thu ban đầu > 160 mmHg,Measurement,Chưa có,Thông số: Huyết áp tâm thu; Giá trị: >160 mmHg,Xác định ngưỡng chẩn đoán cho,Tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,"Nếu huyết áp tâm thu ban đầu > 160 mm Hg, nên bắt đầu dùng 2 loại thuốc bất kể nguy cơ mắc bệnh tim mạch.",01_tanghuyetap.txt
46,Huyết áp tâm thu lúc nghỉ >= 130 mmHg,Measurement,Chưa có,Thông số: Huyết áp tâm thu lúc nghỉ; Giá trị: >=130 mmHg,Xác định ngưỡng chẩn đoán cho,Tăng huyết áp,Disease,C0020538,,"Tăng huyết áp là tình trạng tăng liên tục của huyết áp tâm thu lúc nghỉ (>= 130 mmHg) hoặc huyết áp tâm trương lúc nghỉ (>= 80 mm Hg), hoặc cả hai.",01_tanghuyetap.txt
47,Huyết áp tâm thu lúc nghỉ xác định THA: >= 130 mmHg,Measurement,Chưa có,Thông số: Huyết áp tâm thu lúc nghỉ; Huyết áp <130/<80 mmHg,Xác định ngưỡng chẩn đoán cho,Tăng huyết áp,Disease,C0020538,,"Tăng huyết áp là tình trạng tăng liên tục của huyết áp tâm thu lúc nghỉ (>= 130 mmHg) hoặc huyết áp tâm trương lúc nghỉ (>= 80 mm Hg), hoặc cả hai.",01_tanghuyetap.txt
48,Huyết áp tâm trương >= 80 mmHg,Measurement,Chưa có,Thông số: Huyết áp tâm trương; Giá trị: >=80 mmHg,Xác định ngưỡng chẩn đoán cho,Tăng huyết áp,Disease,C0020538,,Tăng huyết áp được định nghĩa là huyết áp tâm thu (HA) >= 130 mm Hg hoặc huyết áp tâm trương >= 80 mm Hg hoặc đang dùng thuốc điều trị tăng huyết áp.,01_tanghuyetap.txt
49,Huyết áp tâm trương lúc nghỉ >= 80 mmHg,Measurement,Chưa có,Thông số: Huyết áp tâm trương lúc nghỉ; Giá trị: >=80 mmHg,Xác định ngưỡng chẩn đoán cho,Tăng huyết áp,Disease,C0020538,,"Tăng huyết áp là tình trạng tăng liên tục của huyết áp tâm thu lúc nghỉ (>= 130 mmHg) hoặc huyết áp tâm trương lúc nghỉ (>= 80 mm Hg), hoặc cả hai.",01_tanghuyetap.txt
50,Hạ kali máu,Sign,C0020621,,Làm thay đổi / điều biến,Angiotensin II,Mechanism,C3714928,,"kali huyết tương thấp (< 3,5 mmol/L [ < 3,5 mmol/L]) làm tăng sự co mạch do sự đóng các kênh kali.",01_tanghuyetap.txt
51,Hẹp lòng tiểu động mạch,Mechanism,Chưa có,,Là cơ chế sinh bệnh học của,Tăng huyết áp,Disease,C0020538,,"Ở thận, xơ vữa làm hẹp lòng tiểu động mạch, làm tăng tổng sức cản mạch ngoại vi, dẫn đến tăng huyết áp.",01_tanghuyetap.txt
52,Hẹp động mạch thận,Cause,C0035067,,Là nguyên nhân gây ra,Nguyên nhân thứ phát gây tăng huyết áp,Cause,C0155616,,"Ngưng thở khi ngủ, bệnh thận mạn tính hoặc hẹp động mạch thận là những nguyên nhân khác gây tăng huyết áp thứ phát.",01_tanghuyetap.txt
53,Hẹp động mạch thận,Cause,C0035067,,Là nguyên nhân gây ra,Tăng huyết áp thứ phát,DiseaseSubtype,C0155616,,"Ngưng thở khi ngủ, bệnh thận mạn tính hoặc hẹp động mạch thận là những nguyên nhân khác gây tăng huyết áp thứ phát.",01_tanghuyetap.txt
54,Hệ thần kinh giao cảm,Mechanism,C0039044,,Là một phần của cơ chế,Renin,Mechanism,C0035094,,Hệ thần kinh giao cảm kích thích sự bài tiết renin qua trung gian bởi kích thích các thụ thể beta (thông qua thần kinh thận),01_tanghuyetap.txt
55,Hệ thống renin-angiotensin,Mechanism,C0035096,,Là cơ chế sinh bệnh học của,Tăng huyết áp tiên phát,DiseaseSubtype,C0085580,,"trong tăng huyết áp tiên phát huyết động và các thành phần sinh lý (ví dụ: thể tích huyết tương, hoạt động của hệ renin-angiotensin) rất biến đổi",01_tanghuyetap.txt
56,Hở van động mạch chủ,Cause,C0003504,,Là nguyên nhân gây ra,Tăng huyết áp tâm thu đơn độc,DiseaseSubtype,C0745133,,"Một số rối loạn làm tăng CO (ví dụ: nhiễm độc giáp, rò động-tĩnh mạch, hở van động mạch chủ), đặc biệt khi thể tích nhát bóp tăng lên, gây tăng huyết áp tâm thu đơn độc.",01_tanghuyetap.txt
57,Kali máu < 3.5 mmol/L,Measurement,C0020621,Thông số: Kali máu; Giá trị: <3.5 mmol/L,Làm thay đổi / điều biến,Angiotensin II,Mechanism,C3714928,,"kali huyết tương thấp (< 3,5 mmol/L [ < 3,5 mmol/L]) làm tăng sự co mạch do sự đóng các kênh kali.",01_tanghuyetap.txt
58,Khám thực thể,Test,C0031809,,Dùng để chẩn đoán,Tăng huyết áp,Disease,C0020538,,"Tiền sử, khám thực thể, và các xét nghiệm cận lâm sàng khác giúp xác định nguyên nhân và xác định xem đã có tổn thương các cơ quan đích hay chưa.",01_tanghuyetap.txt
59,Không tuân thủ điều trị,RiskFactor,C0746935,,Làm tăng nguy cơ mắc,Tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,"Việc không tuân thủ điều trị, đặc biệt vì cần phải điều trị suốt đời, có thể cản trở việc kiểm soát huyết áp thích hợp.",01_tanghuyetap.txt
60,Kích thích thần kinh giao cảm,Mechanism,C0038996,,Là một phần của cơ chế,Renin,Mechanism,C0035094,,Hệ thần kinh giao cảm kích thích sự bài tiết renin,01_tanghuyetap.txt
61,Kích thích thần kinh giao cảm,Mechanism,C0038996,,Là cơ chế sinh bệnh học của,Tăng huyết áp,Disease,C0020538,,Kích thích thần kinh giao cảm làm tăng huyết áp,01_tanghuyetap.txt
62,Liệu pháp kích hoạt Baroreflex,Treatment,C3898150,,Điều trị,Tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,Liệu pháp kích hoạt Baroreflex đã được đề xuất để kiểm soát tình trạng tăng huyết áp kháng thuốc,01_tanghuyetap.txt
63,Lão hóa,RiskFactor,C0001811,,Làm tăng nguy cơ mắc,Động mạch cứng,DiseaseSubtype,C0003850,,"Giảm oxit nitric, do động mạch cứng, xảy ra khi lão hóa",01_tanghuyetap.txt
64,Lượng natri cao,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Tăng huyết áp tiên phát,DiseaseSubtype,C0085580,,"tuy nhiên, ở những bệnh nhân trên 65 tuổi, lượng natri cao có nhiều khả năng gây tăng huyết áp.",01_tanghuyetap.txt
65,"Na+, K+-ATPase",Mechanism,C1149024,,Là một phần của cơ chế,Norepinephrine,Mechanism,C0028351,,"Bởi vì bơm Na+, K+-ATPase có thể bơm norepinephrine trở lại các tế bào thần kinh giao cảm (do đó bất hoạt chất dẫn truyền thần kinh này), sự ức chế cơ chế này cũng có thể làm tăng tác dụng của norepinephrine, gây tăng huyết áp.",01_tanghuyetap.txt
66,"Na+, K+-ATPase",Mechanism,C1149024,,Là cơ chế sinh bệnh học của,Tăng huyết áp,Disease,C0020538,,"Trong nhiều trường hợp tăng huyết áp, quá trình vận chuyển natri qua màng tế bào mạch máu trở nên bất thường vì bơm natri-kali (Na+, K+-ATPase) bị khiếm khuyết hoặc bị ức chế",01_tanghuyetap.txt
67,Nam giới,RiskFactor,C1706180,,Làm tăng nguy cơ mắc,Tăng huyết áp ẩn,DiseaseSubtype,C3178811,,Nhóm bệnh nhân này có thể chiếm từ 10% đến 30% dân số trưởng thành và phổ biến hơn ở nam giới,01_tanghuyetap.txt
68,Nguyên nhân thứ phát,Cause,C3262233,,Là nguyên nhân gây ra,Tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,Nguyên nhân thứ phát gây tăng huyết áp phải được loại trừ khi đánh giá tình trạng tăng huyết áp kháng trị.,01_tanghuyetap.txt
69,Nguyên nhân thứ phát gây tăng huyết áp,Cause,C0155616,,Là nguyên nhân gây ra,Tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,Nguyên nhân thứ phát gây tăng huyết áp phải được loại trừ khi đánh giá tình trạng tăng huyết áp kháng trị.,01_tanghuyetap.txt
70,Nguyên nhân xác định,Cause,Chưa có,,Là nguyên nhân gây ra,Nguyên nhân thứ phát gây tăng huyết áp,Cause,C0155616,,Thứ phát (một nguyên nhân được xác định),01_tanghuyetap.txt
71,Nguyên nhân xác định,Cause,Chưa có,,Là nguyên nhân gây ra,Tăng huyết áp thứ phát,DiseaseSubtype,C0155616,,Thứ phát (một nguyên nhân được xác định),01_tanghuyetap.txt
72,Ngưng thở khi ngủ,Cause,C0037315,,Là nguyên nhân gây ra,Nguyên nhân thứ phát gây tăng huyết áp,Cause,C0155616,,"Ngưng thở khi ngủ, bệnh thận mạn tính hoặc hẹp động mạch thận là những nguyên nhân khác gây tăng huyết áp thứ phát.",01_tanghuyetap.txt
73,Ngưng thở khi ngủ,Cause,C0037315,,Là nguyên nhân gây ra,Tăng huyết áp thứ phát,DiseaseSubtype,C0155616,,"Ngưng thở khi ngủ, bệnh thận mạn tính hoặc hẹp động mạch thận là những nguyên nhân khác gây tăng huyết áp thứ phát.",01_tanghuyetap.txt
74,Người da đen không phải gốc Tây Ban Nha,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Tăng huyết áp ẩn,DiseaseSubtype,C3178811,,"Nhóm bệnh nhân này có thể chiếm từ 10% đến 30% dân số trưởng thành và phổ biến hơn ở nam giới, người da đen không phải gốc Tây Ban Nha và những người mắc bệnh tiểu đường.",01_tanghuyetap.txt
75,Nhiễm độc giáp,Cause,C0040156,,Là nguyên nhân gây ra,Tăng huyết áp tâm thu đơn độc,DiseaseSubtype,C0745133,,"Một số rối loạn làm tăng CO (ví dụ: nhiễm độc giáp, rò động-tĩnh mạch, hở van động mạch chủ), đặc biệt khi thể tích nhát bóp tăng lên, gây tăng huyết áp tâm thu đơn độc.",01_tanghuyetap.txt
76,Norepinephrine,Mechanism,C0028351,,Là cơ chế sinh bệnh học của,Tăng huyết áp,Disease,C0020538,,"sự ức chế cơ chế này cũng có thể làm tăng tác dụng của norepinephrine, gây tăng huyết áp.",01_tanghuyetap.txt
77,Nồng độ natri và canxi nội bào,Mechanism,Chưa có,,Là một phần của cơ chế,Kích thích thần kinh giao cảm,Mechanism,C0038996,,"Kết quả là lượng natri và canxi nội bào tăng lên, khiến tế bào nhạy cảm hơn với kích thích thần kinh giao cảm.",01_tanghuyetap.txt
78,Oxit nitric,Mechanism,C0028128,,Là cơ chế sinh bệnh học của,Nhạy cảm với muối,DiseaseSubtype,C0600534,,tình trạng giảm này góp phần gây nhạy cảm với muối,01_tanghuyetap.txt
79,Oxit nitric,Mechanism,C0028128,,Là cơ chế sinh bệnh học của,Tăng huyết áp,Disease,C0020538,,"Thiếu hụt chất giãn mạch (ví dụ: bradykinin, oxit nitric), thay vì sự dư thừa chất co mạch (ví dụ: angiotensin, norepinephrine), có thể gây tăng huyết áp.",01_tanghuyetap.txt
80,Phác đồ 2 loại thuốc,Treatment,Chưa có,,Điều trị,Tăng huyết áp,Disease,C0020538,,"Nếu không đạt được huyết áp mục tiêu bằng 2 loại thuốc, một loại thuốc thứ ba trong số các loại thuốc ban đầu sẽ được thêm vào.",01_tanghuyetap.txt
81,Phác đồ >= 4 loại thuốc hạ huyết áp,Treatment,Chưa có,Thông số: Số lượng thuốc; min_value: 4,Điều trị,Tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,"Đối với tăng huyết áp kháng trị (huyết áp vẫn cao hơn mục tiêu mặc dù sử dụng 3 loại thuốc hạ huyết áp khác nhau), thường cần từ 4 loại thuốc trở lên.",01_tanghuyetap.txt
82,Phân tích nước tiểu,Test,C0042014,,Dùng để chẩn đoán,Tăng huyết áp,Disease,C0020538,,"Các xét nghiệm có thể bao gồm Phân tích nước tiểu và tỷ lệ albumin/creatinin niệu; nếu bất thường, cân nhắc siêu âm thận",01_tanghuyetap.txt
83,Phẫu thuật mạch thận,Treatment,Chưa có,,Điều trị,Tăng huyết áp,Disease,C0020538,,các phương pháp điều trị các nguyên nhân thứ phát (ví dụ phẫu thuật mạch thận) để khôi phục lại huyết áp bình thường,01_tanghuyetap.txt
84,Renin,Mechanism,C0035094,,Là cơ chế sinh bệnh học của,Angiotensin II,Mechanism,C3714928,,"Renin, một enzym được hình thành trong phức hợp cận cầu thận, xúc tác quá trình chuyển đổi angiotensinogen thành angiotensin I.",01_tanghuyetap.txt
85,Rò động-tĩnh mạch,Cause,C0003855,,Là nguyên nhân gây ra,Tăng huyết áp tâm thu đơn độc,DiseaseSubtype,C0745133,,"Một số rối loạn làm tăng CO (ví dụ: nhiễm độc giáp, rò động-tĩnh mạch, hở van động mạch chủ), đặc biệt khi thể tích nhát bóp tăng lên, gây tăng huyết áp tâm thu đơn độc.",01_tanghuyetap.txt
86,Rối loạn chức năng tế bào nội mô,Mechanism,C0856169,,Là cơ chế sinh bệnh học của,Tăng huyết áp,Disease,C0020538,,"Do đó, rối loạn chức năng tế bào nội mô ảnh hưởng lớn đến huyết áp.",01_tanghuyetap.txt
87,Rối loạn hệ thần kinh trung ương,Disease,C0007682,,Gây tổn thương cơ quan,Hệ thần kinh trung ương,Organ,C3714787,,rối loạn hệ thần kinh trung ương (CNS),01_tanghuyetap.txt
88,Siêu âm thận,Test,C0203408,,Dùng để chẩn đoán,Tăng huyết áp,Disease,C0020538,,"nếu bất thường, cân nhắc siêu âm thận",01_tanghuyetap.txt
89,Siêu âm tim,Test,C0013516,,Dùng để chẩn đoán,Phì đại thất trái,DiseaseSubtype,C0149721,,"Khi quan sát thấy phì đại thất trái trên ECG, siêu âm tim thường sẽ được thực hiện.",01_tanghuyetap.txt
