source_name,source_type,source_cui,source_formatted_attributes,relation_type,target_name,target_type,target_cui,target_formatted_attributes,confidence,agreement_count,total_passes,evidence_span,source_document
Labetalol,Drug,C0022860,,TREATS,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,0.99,4,2,"Giảm huyết áp động mạch trung bình khoảng 20 đến 25% trong giờ đầu tiên bằng cách sử dụng thuốc theo đường tĩnh mạch có thể chuẩn độ, tác dụng ngắn như clevidipine, nitroglycerin, fenoldopam, nicardipine hoặc labetalol.",02_thuocdieutri.txt
Labetalol,Drug,C0022860,,TREATS,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,0.99,4,2,"Giảm huyết áp động mạch trung bình khoảng 20 đến 25% trong giờ đầu tiên bằng cách sử dụng thuốc theo đường tĩnh mạch có thể chuẩn độ, tác dụng ngắn như clevidipine, nitroglycerin, fenoldopam, nicardipine hoặc labetalol.",02_thuocdieutri.txt
Liệu pháp phối hợp 2 thuốc chống tăng huyết áp,Treatment,,,TREATS,Tăng huyết áp nặng,DiseaseSubtype,C5395247,,0.99,2,2,liệu pháp phối hợp 2 thuốc chống tăng huyết áp đường uống (đối với tăng huyết áp nặng),02_thuocdieutri.txt
Lo lắng,Cause,C0003467,,CAUSES,Tăng huyết áp khẩn cấp,DiseaseSubtype,C0745138,,0.99,2,2,Lo lắng cho đến nay là nguyên nhân phổ biến nhất của tình trạng tăng huyết áp khẩn cấp.,02_thuocdieutri.txt
Làm chậm nhịp tim,Mechanism,C0428977,,UNDERLIES,Tăng huyết áp,Disease,C0020538,,0.9,1,2,"Thuốc chẹn beta làm chậm nhịp tim và giảm khả năng co bóp cơ tim, do đó làm giảm huyết áp.",02_thuocdieutri.txt
Mục tiêu giảm MAP: 20% - 25% trong 1-2 giờ,Measurement,,Thông số: MAP (Mean Arterial Pressure); min_value: 20; max_value: 25; time_frame: 1-2 giờ,DEFINES_THRESHOLD_FOR,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,0.985,2,2,nhìn chung giảm 20% đến 25% MAP trong khoảng một hoặc hai giờ là phù hợp,02_thuocdieutri.txt
Mục tiêu giảm MAP: 20% - 25% trong 1-2 giờ,Measurement,,Thông số: MAP (Mean Arterial Pressure); min_value: 20; max_value: 25; time_frame: 1-2 giờ,DEFINES_THRESHOLD_FOR,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,0.985,2,2,nhìn chung giảm 20% đến 25% MAP trong khoảng một hoặc hai giờ là phù hợp,02_thuocdieutri.txt
Mức lọc cầu thận < 30 mL/phút,Measurement,,Thông số: Mức lọc cầu thận; Giá trị: <30 mL/phút,DEFINES_THRESHOLD_FOR,Bệnh thận mạn tính giai đoạn 4,DiseaseSubtype,C2317473,,0.99,2,2,chlorthalidone đã được chứng minh là có hiệu quả trong việc cải thiện huyết áp trên bệnh nhân có mức lọc cầu thận < 30 mL/phút.,02_thuocdieutri.txt
Nicardipine,Drug,C0028005,,TREATS,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,0.99,4,2,"Giảm huyết áp động mạch trung bình khoảng 20 đến 25% trong giờ đầu tiên bằng cách sử dụng thuốc theo đường tĩnh mạch có thể chuẩn độ, tác dụng ngắn như clevidipine, nitroglycerin, fenoldopam, nicardipine hoặc labetalol.",02_thuocdieutri.txt
Nicardipine,Drug,C0028005,,TREATS,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,0.99,4,2,"Giảm huyết áp động mạch trung bình khoảng 20 đến 25% trong giờ đầu tiên bằng cách sử dụng thuốc theo đường tĩnh mạch có thể chuẩn độ, tác dụng ngắn như clevidipine, nitroglycerin, fenoldopam, nicardipine hoặc labetalol.",02_thuocdieutri.txt
Nicardipine,Drug,C0028005,,TREATS,Tăng huyết áp sau phẫu thuật,DiseaseSubtype,C0919726,,0.99,2,2,Nicardipine thường được sử dụng cho cao huyết áp sau mổ và trong thai kỳ.,02_thuocdieutri.txt
Nitroglycerin,Drug,C0017887,,TREATS,Nhồi máu cơ tim cấp,Disease,C0155626,,0.99,4,2,"Nó có thể được sử dụng để kiểm soát tăng huyết áp trong và sau phẫu thuật bắc cầu động mạch vành, nhồi máu cơ tim cấp, đau thắt ngực không ổn định và phù phổi cấp.",02_thuocdieutri.txt
Nitroglycerin,Drug,C0017887,,TREATS,Nhồi máu cơ tim cấp tính,Complication,C0155626,,0.99,4,2,"Nó có thể được sử dụng để kiểm soát tăng huyết áp trong và sau phẫu thuật bắc cầu động mạch vành, nhồi máu cơ tim cấp, đau thắt ngực không ổn định và phù phổi cấp.",02_thuocdieutri.txt
Nitroglycerin,Drug,C0017887,,TREATS,Phù phổi cấp,Disease,C0155919,,0.99,4,2,"Nó có thể được sử dụng để kiểm soát tăng huyết áp trong và sau phẫu thuật bắc cầu động mạch vành, nhồi máu cơ tim cấp, đau thắt ngực không ổn định và phù phổi cấp.",02_thuocdieutri.txt
Nitroglycerin,Drug,C0017887,,TREATS,Tăng huyết áp,Disease,C0020538,,0.99,2,2,"Nó có thể được sử dụng để kiểm soát tăng huyết áp trong và sau phẫu thuật bắc cầu động mạch vành, nhồi máu cơ tim cấp, đau thắt ngực không ổn định và phù phổi cấp.",02_thuocdieutri.txt
Nitroglycerin,Drug,C0017887,,TREATS,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,0.99,2,2,"Giảm huyết áp động mạch trung bình khoảng 20 đến 25% trong giờ đầu tiên bằng cách sử dụng thuốc theo đường tĩnh mạch có thể chuẩn độ, tác dụng ngắn như clevidipine, nitroglycerin, fenoldopam, nicardipine hoặc labetalol.",02_thuocdieutri.txt
Nitroglycerin,Drug,C0017887,,TREATS,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,0.99,2,2,"Giảm huyết áp động mạch trung bình khoảng 20 đến 25% trong giờ đầu tiên bằng cách sử dụng thuốc theo đường tĩnh mạch có thể chuẩn độ, tác dụng ngắn như clevidipine, nitroglycerin, fenoldopam, nicardipine hoặc labetalol.",02_thuocdieutri.txt
Nitroglycerin,Drug,C0017887,,TREATS,Đau thắt ngực không ổn định,Disease,C0002965,,0.99,3,2,"Nó có thể được sử dụng để kiểm soát tăng huyết áp trong và sau phẫu thuật bắc cầu động mạch vành, nhồi máu cơ tim cấp, đau thắt ngực không ổn định và phù phổi cấp.",02_thuocdieutri.txt
Nitroprusside,Drug,C0028193,,TREATS,Bóc tách động mạch chủ,Disease,C0340643,,0.99,4,2,"Nitroprusside cũng được sử dụng cho bệnh não do tăng huyết áp, và với thuốc chẹn beta, cho bệnh nhân tách thành động mạch chủ.",02_thuocdieutri.txt
Nitroprusside,Drug,C0028193,,TREATS,Bệnh não do tăng huyết áp,Disease,C0151620,,0.99,2,2,Nitroprusside cũng được sử dụng cho bệnh não do tăng huyết áp,02_thuocdieutri.txt
Nitroprusside,Drug,C0028193,,TREATS,Bệnh não tăng huyết áp,Complication,C0151620,,0.99,2,2,Nitroprusside cũng được sử dụng cho bệnh não do tăng huyết áp,02_thuocdieutri.txt
Nitroprusside,Drug,C0028193,,TREATS,Suy tim mất bù cấp tính,Disease,,,0.99,4,2,Thuốc này chủ yếu được sử dụng cho những bệnh nhân bị suy tim mất bù cấp tính và tăng huyết áp.,02_thuocdieutri.txt
Nitroprusside,Drug,C0028193,,TREATS,Tăng huyết áp,Disease,C0020538,,0.99,1,2,Thuốc này chủ yếu được sử dụng cho những bệnh nhân bị suy tim mất bù cấp tính và tăng huyết áp.,02_thuocdieutri.txt
Nitroprusside,Drug,C0028193,,TREATS,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,0.99,2,2,"Các loại thuốc điều trị bước đầu thông thường bao gồm nitroprusside, fenoldopam, nicardipine và labetalol .",02_thuocdieutri.txt
Nitroprusside,Drug,C0028193,,TREATS,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,0.99,2,2,"Các loại thuốc điều trị bước đầu thông thường bao gồm nitroprusside, fenoldopam, nicardipine và labetalol .",02_thuocdieutri.txt
Phân tích nước tiểu,Test,C0042014,,DIAGNOSES,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,0.99,2,2,"Chẩn đoán bằng cách đo huyết áp, ECG, phân tích nước tiểu, đo điện giải và creatinine trong huyết thanh.",02_thuocdieutri.txt
Phân tích nước tiểu,Test,C0042014,,DIAGNOSES,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,0.99,2,2,"Chẩn đoán bằng cách đo huyết áp, ECG, phân tích nước tiểu, đo điện giải và creatinine trong huyết thanh.",02_thuocdieutri.txt
Phù não,Complication,C0006114,,AFFECTS_ORGAN,Não,Organ,C0006104,,0.95,1,2,"Kết quả là máu với áp suất rất cao được đẩy trực tiếp vào mao mạch khiến huyết tương rò rỉ vào trong não, gây phù não",02_thuocdieutri.txt
Soi đáy mắt,Test,,,DIAGNOSES,Bệnh võng mạc tăng huyết áp độ 1-2,DiseaseSubtype,,,0.9,1,2,"Khám thực thể tập trung vào các cơ quan đích, bao gồm khám thần kinh, soi đáy mắt và khám tim mạch.",02_thuocdieutri.txt
Suy thận,Complication,C1565489,,AFFECTS_ORGAN,Hệ thần kinh trung ương,Organ,C3714787,,0.8,1,2,các trường hợp tăng ure máu cao do suy thận tiến triển có thể biểu hiện bằng hôn mê hoặc buồn nôn.,02_thuocdieutri.txt
Thuốc chẹn alpha-1 sau synap,DrugClass,,,TREATS,phì đại tuyến tiền liệt,Disease,C1704272,,0.99,2,2,"Tuy nhiên, thuốc chẹn alpha-1 sau synap có thể được sử dụng ở những bệnh nhân bị phì đại tuyến tiền liệt",02_thuocdieutri.txt
Thuốc chẹn beta,DrugClass,C0001645,,CONTRAINDICATED_IN,Hen suyễn,Disease,C0004096,,0.99,2,2,Thuốc chẹn beta thường nên tránh dùng ở những bệnh nhân bị hen suyễn,02_thuocdieutri.txt
Thuốc chẹn beta,DrugClass,C0001645,,TREATS,Bóc tách động mạch chủ,Disease,C0340643,,0.99,1,2,"với thuốc chẹn beta, cho bệnh nhân tách thành động mạch chủ.",02_thuocdieutri.txt
Thuốc chẹn beta,DrugClass,C0001645,,TREATS,Nhồi máu cơ tim,Disease,C0027051,,0.99,2,2,"Tuy nhiên, các loại thuốc này có thể hữu ích ở những bệnh nhân tăng huyết áp có các rối loạn khác có thể được hưởng lợi từ thuốc chẹn beta, chẳng hạn như đau thắt ngực, nhồi máu cơ tim trước đó hoặc suy tim.",02_thuocdieutri.txt
Thuốc chẹn beta,DrugClass,C0001645,,TREATS,Suy tim,Complication,C0018801,,0.99,4,2,"Tuy nhiên, các loại thuốc này có thể hữu ích ở những bệnh nhân tăng huyết áp có các rối loạn khác có thể được hưởng lợi từ thuốc chẹn beta, chẳng hạn như đau thắt ngực, nhồi máu cơ tim trước đó hoặc suy tim.",02_thuocdieutri.txt
Thuốc chẹn beta,DrugClass,C0001645,,TREATS,Tăng huyết áp,Disease,C0020538,,0.9,1,2,Thuốc chẹn beta không phải là thuốc bước đầu trong điều trị tăng huyết áp.,02_thuocdieutri.txt
Thuốc chẹn beta,DrugClass,C0001645,,TREATS,Đau thắt ngực,Disease,C0002963,,0.99,2,2,"các loại thuốc này có thể hữu ích ở những bệnh nhân tăng huyết áp có các rối loạn khác có thể được hưởng lợi từ thuốc chẹn beta, chẳng hạn như đau thắt ngực",02_thuocdieutri.txt
Thuốc chẹn kênh canxi,DrugClass,C0006684,,PREFERRED_FOR,Hội chứng Raynaud,Disease,C0034734,,0.99,2,2,"Thuốc chẹn kênh canxi được ưu tiên sử dụng hơn thuốc chẹn beta ở những bệnh nhân bị đau thắt ngực cũng có bệnh co thắt phế quản, co thắt động mạch vành hoặc hội chứng Raynaud.",02_thuocdieutri.txt
Thuốc chẹn kênh canxi,DrugClass,C0006684,,TREATS,Đau thắt ngực,Disease,C0002963,,0.99,2,2,Thuốc chẹn kênh canxi được ưu tiên sử dụng hơn thuốc chẹn beta ở những bệnh nhân bị đau thắt ngực,02_thuocdieutri.txt
Thuốc chẹn thụ thể angiotensin (ARB),DrugClass,C0521942,,TREATS,Bệnh thận do đái tháo đường loại 1,DiseaseSubtype,C0836995,,0.99,2,2,Hai loại thuốc này có tác dụng tương đương ở bệnh nhân bị suy thất trái hoặc bệnh thận do đái tháo đường loại 1.,02_thuocdieutri.txt
Thuốc chẹn thụ thể angiotensin (ARB),DrugClass,C0521942,,TREATS,Suy thất trái,DiseaseSubtype,C0023212,,0.99,2,2,Hai loại thuốc này có tác dụng tương đương ở bệnh nhân bị suy thất trái,02_thuocdieutri.txt
