id,name,normalized_name,entity_type,umls_cui,umls_sty,formatted_attributes,attributes,source_document,created_at
Measurement:huyết áp động mạch trung bình (map) ngưỡng giãn mạch não: 160 mmhg,huyết áp động mạch trung bình (MAP) khoảng 160 mm Hg,Huyết áp động mạch trung bình (MAP) ngưỡng giãn mạch não: 160 mmHg,Measurement,,,Thông số: Huyết áp động mạch trung bình (MAP); Giá trị: >160 mmHg,"{""parameter"": ""Huyết áp động mạch trung bình (MAP)"", ""value"": 160, ""unit"": ""mmHg"", ""operator"": "">""}",03_tanghuyetapcapcuu.txt,2026-08-21T14:26:59.486Z
Measurement:huyết áp động mạch trung bình (map) >= 160 mmhg,huyết áp động mạch trung bình (MAP) khoảng 160 mm Hg,Huyết áp động mạch trung bình (MAP) >= 160 mmHg,Measurement,,,Thông số: Huyết áp động mạch trung bình (MAP); Giá trị: >=160 mmHg,"{""parameter"": ""Huyết áp động mạch trung bình (MAP)"", ""value"": 160, ""unit"": ""mmHg"", ""operator"": "">=""}",03_tanghuyetapcapcuu.txt,2026-08-21T15:00:10.547Z
Measurement:liều tiêm tĩnh mạch > 2 mcg/kg/phút,liều > 2 mcg/kg/phút,Liều tiêm tĩnh mạch > 2 mcg/kg/phút,Measurement,,,Thông số: Liều tiêm tĩnh mạch; Giá trị: >2 mcg/kg/phút,"{""parameter"": ""Liều tiêm tĩnh mạch"", ""value"": 2, ""unit"": ""mcg/kg/phút"", ""operator"": "">""}",03_tanghuyetapcapcuu.txt,2026-08-21T14:27:03.233Z
Measurement:nồng độ thiocyanate trong huyết thanh > 12 mg/dl (> 2 mmol/l),nồng độ thiocyanate trong huyết thanh > 12 mg/dL (> 2 mmol/L),Nồng độ thiocyanate trong huyết thanh > 12 mg/dL (> 2 mmol/L),Measurement,,,Thông số: Nồng độ thiocyanate trong huyết thanh; Giá trị: >12 mg/dL; max_value: 12,"{""parameter"": ""Nồng độ thiocyanate trong huyết thanh"", ""max_value"": 12, ""unit"": ""mg/dL"", ""value"": 12, ""operator"": "">""}",03_tanghuyetapcapcuu.txt,2026-08-21T14:27:03.301Z
Mechanism:chất chủ vận dopamine-1,chất chủ vận dopamine-1,Chất chủ vận dopamine-1,Mechanism,,,,{},03_tanghuyetapcapcuu.txt,2026-08-21T14:27:03.011Z
CUI:C0028128,oxit nitric,Oxit nitric,Mechanism,C0028128,Pharmacologic Substance,,{},03_tanghuyetapcapcuu.txt,2026-08-21T06:17:23.077Z
Mechanism:thất bại tự điều hòa lưu lượng máu não,thất bại trong quá trình tự điều hòa lưu lượng máu ở não,Thất bại tự điều hòa lưu lượng máu não,Mechanism,,,,{},03_tanghuyetapcapcuu.txt,2026-08-21T14:26:59.419Z
CUI:C0807185,cơ quan đích,Cơ quan đích,Organ,C0807185,"Body Part, Organ, or Organ Component",,{},03_tanghuyetapcapcuu.txt,2026-08-21T14:27:02.525Z
CUI:C3714787,hệ thần kinh trung ương,Hệ thần kinh trung ương,Organ,C3714787,"Body Part, Organ, or Organ Component",,{},03_tanghuyetapcapcuu.txt,2026-08-21T06:17:30.997Z
CUI:C0007226,hệ tim mạch,Hệ tim mạch,Organ,C0007226,"Body Part, Organ, or Organ Component",,{},03_tanghuyetapcapcuu.txt,2026-08-21T06:17:23.695Z
CUI:C0006104,não,Não,Organ,C0006104,"Body Part, Organ, or Organ Component",,{},03_tanghuyetapcapcuu.txt,2026-08-21T06:17:17.376Z
CUI:C0022646,thận,Thận,Organ,C0022646,"Body Part, Organ, or Organ Component",,{},03_tanghuyetapcapcuu.txt,2026-08-21T06:17:17.523Z
CUI:C0003467,Lo lắng,Lo lắng,RiskFactor,C0003467,Finding / Individual Behavior,,{},03_tanghuyetapcapcuu.txt,2026-08-21T15:00:06.192Z
CUI:C1821572,Giảm tri giác,Giảm tri giác,Symptom,C1821572,Sign or Symptom,,{},03_tanghuyetapcapcuu.txt,2026-08-21T14:27:00.914Z
CUI:C0027497,buồn nôn,Buồn nôn,Symptom,C0027497,Sign or Symptom,,{},03_tanghuyetapcapcuu.txt,2026-08-20T15:59:11.12Z
CUI:C0009421,hôn mê,Hôn mê,Symptom,C0009421,Sign or Symptom,,{},03_tanghuyetapcapcuu.txt,2026-08-21T14:27:00.758Z
CUI:C0018681,nhức đầu,Nhức đầu,Symptom,C0018681,Sign or Symptom,,{},03_tanghuyetapcapcuu.txt,2026-08-21T14:27:03.706Z
CUI:C0202691,CT đầu,CT đầu,Test,C0202691,Diagnostic Procedure,,{},03_tanghuyetapcapcuu.txt,2026-08-21T14:27:01.468Z
CUI:C1623258,ECG,ECG,Test,C1623258,Diagnostic Procedure,,{},03_tanghuyetapcapcuu.txt,2026-08-20T14:17:12.235Z
CUI:C0031809,Khám thực thể,Khám thực thể,Test,C0031809,Diagnostic Procedure / Laboratory Procedure,,{},03_tanghuyetapcapcuu.txt,2026-08-20T14:17:07.16Z
CUI:C0201975,creatinine,Creatinine,Test,C0201975,Diagnostic Procedure / Laboratory Procedure,,{},03_tanghuyetapcapcuu.txt,2026-08-21T06:17:29.732Z
CUI:C0201976,creatinine,Creatinine huyết thanh,Test,C0201976,Diagnostic Procedure / Laboratory Procedure,,{},03_tanghuyetapcapcuu.txt,2026-08-20T15:59:01.367Z
CUI:C3694999,creatinine trong huyết thanh,Xét nghiệm creatinine huyết thanh,Test,C3694999,Diagnostic Procedure / Laboratory Procedure,,{},03_tanghuyetapcapcuu.txt,2026-08-21T14:26:59.153Z
Test:khám thực thể cơ quan đích,"khám thần kinh, soi đáy mắt và khám tim mạch",Khám thực thể cơ quan đích,Test,,,,{},03_tanghuyetapcapcuu.txt,2026-08-21T15:00:10.748Z
CUI:C0039985,phim chụp X-quang ngực,X-quang ngực,Test,C0039985,Diagnostic Procedure / Laboratory Procedure,,{},03_tanghuyetapcapcuu.txt,2026-08-21T03:24:25.906Z
CUI:C0042014,phân tích nước tiểu,Phân tích nước tiểu,Test,C0042014,Diagnostic Procedure / Laboratory Procedure,,{},03_tanghuyetapcapcuu.txt,2026-08-20T14:17:11.363Z
Test:soi đáy mắt,soi đáy mắt,Soi đáy mắt,Test,,,,{},03_tanghuyetapcapcuu.txt,2026-08-21T06:17:37.617Z
CUI:C0587355,điện giải trong huyết thanh,Điện giải huyết thanh,Test,C0587355,Diagnostic Procedure / Laboratory Procedure,,{},03_tanghuyetapcapcuu.txt,2026-08-21T14:27:01.334Z
Test:điện giải đồ,điện giải trong huyết thanh,Điện giải đồ,Test,,,,{},03_tanghuyetapcapcuu.txt,2026-08-21T14:27:04.233Z
CUI:C0005824,đo huyết áp,Đo huyết áp,Test,C0005824,Diagnostic Procedure / Laboratory Procedure,,{},03_tanghuyetapcapcuu.txt,2026-08-20T14:17:00.028Z
CUI:C0201992,đo điện giải,Đo điện giải,Test,C0201992,Diagnostic Procedure / Laboratory Procedure,,{},03_tanghuyetapcapcuu.txt,2026-08-21T14:26:59.087Z
Treatment:hạ huyết áp nhanh,hạ huyết áp nhanh,Hạ huyết áp nhanh,Treatment,,,,{},03_tanghuyetapcapcuu.txt,2026-08-21T14:27:05.986Z
CUI:C0562508,khoa cấp cứu,Khoa cấp cứu,Treatment,C0562508,Therapeutic or Preventive Procedure,,{},03_tanghuyetapcapcuu.txt,2026-08-21T14:27:02.253Z
CUI:C0021708,khoa hồi sức tích cực (ICU),Khoa hồi sức tích cực (ICU),Treatment,C0021708,Therapeutic or Preventive Procedure,,{},03_tanghuyetapcapcuu.txt,2026-08-21T14:27:02.325Z
Treatment:liệu pháp phối hợp 2 thuốc chống tăng huyết áp,liệu pháp phối hợp 2 thuốc chống tăng huyết áp đường uống,Liệu pháp phối hợp 2 thuốc chống tăng huyết áp,Treatment,,,,{},03_tanghuyetapcapcuu.txt,2026-08-21T14:27:00.275Z
CUI:C0010055,phẫu thuật bắc cầu động mạch vành,Phẫu thuật bắc cầu động mạch vành,Treatment,C0010055,Therapeutic or Preventive Procedure,,{},03_tanghuyetapcapcuu.txt,2026-08-21T14:27:03.369Z
CUI:C0474178,tư vấn,Tư vấn tâm lý,Treatment,C0474178,Therapeutic or Preventive Procedure,,{},03_tanghuyetapcapcuu.txt,2026-08-21T14:27:00.123Z
