source_name,source_type,source_cui,source_formatted_attributes,relation_type,target_name,target_type,target_cui,target_formatted_attributes,confidence,agreement_count,total_passes,evidence_span,source_document
Bradykinin,Mechanism,C0006100,,UNDERLIES,Tăng huyết áp,Disease,C0020538,,0.99,2,2,"Thiếu hụt chất giãn mạch (ví dụ: bradykinin, oxit nitric), thay vì sự dư thừa chất co mạch (ví dụ: angiotensin, norepinephrine), có thể gây tăng huyết áp.",01_tanghuyetap.txt
Bảng xét nghiệm chuyển hóa đầy đủ,Test,C0519825,,DIAGNOSES,Tăng huyết áp,Disease,C0020538,,0.99,2,2,"bảng xét nghiệm chuyển hóa đầy đủ (bao gồm creatinine hoặc cystatin C, kali và canxi)",01_tanghuyetap.txt
Bảng xét nghiệm lipid,Test,C0200382,,DIAGNOSES,Tăng huyết áp,Disease,C0020538,,0.99,2,2,"Bảng xét nghiệm lipid, bảng xét nghiệm chuyển hóa đầy đủ (bao gồm creatinine hoặc cystatin C, kali và canxi), glucose huyết tương lúc đói",01_tanghuyetap.txt
Bệnh cơ tim giãn,DiseaseSubtype,C0007193,,LEADS_TO,Suy tim,Complication,C0018801,,0.99,2,2,gây ra bệnh cơ tim giãn và suy tim,01_tanghuyetap.txt
Bệnh mạch thận,Cause,C0020545,,CAUSES,Tăng huyết áp,Disease,C0020538,,0.99,2,2,"Dạng này là điển hình của tăng huyết áp nguyên phát và tăng huyết áp do cường aldosteron nguyên phát, u tủy thượng thận, bệnh mạch thận và bệnh nhu mô thận.",01_tanghuyetap.txt
Bệnh nhu mô thận,Cause,C1841992,,AFFECTS_ORGAN,Thận,Organ,C0022646,,0.99,2,2,"Nếu thận không sản sinh đủ lượng thuốc giãn mạch (do bệnh nhu mô thận), huyết áp có thể tăng.",01_tanghuyetap.txt
Bệnh nhu mô thận,Cause,C1841992,,CAUSES,Nguyên nhân thứ phát gây tăng huyết áp,Cause,C0155616,,0.99,2,2,"chỉ có 5% đến 15% là thứ phát do một bệnh lý khác (ví dụ: cường aldosteron nguyên phát, bệnh nhu mô thận).",01_tanghuyetap.txt
Bệnh nhu mô thận,Cause,C1841992,,CAUSES,Tăng huyết áp,Disease,C0020538,,0.99,2,2,"Dạng này là điển hình của tăng huyết áp nguyên phát và tăng huyết áp do cường aldosteron nguyên phát, u tủy thượng thận, bệnh mạch thận và bệnh nhu mô thận.",01_tanghuyetap.txt
Bệnh nhu mô thận,Cause,C1841992,,CAUSES,Tăng huyết áp thứ phát,DiseaseSubtype,C0155616,,0.99,2,2,"chỉ có 5% đến 15% là thứ phát do một bệnh lý khác (ví dụ: cường aldosteron nguyên phát, bệnh nhu mô thận).",01_tanghuyetap.txt
Bệnh thận,Disease,C0022658,,INCREASES_RISK_OF,Bệnh tim mạch do xơ vữa động mạch,Disease,C0004153,,0.99,2,2,Bệnh đái tháo đường hoặc bệnh thận cũng là một phần trong các yếu tố nguy cơ của bệnh xơ vữa động mạch.,01_tanghuyetap.txt
Bệnh thận,Disease,C0022658,,INCREASES_RISK_OF,Xơ vữa động mạch,Mechanism,C0004153,,0.99,2,2,Bệnh đái tháo đường hoặc bệnh thận cũng là một phần trong các yếu tố nguy cơ của bệnh xơ vữa động mạch.,01_tanghuyetap.txt
Bệnh thận mạn tính,Cause,C1561643,,CAUSES,Nguyên nhân thứ phát gây tăng huyết áp,Cause,C0155616,,0.99,2,2,"Ngưng thở khi ngủ, bệnh thận mạn tính hoặc hẹp động mạch thận là những nguyên nhân khác gây tăng huyết áp thứ phát.",01_tanghuyetap.txt
Bệnh thận mạn tính,Cause,C1561643,,CAUSES,Tăng huyết áp thứ phát,DiseaseSubtype,C0155616,,0.99,2,2,"Ngưng thở khi ngủ, bệnh thận mạn tính hoặc hẹp động mạch thận là những nguyên nhân khác gây tăng huyết áp thứ phát.",01_tanghuyetap.txt
Bệnh tim mạch do xơ vữa động mạch,Disease,C0004153,,AFFECTS_ORGAN,Mắt,Organ,C4266572,,0.99,2,2,"Xơ vữa động mạch được đặc trưng bởi tình trạng phì đại, tăng sản và hyalin hóa ở lớp giữa của các động mạch nhỏ (tiểu động mạch), đặc biệt là ở mắt và thận.",01_tanghuyetap.txt
Bệnh tim mạch do xơ vữa động mạch,Disease,C0004153,,AFFECTS_ORGAN,Thận,Organ,C0022646,,0.99,2,2,"Xơ vữa động mạch được đặc trưng bởi tình trạng phì đại, tăng sản và hyalin hóa ở lớp giữa của các động mạch nhỏ (tiểu động mạch), đặc biệt là ở mắt và thận.",01_tanghuyetap.txt
Cam thảo,RiskFactor,C0086555,,INCREASES_RISK_OF,Tăng huyết áp,Disease,C0020538,,0.99,2,2,Cam thảo có thể làm trầm trọng thêm khả năng kiểm soát huyết áp.,01_tanghuyetap.txt
Chuyên gia tăng huyết áp,Treatment,C5958903,,TREATS,Tăng huyết áp,Disease,C0020538,,0.99,2,2,Những bệnh nhân khó khăn trong kiểm soát huyết áp như vậy nên tham khảo ý kiến của các chuyên gia về tăng huyết áp.,01_tanghuyetap.txt
Căng thẳng,RiskFactor,C0038443,,INCREASES_RISK_OF,Tăng huyết áp tiên phát,DiseaseSubtype,C0085580,,0.96,2,2,"Ở độ tuổi trẻ hơn, các yếu tố môi trường (ví dụ: natri trong chế độ ăn, căng thẳng) dường như chỉ ảnh hưởng đến những người có cơ địa dễ mắc bệnh",01_tanghuyetap.txt
Cơ chế phụ thuộc renin,Mechanism,,,UNDERLIES,Bệnh nhu mô thận mạn tính,Disease,,,0.95,1,2,Tăng huyết áp do bệnh nhu mô thận mạn tính (cao huyết áp do thận) là kết quả của việc kết hợp cơ chế phụ thuộc renin,01_tanghuyetap.txt
Cơ chế phụ thuộc thể tích tuần hoàn,Mechanism,,,UNDERLIES,Bệnh nhu mô thận mạn tính,Disease,,,0.95,1,2,Tăng huyết áp do bệnh nhu mô thận mạn tính (cao huyết áp do thận) là kết quả của việc kết hợp cơ chế phụ thuộc renin và cơ chế phụ thuộc thể tích tuần hoàn.,01_tanghuyetap.txt
Cường aldosteron nguyên phát,Cause,C1384514,,CAUSES,Nguyên nhân thứ phát gây tăng huyết áp,Cause,C0155616,,0.99,4,2,Tăng huyết áp đã xác định được nguyên nhân (tăng huyết áp thứ phát) thường là do cường aldosteron nguyên phát.,01_tanghuyetap.txt
Cường aldosteron nguyên phát,Cause,C1384514,,CAUSES,Tăng huyết áp,Disease,C0020538,,0.99,2,2,Dạng này là điển hình của tăng huyết áp nguyên phát và tăng huyết áp do cường aldosteron nguyên phát,01_tanghuyetap.txt
Cường aldosteron nguyên phát,Cause,C1384514,,CAUSES,Tăng huyết áp thứ phát,DiseaseSubtype,C0155616,,0.99,4,2,Tăng huyết áp đã xác định được nguyên nhân (tăng huyết áp thứ phát) thường là do cường aldosteron nguyên phát.,01_tanghuyetap.txt
Di truyền,RiskFactor,C0017398,,INCREASES_RISK_OF,Tăng huyết áp,Disease,C0020538,,0.9775,2,2,Khiếm khuyết trong vận chuyển natri có thể xảy ra ở trẻ có huyết áp bình thường nhưng có cha mẹ bị tăng huyết áp.,01_tanghuyetap.txt
Di truyền,RiskFactor,C0017398,,INCREASES_RISK_OF,Tăng huyết áp tiên phát,DiseaseSubtype,C0085580,,0.9775,2,2,Di truyền là một yếu tố ảnh hưởng,01_tanghuyetap.txt
ECG,Test,C1623258,,DIAGNOSES,Phì đại thất trái,DiseaseSubtype,C0149721,,0.99,3,2,"Điện thế QRS tăng cao, có hoặc không có bằng chứng về thiếu máu cục bộ, có thể xảy ra sau đó và biểu hiện phì đại thất trái (LVH).",01_tanghuyetap.txt
Giáo dục bệnh nhân,Treatment,C0030688,,TREATS,Tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,0.97,2,2,"Giáo dục, với sự đồng cảm và hỗ trợ, là điều cần thiết để điều trị thành công.",01_tanghuyetap.txt
Glucose huyết tương lúc đói,Test,C0583513,,DIAGNOSES,Tăng huyết áp,Disease,C0020538,,0.99,2,2,glucose huyết tương lúc đói,01_tanghuyetap.txt
Huyết áp không đạt mục tiêu,Measurement,,Thông số: Huyết áp; status: không kiểm soát,DEFINES_THRESHOLD_FOR,Tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,0.99,4,2,Tăng huyết áp kháng trị được định nghĩa là huyết áp không được kiểm soát đạt mục tiêu mặc dù đã tuân thủ 3 loại thuốc hạ huyết áp liều phù hợp thuộc các nhóm khác nhau (bao gồm thuốc lợi tiểu) và sau khi hiệu ứng áo choàng trắng đã được loại trừ.,01_tanghuyetap.txt
Huyết áp mục tiêu < 130/80 mmHg,Measurement,,Thông số: Huyết áp mục tiêu; Huyết áp 130/80 mmHg,DEFINES_THRESHOLD_FOR,Tăng huyết áp,Disease,C0020538,,0.99,2,2,"Giảm huyết áp xuống thành < 130/80 mm Hg, bao gồm cả những người mắc bệnh thận hoặc tiểu đường.",01_tanghuyetap.txt
Huyết áp tâm thu >= 130 mmHg,Measurement,,Thông số: Huyết áp tâm thu; Giá trị: >=130 mmHg,DEFINES_THRESHOLD_FOR,Tăng huyết áp,Disease,C0020538,,0.99,2,2,Tăng huyết áp được định nghĩa là huyết áp tâm thu (HA) >= 130 mm Hg hoặc huyết áp tâm trương >= 80 mm Hg hoặc đang dùng thuốc điều trị tăng huyết áp.,01_tanghuyetap.txt
Huyết áp tâm thu ban đầu > 160 mmHg,Measurement,,Thông số: Huyết áp tâm thu; Giá trị: >160 mmHg,DEFINES_THRESHOLD_FOR,Tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,0.98,2,2,"Nếu huyết áp tâm thu ban đầu > 160 mm Hg, nên bắt đầu dùng 2 loại thuốc bất kể nguy cơ mắc bệnh tim mạch.",01_tanghuyetap.txt
Huyết áp tâm thu lúc nghỉ >= 130 mmHg,Measurement,,Thông số: Huyết áp tâm thu lúc nghỉ; Giá trị: >=130 mmHg,DEFINES_THRESHOLD_FOR,Tăng huyết áp,Disease,C0020538,,0.99,2,2,"Tăng huyết áp là tình trạng tăng liên tục của huyết áp tâm thu lúc nghỉ (>= 130 mmHg) hoặc huyết áp tâm trương lúc nghỉ (>= 80 mm Hg), hoặc cả hai.",01_tanghuyetap.txt
Huyết áp tâm thu lúc nghỉ xác định THA: >= 130 mmHg,Measurement,,Thông số: Huyết áp tâm thu lúc nghỉ; Huyết áp <130/<80 mmHg,DEFINES_THRESHOLD_FOR,Tăng huyết áp,Disease,C0020538,,0.99,2,2,"Tăng huyết áp là tình trạng tăng liên tục của huyết áp tâm thu lúc nghỉ (>= 130 mmHg) hoặc huyết áp tâm trương lúc nghỉ (>= 80 mm Hg), hoặc cả hai.",01_tanghuyetap.txt
Huyết áp tâm trương >= 80 mmHg,Measurement,,Thông số: Huyết áp tâm trương; Giá trị: >=80 mmHg,DEFINES_THRESHOLD_FOR,Tăng huyết áp,Disease,C0020538,,0.99,2,2,Tăng huyết áp được định nghĩa là huyết áp tâm thu (HA) >= 130 mm Hg hoặc huyết áp tâm trương >= 80 mm Hg hoặc đang dùng thuốc điều trị tăng huyết áp.,01_tanghuyetap.txt
Huyết áp tâm trương lúc nghỉ >= 80 mmHg,Measurement,,Thông số: Huyết áp tâm trương lúc nghỉ; Giá trị: >=80 mmHg,DEFINES_THRESHOLD_FOR,Tăng huyết áp,Disease,C0020538,,0.99,2,2,"Tăng huyết áp là tình trạng tăng liên tục của huyết áp tâm thu lúc nghỉ (>= 130 mmHg) hoặc huyết áp tâm trương lúc nghỉ (>= 80 mm Hg), hoặc cả hai.",01_tanghuyetap.txt
Hạ kali máu,Sign,C0020621,,MODIFIES,Angiotensin II,Mechanism,C3714928,,0.8,1,2,"kali huyết tương thấp (< 3,5 mmol/L [ < 3,5 mmol/L]) làm tăng sự co mạch do sự đóng các kênh kali.",01_tanghuyetap.txt
Hẹp lòng tiểu động mạch,Mechanism,,,UNDERLIES,Tăng huyết áp,Disease,C0020538,,0.95,1,2,"Ở thận, xơ vữa làm hẹp lòng tiểu động mạch, làm tăng tổng sức cản mạch ngoại vi, dẫn đến tăng huyết áp.",01_tanghuyetap.txt
Hẹp động mạch thận,Cause,C0035067,,CAUSES,Nguyên nhân thứ phát gây tăng huyết áp,Cause,C0155616,,0.99,2,2,"Ngưng thở khi ngủ, bệnh thận mạn tính hoặc hẹp động mạch thận là những nguyên nhân khác gây tăng huyết áp thứ phát.",01_tanghuyetap.txt
Hẹp động mạch thận,Cause,C0035067,,CAUSES,Tăng huyết áp thứ phát,DiseaseSubtype,C0155616,,0.99,2,2,"Ngưng thở khi ngủ, bệnh thận mạn tính hoặc hẹp động mạch thận là những nguyên nhân khác gây tăng huyết áp thứ phát.",01_tanghuyetap.txt
Hệ thần kinh giao cảm,Mechanism,C0039044,,PART_OF_MECHANISM,Renin,Mechanism,C0035094,,0.99,1,2,Hệ thần kinh giao cảm kích thích sự bài tiết renin qua trung gian bởi kích thích các thụ thể beta (thông qua thần kinh thận),01_tanghuyetap.txt
Hệ thống renin-angiotensin,Mechanism,C0035096,,UNDERLIES,Tăng huyết áp tiên phát,DiseaseSubtype,C0085580,,0.99,2,2,"trong tăng huyết áp tiên phát huyết động và các thành phần sinh lý (ví dụ: thể tích huyết tương, hoạt động của hệ renin-angiotensin) rất biến đổi",01_tanghuyetap.txt
Hở van động mạch chủ,Cause,C0003504,,CAUSES,Tăng huyết áp tâm thu đơn độc,DiseaseSubtype,C0745133,,0.9,1,2,"Một số rối loạn làm tăng CO (ví dụ: nhiễm độc giáp, rò động-tĩnh mạch, hở van động mạch chủ), đặc biệt khi thể tích nhát bóp tăng lên, gây tăng huyết áp tâm thu đơn độc.",01_tanghuyetap.txt
Kali máu < 3.5 mmol/L,Measurement,C0020621,Thông số: Kali máu; Giá trị: <3.5 mmol/L,MODIFIES,Angiotensin II,Mechanism,C3714928,,0.8,1,2,"kali huyết tương thấp (< 3,5 mmol/L [ < 3,5 mmol/L]) làm tăng sự co mạch do sự đóng các kênh kali.",01_tanghuyetap.txt
Khám thực thể,Test,C0031809,,DIAGNOSES,Tăng huyết áp,Disease,C0020538,,0.99,2,2,"Tiền sử, khám thực thể, và các xét nghiệm cận lâm sàng khác giúp xác định nguyên nhân và xác định xem đã có tổn thương các cơ quan đích hay chưa.",01_tanghuyetap.txt
Không tuân thủ điều trị,RiskFactor,C0746935,,INCREASES_RISK_OF,Tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,0.985,2,2,"Việc không tuân thủ điều trị, đặc biệt vì cần phải điều trị suốt đời, có thể cản trở việc kiểm soát huyết áp thích hợp.",01_tanghuyetap.txt
Kích thích thần kinh giao cảm,Mechanism,C0038996,,PART_OF_MECHANISM,Renin,Mechanism,C0035094,,0.95,1,2,Hệ thần kinh giao cảm kích thích sự bài tiết renin,01_tanghuyetap.txt
Kích thích thần kinh giao cảm,Mechanism,C0038996,,UNDERLIES,Tăng huyết áp,Disease,C0020538,,0.99,2,2,Kích thích thần kinh giao cảm làm tăng huyết áp,01_tanghuyetap.txt
Liệu pháp kích hoạt Baroreflex,Treatment,C3898150,,TREATS,Tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,0.9775,2,2,Liệu pháp kích hoạt Baroreflex đã được đề xuất để kiểm soát tình trạng tăng huyết áp kháng thuốc,01_tanghuyetap.txt
Lão hóa,RiskFactor,C0001811,,INCREASES_RISK_OF,Động mạch cứng,DiseaseSubtype,C0003850,,0.9,1,2,"Giảm oxit nitric, do động mạch cứng, xảy ra khi lão hóa",01_tanghuyetap.txt
Lượng natri cao,RiskFactor,,,INCREASES_RISK_OF,Tăng huyết áp tiên phát,DiseaseSubtype,C0085580,,0.95,1,2,"tuy nhiên, ở những bệnh nhân trên 65 tuổi, lượng natri cao có nhiều khả năng gây tăng huyết áp.",01_tanghuyetap.txt
"Na+, K+-ATPase",Mechanism,C1149024,,PART_OF_MECHANISM,Norepinephrine,Mechanism,C0028351,,0.99,2,2,"Bởi vì bơm Na+, K+-ATPase có thể bơm norepinephrine trở lại các tế bào thần kinh giao cảm (do đó bất hoạt chất dẫn truyền thần kinh này), sự ức chế cơ chế này cũng có thể làm tăng tác dụng của norepinephrine, gây tăng huyết áp.",01_tanghuyetap.txt
"Na+, K+-ATPase",Mechanism,C1149024,,UNDERLIES,Tăng huyết áp,Disease,C0020538,,0.99,2,2,"Trong nhiều trường hợp tăng huyết áp, quá trình vận chuyển natri qua màng tế bào mạch máu trở nên bất thường vì bơm natri-kali (Na+, K+-ATPase) bị khiếm khuyết hoặc bị ức chế",01_tanghuyetap.txt
Nam giới,RiskFactor,C1706180,,INCREASES_RISK_OF,Tăng huyết áp ẩn,DiseaseSubtype,C3178811,,0.99,2,2,Nhóm bệnh nhân này có thể chiếm từ 10% đến 30% dân số trưởng thành và phổ biến hơn ở nam giới,01_tanghuyetap.txt
Nguyên nhân thứ phát,Cause,C3262233,,CAUSES,Tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,0.95,1,2,Nguyên nhân thứ phát gây tăng huyết áp phải được loại trừ khi đánh giá tình trạng tăng huyết áp kháng trị.,01_tanghuyetap.txt
Nguyên nhân thứ phát gây tăng huyết áp,Cause,C0155616,,CAUSES,Tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,0.8,1,2,Nguyên nhân thứ phát gây tăng huyết áp phải được loại trừ khi đánh giá tình trạng tăng huyết áp kháng trị.,01_tanghuyetap.txt
Nguyên nhân xác định,Cause,,,CAUSES,Nguyên nhân thứ phát gây tăng huyết áp,Cause,C0155616,,0.99,2,2,Thứ phát (một nguyên nhân được xác định),01_tanghuyetap.txt
Nguyên nhân xác định,Cause,,,CAUSES,Tăng huyết áp thứ phát,DiseaseSubtype,C0155616,,0.99,2,2,Thứ phát (một nguyên nhân được xác định),01_tanghuyetap.txt
Ngưng thở khi ngủ,Cause,C0037315,,CAUSES,Nguyên nhân thứ phát gây tăng huyết áp,Cause,C0155616,,0.99,2,2,"Ngưng thở khi ngủ, bệnh thận mạn tính hoặc hẹp động mạch thận là những nguyên nhân khác gây tăng huyết áp thứ phát.",01_tanghuyetap.txt
Ngưng thở khi ngủ,Cause,C0037315,,CAUSES,Tăng huyết áp thứ phát,DiseaseSubtype,C0155616,,0.99,2,2,"Ngưng thở khi ngủ, bệnh thận mạn tính hoặc hẹp động mạch thận là những nguyên nhân khác gây tăng huyết áp thứ phát.",01_tanghuyetap.txt
Người da đen không phải gốc Tây Ban Nha,RiskFactor,,,INCREASES_RISK_OF,Tăng huyết áp ẩn,DiseaseSubtype,C3178811,,0.99,2,2,"Nhóm bệnh nhân này có thể chiếm từ 10% đến 30% dân số trưởng thành và phổ biến hơn ở nam giới, người da đen không phải gốc Tây Ban Nha và những người mắc bệnh tiểu đường.",01_tanghuyetap.txt
Nhiễm độc giáp,Cause,C0040156,,CAUSES,Tăng huyết áp tâm thu đơn độc,DiseaseSubtype,C0745133,,0.985,2,2,"Một số rối loạn làm tăng CO (ví dụ: nhiễm độc giáp, rò động-tĩnh mạch, hở van động mạch chủ), đặc biệt khi thể tích nhát bóp tăng lên, gây tăng huyết áp tâm thu đơn độc.",01_tanghuyetap.txt
Norepinephrine,Mechanism,C0028351,,UNDERLIES,Tăng huyết áp,Disease,C0020538,,0.99,2,2,"sự ức chế cơ chế này cũng có thể làm tăng tác dụng của norepinephrine, gây tăng huyết áp.",01_tanghuyetap.txt
Nồng độ natri và canxi nội bào,Mechanism,,,PART_OF_MECHANISM,Kích thích thần kinh giao cảm,Mechanism,C0038996,,0.99,2,2,"Kết quả là lượng natri và canxi nội bào tăng lên, khiến tế bào nhạy cảm hơn với kích thích thần kinh giao cảm.",01_tanghuyetap.txt
Oxit nitric,Mechanism,C0028128,,UNDERLIES,Nhạy cảm với muối,DiseaseSubtype,C0600534,,0.9,1,2,tình trạng giảm này góp phần gây nhạy cảm với muối,01_tanghuyetap.txt
Oxit nitric,Mechanism,C0028128,,UNDERLIES,Tăng huyết áp,Disease,C0020538,,0.9,1,2,"Thiếu hụt chất giãn mạch (ví dụ: bradykinin, oxit nitric), thay vì sự dư thừa chất co mạch (ví dụ: angiotensin, norepinephrine), có thể gây tăng huyết áp.",01_tanghuyetap.txt
Phác đồ 2 loại thuốc,Treatment,,,TREATS,Tăng huyết áp,Disease,C0020538,,0.99,2,2,"Nếu không đạt được huyết áp mục tiêu bằng 2 loại thuốc, một loại thuốc thứ ba trong số các loại thuốc ban đầu sẽ được thêm vào.",01_tanghuyetap.txt
Phác đồ >= 4 loại thuốc hạ huyết áp,Treatment,,Thông số: Số lượng thuốc; min_value: 4,TREATS,Tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,0.95,1,2,"Đối với tăng huyết áp kháng trị (huyết áp vẫn cao hơn mục tiêu mặc dù sử dụng 3 loại thuốc hạ huyết áp khác nhau), thường cần từ 4 loại thuốc trở lên.",01_tanghuyetap.txt
Phân tích nước tiểu,Test,C0042014,,DIAGNOSES,Tăng huyết áp,Disease,C0020538,,0.99,2,2,"Các xét nghiệm có thể bao gồm Phân tích nước tiểu và tỷ lệ albumin/creatinin niệu; nếu bất thường, cân nhắc siêu âm thận",01_tanghuyetap.txt
Phẫu thuật mạch thận,Treatment,,,TREATS,Tăng huyết áp,Disease,C0020538,,0.9,1,2,các phương pháp điều trị các nguyên nhân thứ phát (ví dụ phẫu thuật mạch thận) để khôi phục lại huyết áp bình thường,01_tanghuyetap.txt
Renin,Mechanism,C0035094,,UNDERLIES,Angiotensin II,Mechanism,C3714928,,0.99,2,2,"Renin, một enzym được hình thành trong phức hợp cận cầu thận, xúc tác quá trình chuyển đổi angiotensinogen thành angiotensin I.",01_tanghuyetap.txt
Rò động-tĩnh mạch,Cause,C0003855,,CAUSES,Tăng huyết áp tâm thu đơn độc,DiseaseSubtype,C0745133,,0.9,1,2,"Một số rối loạn làm tăng CO (ví dụ: nhiễm độc giáp, rò động-tĩnh mạch, hở van động mạch chủ), đặc biệt khi thể tích nhát bóp tăng lên, gây tăng huyết áp tâm thu đơn độc.",01_tanghuyetap.txt
Rối loạn chức năng tế bào nội mô,Mechanism,C0856169,,UNDERLIES,Tăng huyết áp,Disease,C0020538,,0.95,1,2,"Do đó, rối loạn chức năng tế bào nội mô ảnh hưởng lớn đến huyết áp.",01_tanghuyetap.txt
Rối loạn hệ thần kinh trung ương,Disease,C0007682,,AFFECTS_ORGAN,Hệ thần kinh trung ương,Organ,C3714787,,0.99,2,2,rối loạn hệ thần kinh trung ương (CNS),01_tanghuyetap.txt
Siêu âm thận,Test,C0203408,,DIAGNOSES,Tăng huyết áp,Disease,C0020538,,0.9775,2,2,"nếu bất thường, cân nhắc siêu âm thận",01_tanghuyetap.txt
Siêu âm tim,Test,C0013516,,DIAGNOSES,Phì đại thất trái,DiseaseSubtype,C0149721,,0.99,2,2,"Khi quan sát thấy phì đại thất trái trên ECG, siêu âm tim thường sẽ được thực hiện.",01_tanghuyetap.txt
Thay đổi chế độ ăn uống,Treatment,C0086153,,TREATS,Rối loạn lipid máu,Disease,C0242339,,0.99,2,2,"Sự thay đổi chế độ ăn cũng giúp kiểm soát đái tháo đường, béo phì và rối loạn lipid máu.",01_tanghuyetap.txt
