source_name,source_type,source_cui,source_formatted_attributes,relation_type,target_name,target_type,target_cui,target_formatted_attributes,confidence,agreement_count,total_passes,evidence_span,source_document
Co thắt phế quản,Mechanism,C0006266,,AFFECTS_ORGAN,Phế quản,Organ,C0006255,,0.99,2,2,"Thuật ngữ cơn hen phế quản mô tả sự co thắt phế quản nặng, dữ dội và kéo dài có khả năng kháng trị.",henphequan.txt
Co thắt phế quản,Mechanism,C0006266,,UNDERLIES,Cơn hen,Complication,C0347950,,0.99,2,2,"Thuật ngữ cơn hen phế quản mô tả sự co thắt phế quản nặng, dữ dội và kéo dài có khả năng kháng trị.",henphequan.txt
Co thắt phế quản,Mechanism,C0006266,,UNDERLIES,Cơn hen phế quản,DiseaseSubtype,C0347950,,0.99,2,2,"Thuật ngữ cơn hen phế quản mô tả sự co thắt phế quản nặng, dữ dội và kéo dài có khả năng kháng trị.",henphequan.txt
Co thắt phế quản,Mechanism,C0006266,,UNDERLIES,Hen suyễn,Disease,C0004096,,0.99,5,2,"GERD là một tác nhân thông thường trong một số bệnh nhân hen, có thể thông qua phản ứng co thắt phế quản do axit thực quản hoặc do hít phải axit.",henphequan.txt
Co thắt phế quản nặng,Mechanism,,,UNDERLIES,Hen suyễn,Disease,C0004096,,0.9,1,2,bệnh nhân bị co thắt phế quản nặng có thể không có thở khò khè nghe thấy được do luồng khí thở bị giới hạn rõ rệt.,henphequan.txt
Corticosteroid,Drug,C0001617,,TREATS,Hen kích ứng,Disease,,,0.95,1,2,"RADS và hen kích ứng mạn tính có nhiều điểm tương đồng về lâm sàng với hen (ví dụ: thở khò khè, khó thở, ho, có hạn chế luồng khí, tăng đáp ứng phế quản) và đáp ứng đáng kể với thuốc giãn phế quản và thường là corticosteroid.",henphequan.txt
Corticosteroid,Drug,C0001617,,TREATS,Hen suyễn,Disease,C0004096,,0.99,2,2,tầm quan trọng của việc sử dụng corticosteroid sớm.,henphequan.txt
Corticosteroid,Drug,C0001617,,TREATS,RADS,Disease,C1299633,,0.99,2,2,"RADS và hen kích ứng mạn tính có nhiều điểm tương đồng về lâm sàng với hen (ví dụ: thở khò khè, khó thở, ho, có hạn chế luồng khí, tăng đáp ứng phế quản) và đáp ứng đáng kể với thuốc giãn phế quản và thường là corticosteroid.",henphequan.txt
Corticosteroid dạng hít,DrugClass,C4020618,,TREATS,Hen suyễn,Disease,C0004096,,0.99,1,2,"Điều trị liên quan đến kiểm soát các yếu tố khởi phát và điều trị bằng thuốc, thường dùng nhất là thuốc cường beta-2 và corticosteroid dạng hít.",henphequan.txt
Corticosteroid dạng hít (ICS),DrugClass,C3540702,,TREATS,Hen suyễn,Disease,C0004096,,0.99,1,2,Một số nghiên cứu cho thấy việc sử dụng corticosteroid đường hít làm giảm tỷ lệ nhập viện và tử vong.,henphequan.txt
Corticosteroid dạng hít (ICS),DrugClass,C3540702,,TREATS,Rối loạn thông khí tắc nghẽn,Disease,C0746984,,0.96,2,2,"xác định mức độ hồi phục của rối loạn thông khí tắc nghẽn (ví dụ, bằng cách dùng thử corticosteroid hít trong 2 tới 3 tuần",henphequan.txt
Corticosteroid hít,Drug,C3540702,,TREATS,Hen suyễn,Disease,C0004096,,0.99,1,2,Một số nghiên cứu cho thấy việc sử dụng corticosteroid đường hít làm giảm tỷ lệ nhập viện và tử vong.,henphequan.txt
Corticosteroid hít,Drug,C3540702,,TREATS,Rối loạn thông khí tắc nghẽn,Disease,C0746984,,0.96,2,2,"xác định mức độ hồi phục của rối loạn thông khí tắc nghẽn (ví dụ, bằng cách dùng thử corticosteroid hít trong 2 tới 3 tuần",henphequan.txt
Corticosteroid hệ thống,DrugClass,C4053960,,TREATS,Đợt cấp hen suyễn,DiseaseSubtype,C0340066,,0.99,2,2,Điều trị bao gồm Thuốc giãn phế quản dạng hít (thuốc chủ vận beta và thuốc kháng cholinergic) Thường là corticosteroid đường toàn thân,henphequan.txt
Corticosteroid đường toàn thân,Drug,C4053960,,TREATS,Đợt cấp hen suyễn,DiseaseSubtype,C0340066,,0.99,2,2,Điều trị bao gồm Thuốc giãn phế quản dạng hít (thuốc chủ vận beta và thuốc kháng cholinergic) Thường là corticosteroid đường toàn thân,henphequan.txt
Cromolyn,Drug,C0012694,,TREATS,Hen suyễn,Disease,C0004096,,0.99,2,2,"Trẻ nhỏ và trẻ em < 5 tuổi cần điều trị > 2 lần/tuần nên được dùng thuốc chống viêm hàng ngày với corticosteroid dạng hít (ưu tiên), thuốc đối kháng thụ thể leukotriene, hoặc cromolyn.",henphequan.txt
Cơ trơn tái cấu trúc,Mechanism,,,UNDERLIES,Hen suyễn,Disease,C0004096,,0.99,2,2,Nhiệt làm giảm số lượng cơ trơn tái cấu trúc của đường thở (và do đó tác động lên khối cơ trơn) xảy ra với bệnh hen suyễn.,henphequan.txt
Cơn co thắt phế quản lan tỏa,DiseaseSubtype,,,LEADS_TO,Suy hô hấp,Complication,C1145670,,0.85,1,2,"Hầu hết các bệnh nhân đều có thể bù đắp bằng cách thở nhanh, nhưng trong trường hợp nặng, cơn co thắt phế quản lan tỏa gây ra sự ứ khí nghiêm trọng và các cơ hô hấp bị bất lợi về mặt cơ học vì vậy sự hít thở gắng sức sẽ tăng lên.",henphequan.txt
Cải thiện FEV1 > 12% hoặc >= 10% FEV1 dự đoán,Measurement,,Thông số: Cải thiện FEV1,DEFINES_THRESHOLD_FOR,Rối loạn thông khí tắc nghẽn có hồi phục,DiseaseSubtype,,,0.99,1,2,Sự cải thiện FEV1 > 12% hoặc tăng >= 10% so với FEV1 dự đoán sau dùng thuốc giãn phế quản thể hiện rối loạn thông khí tắc nghẽn có hồi phục,henphequan.txt
Cải thiện FEV1 sau thuốc giãn phế quản > 12% hoặc >= 10% dự đoán,Measurement,,Thông số: Cải thiện FEV1 sau thuốc giãn phế quản,DEFINES_THRESHOLD_FOR,Rối loạn thông khí tắc nghẽn có hồi phục,DiseaseSubtype,,,0.99,1,2,Sự cải thiện FEV1 > 12% hoặc tăng >= 10% so với FEV1 dự đoán sau dùng thuốc giãn phế quản thể hiện rối loạn thông khí tắc nghẽn có hồi phục,henphequan.txt
DLCO,Test,C1516251,,DIAGNOSES,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,0.99,2,2,Xét nghiệm DLCO có thể giúp phân biệt hen suyễn với COPD.,henphequan.txt
DLCO,Test,C1516251,,DIAGNOSES,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,0.99,2,2,Xét nghiệm DLCO có thể giúp phân biệt hen suyễn với COPD.,henphequan.txt
DLCO,Test,C1516251,,DIAGNOSES,Hạn chế luồng khí,Sign,C0024117,,0.99,2,2,Xét nghiệm DLCO có thể giúp phân biệt hen suyễn với COPD.,henphequan.txt
Dị nguyên môi trường,RiskFactor,C4304127,,INCREASES_RISK_OF,Hen suyễn,Disease,C0004096,,0.99,2,2,Yếu tố khởi phát hen trải dài từ các dị nguyên trong môi trường,henphequan.txt
Dụng cụ hít định liều (MDI),Treatment,C0993596,,TREATS,Hen suyễn,Disease,C0004096,,0.9,1,2,cách sử dụng buồng đệm với dụng cụ hít định liều (MDI),henphequan.txt
FEV1,Measurement,,Thông số: FEV1,MODIFIES,Hen suyễn,Disease,C0004096,,0.9775,2,2,"Suy giảm chức năng hoặc suy giảm chức năng sinh lý, suy giảm khách quan ở phổi có thể được đo bằng phương pháp đo phế dung kế, chủ yếu là thể tích thở ra gắng sức trong 1 giây (FEV1) và tỷ lệ giữa FEV1 với dung tích sống gắng sức (FVC), tương quan chặt chẽ với các thành phần chủ quan kiểm soát hen suyễn bao gồm các triệu chứng và các đặc điểm lâm sàng như là",henphequan.txt
FEV1 >= 50% dự đoán,Measurement,,Thông số: FEV1; Giá trị: >=50 % dự đoán,DEFINES_THRESHOLD_FOR,Hen nặng không kiểm soát,DiseaseSubtype,C3862402,,0.99,2,2,"Tiêu chuẩn để xem xét chỉnh hình phế quản bằng nhiệt bao gồm bệnh hen nặng không được kiểm soát bằng corticosteroid dạng hít và các thuốc chủ vận beta tác dụng kéo dài, sử dụng corticosteroid uống liên tục hoặc từng đợt, FEV1 >= 50% dự đoán và không có tiền sử đợt cấp nguy hiểm tính mạng.",henphequan.txt
FeNO,Test,C5445160,,DIAGNOSES,Hen suyễn,Disease,C0004096,,0.99,4,2,Phép đo nitric oxide theo phân đoạn thở ra đã được đề xuất như một phương pháp hỗ trợ trong việc đánh giá mức độ kiểm soát hen suyễn,henphequan.txt
FeNO,Test,C5445160,,UNDERLIES,Viêm do dị ứng (T2),DiseaseSubtype,,,0.99,2,2,"T2, hoặc viêm do dị ứng, thường được đặc trưng bởi tăng oxit nitric thở ra (FeNO)",henphequan.txt
Gen ADAM33,Mechanism,C1423517,,UNDERLIES,Hen suyễn,Disease,C0004096,,0.99,2,2,"Ngoài ra,gen ADAM33 có thể kích thích cơ trơn đường hô hấp và tăng sinh nguyên bào sợi và tái cấu trúc; Đây là locus có nguy cơ mắc hen đầu tiên được tìm thấy",henphequan.txt
Gen ORMDL3,Mechanism,C1423930,,UNDERLIES,Hen suyễn,Disease,C0004096,,0.99,2,2,"Vị trí này chứa gen ORMDL3, đó là một chất gây dị ứng và gen cytokine (IL-4/IL-13) có liên quan đến sự tái cấu trúc tế bào biểu mô và sự tăng chuyển hóa sponolipid.",henphequan.txt
Gen nhạy cảm hen,RiskFactor,,,INCREASES_RISK_OF,Hen suyễn,Disease,C0004096,,0.99,2,2,Sự phát triển hen suyễn là do nhiều tác động và phụ thuộc vào sự tương tác giữa các gen nhạy cảm và các yếu tố môi trường.,henphequan.txt
Giáo dục bệnh nhân,Treatment,C0030688,,TREATS,Hen suyễn,Disease,C0004096,,0.99,2,2,Bệnh nhân sẽ làm tốt hơn khi họ hiểu biết hơn về bệnh hen,henphequan.txt
Giải mẫn cảm,Treatment,C1709852,,TREATS,Hen nhạy cảm aspirin,DiseaseSubtype,C3853540,,0.99,2,2,giải mẫn cảm có thể được thực hiện trong các phòng khám nội trú hoặc ngoại trú tùy thuộc vào mức độ aspirin độ nhạy và mức độ hen,henphequan.txt
Giảm cân,Treatment,C5203233,,TREATS,Hen suyễn,Disease,C0004096,,0.99,2,2,Nhiều nghiên cứu đã cho thấy mức độ nặng và các đợt cấp của bệnh hen suyễn giảm sau khi giảm cân.,henphequan.txt
Giới hạn luồng không khí,DiseaseSubtype,C0024117,,INCREASES_RISK_OF,Hen suyễn,Disease,C0004096,,0.99,2,2,"Trước khi liệu pháp được tăng cường, việc tuân thủ, tiếp xúc với các yếu tố môi trường (ví dụ: tiếp xúc với chất kích thích) và sự hiện diện của các bệnh kèm theo (ví dụ: béo phì, viêm mũi dị ứng, bệnh trào ngược dạ dày thực quản, bệnh phổi tắc nghẽn mạn tính, ngưng thở khi ngủ do tắc nghẽn, rối loạn chức năng dây thanh âm, sử dụng cocaine dạng hít).",henphequan.txt
Giới nữ,RiskFactor,C0086287,,INCREASES_RISK_OF,Hen suyễn,Disease,C0004096,,0.99,2,2,"Giới nữ, hút thuốc, tuổi dậy thì sớm, nhạy cảm với bọ ve trong nhà là những yếu tố nguy cơ cho hen kéo dài và tái phát.",henphequan.txt
Hen không kiểm soát được,DiseaseSubtype,C5880014,,LEADS_TO,Suy hô hấp,Complication,C1145670,,0.9775,2,2,Nghi ngờ tăng carbon dioxide và suy hô hấp ở phụ nữ có thai bị hen không kiểm soát được,henphequan.txt
Hen không kiểm soát được,DiseaseSubtype,C5880014,,LEADS_TO,Tăng carbon dioxide,Disease,C0020440,,0.9775,2,2,Nghi ngờ tăng carbon dioxide và suy hô hấp ở phụ nữ có thai bị hen không kiểm soát được,henphequan.txt
Hen không kiểm soát được,DiseaseSubtype,C5880014,,LEADS_TO,Tăng carbonic máu,Mechanism,C0020440,,0.9775,2,2,Nghi ngờ tăng carbon dioxide và suy hô hấp ở phụ nữ có thai bị hen không kiểm soát được,henphequan.txt
Hen suyễn,Disease,C0004096,,AFFECTS_ORGAN,Đường thở,Organ,C0458827,,0.95,1,2,hình thành quá trình viêm thâm nhiễm lan rộng vào biểu mô và cơ trơn đường thở,henphequan.txt
Hen suyễn,Disease,C0004096,,HAS_SYMPTOM,Ho,Symptom,C0010200,,0.99,2,2,"Triệu chứng và dấu hiệu bao gồm khó thở, tức ngực, ho, thở khò khè.",henphequan.txt
Hen suyễn,Disease,C0004096,,HAS_SYMPTOM,Khó thở,Symptom,C0013404,,0.99,2,2,"Triệu chứng và dấu hiệu bao gồm khó thở, tức ngực, ho, thở khò khè.",henphequan.txt
Hen suyễn,Disease,C0004096,,HAS_SYMPTOM,Triệu chứng hen,Symptom,C1276804,,0.9,1,2,khi bệnh nhân đáp ứng tốt điều trị thì sẽ có ít triệu chứng.,henphequan.txt
Hen suyễn,Disease,C0004096,,HAS_SYMPTOM,Tức ngực,Symptom,C0008031,,0.99,2,2,"Triệu chứng và dấu hiệu bao gồm khó thở, tức ngực, ho, thở khò khè.",henphequan.txt
Hen suyễn,Disease,C0004096,,HAS_SYMPTOM,Đau ngực,Sign,C0008031,,0.99,2,2,"Triệu chứng và dấu hiệu bao gồm khó thở, tức ngực, ho, thở khò khè.",henphequan.txt
Hen suyễn,Disease,C0004096,,LEADS_TO,Cân nặng khi sinh thấp,Complication,C0024032,,0.99,2,2,"bà mẹ kiểm soát hen kém có thể làm tăng tỷ lệ tử vong trước sinh, sinh non và cân nặng khi sinh thấp.",henphequan.txt
Hen suyễn,Disease,C0004096,,LEADS_TO,Sinh non,Complication,C0151526,,0.99,2,2,"bà mẹ kiểm soát hen kém có thể làm tăng tỷ lệ tử vong trước sinh, sinh non",henphequan.txt
Hen suyễn,Disease,C0004096,,LEADS_TO,Suy hô hấp,Complication,C1145670,,0.99,2,2,Bệnh nhân có đợt kịch phát nặng và sắp xảy ra suy hô hấp,henphequan.txt
Hen suyễn,Disease,C0004096,,LEADS_TO,Tái cấu trúc đường thở,Complication,C2717792,,0.99,2,2,"Theo thời gian, đường thở ở một số bệnh nhân bị hen suyễn trải qua sự thay đổi cấu trúc vĩnh viễn (tái cấu trúc)",henphequan.txt
Hen suyễn,Disease,C0004096,,LEADS_TO,Tử vong,Complication,C1306577,,0.99,2,2,Mặc dù một số đáng kể ca tử vong hàng năm là do bệnh hen,henphequan.txt
Hen suyễn,Disease,C0004096,,LEADS_TO,Tử vong trước sinh,Complication,C0277604,,0.99,2,2,bà mẹ kiểm soát hen kém có thể làm tăng tỷ lệ tử vong trước sinh,henphequan.txt
Hen suyễn,Disease,C0004096,,LEADS_TO,cân nặng sơ sinh thấp,RiskFactor,C0024032,,0.99,2,2,"bà mẹ kiểm soát hen kém có thể làm tăng tỷ lệ tử vong trước sinh, sinh non và cân nặng khi sinh thấp.",henphequan.txt
Hen suyễn,Disease,C0004096,,LEADS_TO,Đợt cấp hen suyễn nặng,Complication,C3872851,,0.9,1,2,"Ví dụ, bệnh nhân bị hen suyễn nhẹ không có triệu chứng hoặc triệu chứng nhẹ và chức năng phổi bình thường vẫn có thể bị đợt cấp nặng đe dọa đến tính mạng.",henphequan.txt
Hen suyễn ban đêm,DiseaseSubtype,C1273489,,IS_SUBTYPE_OF,Hen suyễn,Disease,C0004096,,0.99,1,2,Nhiều bệnh nhân bị bệnh nặng hơn sẽ bị thức giấc vào ban đêm (hen suyễn ban đêm).,henphequan.txt
Hen suyễn nhẹ,DiseaseSubtype,C0581124,,IS_SUBTYPE_OF,Hen suyễn,Disease,C0004096,,0.99,2,2,"Ví dụ, bệnh nhân bị hen suyễn nhẹ không có triệu chứng hoặc triệu chứng nhẹ và chức năng phổi bình thường vẫn có thể bị đợt cấp nặng đe dọa đến tính mạng.",henphequan.txt
Hen suyễn thể ho,DiseaseSubtype,C0694548,,IS_SUBTYPE_OF,Hen suyễn,Disease,C0004096,,0.99,1,2,Ho có thể là triệu chứng duy nhất ở một số bệnh nhân (hen suyễn thể ho).,henphequan.txt
Hen suyễn tăng bạch cầu ái toan,DiseaseSubtype,C0340076,,IS_SUBTYPE_OF,Hen suyễn,Disease,C0004096,,0.95,1,2,Hen suyễn với dạng viêm này thường được gọi làh hen suyễn tăng bạch cầu ái toan.,henphequan.txt
Hoạt động thể chất,Treatment,C0026606,,TREATS,Hen suyễn,Disease,C0004096,,0.97,2,2,"Trẻ em> 5 tuổi và thanh thiếu niên bị hen suyễn nên được khuyến khích duy trì các hoạt động thể chất, tập thể dục và tham gia các môn thể thao.",henphequan.txt
Hoạt động thể chất và thể thao,Treatment,C1319354,,TREATS,Hen suyễn,Disease,C0004096,,0.8,1,2,"Trẻ em> 5 tuổi và thanh thiếu niên bị hen suyễn nên được khuyến khích duy trì các hoạt động thể chất, tập thể dục và tham gia các môn thể thao.",henphequan.txt
Hút thuốc lá,RiskFactor,C0453996,,INCREASES_RISK_OF,Chồng chéo Hen suyễn-COPD,Disease,C4038730,,0.9,1,2,"Các đặc điểm chính bao gồm tắc nghẽn đường thở cố định không đáp ứng với thuốc giãn phế quản, tiếp xúc đáng kể với hút thuốc lá hoặc chất ô nhiễm và các đặc điểm của hen suyễn truyền thống, bao gồm tăng bạch cầu ái toan trong máu hoặc trong đờm và tắc nghẽn dòng khí có thể đảo ngược.",henphequan.txt
Hút thuốc lá,RiskFactor,C0453996,,INCREASES_RISK_OF,Hen suyễn,Disease,C0004096,,0.99,2,2,"Giới nữ, hút thuốc, tuổi dậy thì sớm, nhạy cảm với bọ ve trong nhà là những yếu tố nguy cơ cho hen kéo dài và tái phát.",henphequan.txt
Hạn chế luồng khí,Sign,C0024117,,INCREASES_RISK_OF,Hen suyễn,Disease,C0004096,,0.99,2,2,"Trước khi liệu pháp được tăng cường, việc tuân thủ, tiếp xúc với các yếu tố môi trường (ví dụ: tiếp xúc với chất kích thích) và sự hiện diện của các bệnh kèm theo (ví dụ: béo phì, viêm mũi dị ứng, bệnh trào ngược dạ dày thực quản, bệnh phổi tắc nghẽn mạn tính, ngưng thở khi ngủ do tắc nghẽn, rối loạn chức năng dây thanh âm, sử dụng cocaine dạng hít).",henphequan.txt
Hợp chất hữu cơ dễ bay hơi,Cause,C2350439,,CAUSES,Hen kích ứng,Disease,,,0.9,1,2,"Hen kích ứng đề cập đến một phản ứng tương tự, dai dẳng giống như hen sau khi tiếp xúc nhiều lần hoặc mạn tính với các chất kích thích tương tự.",henphequan.txt
IgE,Mechanism,C0020846,,PART_OF_MECHANISM,Đáp ứng miễn dịch T2,Mechanism,,,0.95,1,2,Đáp ứng T2 tiền viêm được đặc trưng bởi sự tăng trưởng và kích hoạt quá trình sản sinh bạch cầu ái toan và IgE.,henphequan.txt
Il-6 huyết thanh,Mechanism,,,UNDERLIES,Hen suyễn,Disease,C0004096,,0.96,2,2,"Các chất trung gian chính liên quan đến các nghiên cứu quan sát và nghiên cứu cắt ngang bao gồm leptin, adipokine và Il-6 huyết thanh.",henphequan.txt
Khám thực thể,Test,C0031809,,DIAGNOSES,Hen suyễn,Disease,C0004096,,0.99,2,2,"Việc chẩn đoán được dựa trên tiền sử, khám lâm sàng và đo chức năng hô hấp.",henphequan.txt
Khí clo,Cause,C0008209,,CAUSES,Hen kích ứng,Disease,,,0.9,1,2,"Hen kích ứng đề cập đến một phản ứng tương tự, dai dẳng giống như hen sau khi tiếp xúc nhiều lần hoặc mạn tính với các chất kích thích tương tự.",henphequan.txt
Khói thuốc lá,RiskFactor,C0439994,,INCREASES_RISK_OF,Bệnh hen do tập luyện,Disease,C0004099,,0.85,1,2,"Các tác nhân không gây dị ứng, như khói thuốc lá, mùi mạnh, khói kích thích, nhiệt độ lạnh, độ ẩm cao, cũng nên tránh hoặc kiểm soát khi có thể.",henphequan.txt
Khói thuốc lá,RiskFactor,C0439994,,INCREASES_RISK_OF,Hen do gắng sức,DiseaseSubtype,C0004099,,0.85,1,2,"Các tác nhân không gây dị ứng, như khói thuốc lá, mùi mạnh, khói kích thích, nhiệt độ lạnh, độ ẩm cao, cũng nên tránh hoặc kiểm soát khi có thể.",henphequan.txt
Khói thuốc lá,RiskFactor,C0439994,,INCREASES_RISK_OF,Hen suyễn,Disease,C0004096,,0.9,1,2,"Các chất gây kích ứng theo đường hô hấp, chẳng hạn như ô nhiễm không khí, khói thuốc lá, nước hoa và các sản phẩm làm sạch có thể làm khởi phát các triệu chứng hen.",henphequan.txt
Kiểm soát các yếu tố khởi phát,Treatment,,,TREATS,Hen suyễn,Disease,C0004096,,0.99,2,2,Điều trị liên quan đến kiểm soát các yếu tố khởi phát và điều trị bằng thuốc,henphequan.txt
